SDSS_Names_14,Plate_14,Mjd_14,Fiber_14,Mbh_14,Mbh_err_14,Lbol_14,Quality_Lbol_14,Redd_14,Quality_Redd_14
104931.21+533623.8,6011,56103,100,9.399067369259258,0.036993054431539156,46.93037496561533,0,-0.6085714900451685,0
133546.67+153808.0,6036,56093,928,9.411923169054692,0.02019102732465053,46.70337692450629,0,-0.8484253309496436,0
090832.39+425243.4,6975,56720,414,9.26416081622931,0.014469168720991892,46.71507082405559,0,-0.6889690785749619,-999
084406.64+505959.0,7403,57071,918,8.773490861712023,0.02166547290839597,47.044260336476455,0,0.130890388363193,-999
141150.70+331603.5,7597,56973,699,9.802541724075512,0.026192102986071213,47.02933687472538,0,-0.91308393575137,-999
005016.87+180725.5,7617,56949,982,8.91252016569343,0.029808477882079215,46.84912161167702,0,-0.2032776404176479,0
073340.51+364141.6,8191,57390,603,8.624695659781171,0.10733861022787243,46.500999396215974,0,-0.2635753499664358,0
032524.44-003311.6,5790,56271,194,9.485164247628418,0.043860552100390075,46.79443123264866,0,-0.8306121013809947,0
100640.69+085407.3,5889,56038,130,9.364022396799403,0.1016478833556664,46.771327754451264,0,-0.7325737287493778,0
120504.19+585201.7,6485,56342,224,9.175886605009905,0.06454603490290979,46.536426875724516,0,-0.7793388156866287,0
092012.78+020520.6,6641,56383,320,9.065924533652506,0.03718244237613232,46.6640956168626,0,-0.5417080031911415,-999
142339.59+493645.7,5203,56034,566,9.034807946323447,0.09236896391204416,46.76594359400559,0,-0.40874343871909435,0
084938.48+395254.8,5330,56000,126,9.295926541974872,0.021605832680807357,46.861078302643925,0,-0.5747273257321855,0
094247.17+362405.0,5341,55931,312,9.304306773150165,0.026897982263721813,46.78407725800283,0,-0.6601086015485721,0
095951.68+512316.7,5349,55929,493,9.49215467734539,0.016648927540686764,47.107261345942774,0,-0.5247724178038543,0
105728.09+022252.2,5445,55987,68,8.438807043341777,0.033095393459791955,46.84410827706253,0,0.26542214731951574,0
122847.12+323539.7,5478,56014,38,9.363697597360996,0.03616995270054712,46.91913714245651,0,-0.5844395413057218,0
015945.00+044531.2,5789,56246,994,9.601590033582124,0.030605968992308982,47.14502954299869,0,-0.5964395769846701,0
014918.52+064057.7,5804,56304,680,9.331552637441945,0.18185361868877292,46.858504294484675,0,-0.6129274293585089,0
100022.52-013145.2,5970,56046,856,9.080344904842098,0.024315724578272812,46.72356957981698,0,-0.4966544114263557,0
135442.27+421236.8,6138,56598,360,8.837168270115107,0.014364813495121621,46.49763525741044,0,-0.4794120991059093,0
083431.23+181646.5,6467,56270,172,9.300511909316306,0.10637423259591236,46.51712650969114,0,-0.9232644860264064,0
102845.44+470042.8,6489,56329,712,8.766566820516312,0.8920786369478928,46.6941900736192,0,-0.21225583329835393,0
132949.58+440133.8,6709,56429,62,8.81939939823805,0.07710062337594895,46.655938211665365,0,-0.303340272973923,0
110736.24+221357.6,6809,56454,90,9.28792163339331,0.045785009320105104,46.895042744984856,0,-0.5327579748096928,0
012513.50+231033.7,7059,56592,960,9.118131013264204,0.02294555858333108,46.68684163220873,0,-0.57116846745671,0
083622.89+193346.9,5320,55999,812,9.140749520510234,0.01371018016412481,47.27021823077579,0,-0.010410376135683007,0
100449.84+353518.8,5354,55927,380,9.440543320082714,0.04777076002204006,46.96071745180386,0,-0.6197049546800938,0
020854.60-025112.9,5809,56353,728,9.244228903295735,0.09909744648998033,46.85851875151523,0,-0.5255892381817465,0
105826.83+501406.9,5848,56029,48,9.285304240121992,0.08155533198690144,46.89033136884112,0,-0.534851957682113,0
112404.31-020318.4,5983,56310,784,9.585323461657412,0.13983355250004686,47.20972184963703,0,-0.515480698421623,0
110951.38+572331.1,6969,56420,739,9.246912123306652,0.0736728194260927,46.82921444902591,0,-0.5575767606819789,0
085534.31+470402.8,7112,56666,820,9.041409501452835,0.053539638164933394,46.35875768090402,0,-0.8225309069500534,0
024240.95+002150.8,7306,56684,374,9.194198571155276,0.018888622414229176,46.79600949117332,0,-0.5380681663831927,0
013102.92+280058.9,7591,56954,805,9.304183562008408,0.06842331671453705,46.5987759045336,0,-0.8452867438760433,0
013839.45+103631.8,7880,57336,638,9.27920103643172,0.02415161654152605,46.70524915341663,0,-0.7138309694163284,0
004111.12+164643.0,7844,56982,650,9.147689077514272,0.10274283713822364,46.63705342957791,0,-0.6505147343376,0
133530.67+420408.5,4978,56036,428,9.321331770012465,0.23257777044026595,46.79268285810053,0,-0.6685279983131772,0
015243.58+273242.9,5318,55983,578,8.907944978546558,0.3329613638745814,47.25386168854849,0,0.2060376236006929,-999
093102.69+300606.6,5372,55978,880,9.455450970149544,0.0642455633180001,46.80512376516904,0,-0.7902062913817397,0
114342.48+382613.7,5405,56010,984,9.547872898537273,0.0661074573198903,47.34810359826624,0,-0.3396483866722698,11
002952.10+020606.1,5704,56187,76,8.600559537407838,0.011099435822984415,46.86200975339969,0,0.12157112959061316,-999
105919.23+323014.5,5862,56045,744,8.617537835957744,0.024758884226397024,46.94996496577764,0,0.1925480434186556,0
132715.11+462509.4,6061,56076,298,8.988895898967861,0.07635572689657465,46.8588238726037,0,-0.2699511127653996,-999
000902.55+020237.5,6197,56191,296,8.882972566993086,0.11591159230707124,46.56931279081878,0,-0.4535388625755471,-999
084338.94+262112.8,6425,56298,194,9.197333391595858,0.03321760633842527,46.43708459473529,0,-0.9001278832618081,0
084846.81+512303.9,6455,56370,7,9.356606294906669,0.054537326585409156,46.74259945110809,0,-0.7538859301998163,-999
103346.76+523725.8,6634,56367,148,9.66971578845844,0.02170734078797145,47.331220500801166,0,-0.4783743740585128,0
114417.12+351659.2,6835,56420,978,9.198144878467525,0.022795143359381154,47.02062513137806,0,-0.31739883349070314,0
025342.96-003509.4,8196,57346,977,9.099539411600356,0.06061261384532525,46.859295341569705,0,-0.3801231564318891,0
011602.80+175322.4,7619,56900,225,9.132792931930002,0.055394667838893144,46.64023748359378,0,-0.6324345347374614,0
012350.35+000919.7,7595,56957,921,9.65418833620045,0.026093155746247827,47.15650207208909,0,-0.637565350512599,0
073810.69+345855.0,5304,55925,604,8.517728091671337,0.11659210157578993,46.73850687411895,0,0.08089969604637116,-999
085828.14+285835.0,5339,55922,124,8.844451343996521,0.02312812896777472,46.53987517933071,0,-0.44445525106705314,-999
103156.70+324831.3,5403,55979,232,9.23066702905961,0.025551873633162667,46.9201262144945,0,-0.4504199009663471,0
102959.68+313252.3,5973,56067,34,8.69401518034411,0.34019967623854896,46.94086515427359,0,0.10697088752823969,0
103428.50+261311.1,6623,56367,146,8.89643343681045,0.060256359026669475,46.80963450770504,0,-0.22667801550664649,0
134057.97+591449.2,7850,56956,476,8.970619857362346,0.025899328842049766,46.73713242087615,0,-0.3733665228874337,-999
085835.35+171421.7,8856,57453,518,8.960251235364417,0.034082745612660226,46.742014125274075,0,-0.3581161964915812,0
121818.99+361958.1,7703,57333,509,9.284261787932035,0.06573662240469867,46.80654671206452,0,-0.6175941622687572,0
141914.88+360312.2,5062,55803,128,9.483256847791061,0.04636749830203128,46.803172989279965,0,-0.8199629449123353,0
131644.09+394006.9,5064,55864,796,8.637314035771677,0.09241101837217816,46.873658456748124,0,0.09646533457520862,-999
093336.51+554603.3,5373,56010,806,8.597082947401304,0.02468408213471529,46.768637231697326,0,0.03167519789478298,0
123255.53+255956.6,5487,55982,570,9.384014831064404,0.03931650283698348,46.72374331986435,0,-0.8001505976012951,0
083916.81+342309.9,5716,56684,838,9.020921733894378,0.014700599082157612,46.905263957092565,0,-0.25553686320305163,0
095215.68+274613.0,5882,56029,746,9.147407735707793,0.07231372083771789,46.751118683647476,0,-0.5361681384615553,0
110521.35+275456.0,5971,56064,850,9.24317291918272,0.04305606351758576,46.69511271471589,0,-0.6879392908680694,0
112156.79+382020.6,5997,56309,196,9.268776016122006,0.042114111573701596,46.56682624702766,0,-0.8418288554955816,10
093805.80+454950.8,7081,56684,998,9.075897923661048,0.02892544163136475,46.710757686270675,0,-0.5050193237916112,0
131813.41+060135.2,7599,56955,890,9.326056914558126,0.028543073080114504,47.038827353457854,0,-0.4271086475015108,0
004716.26+302848.6,7690,57046,678,9.028874732855927,0.25431604545064446,47.15443039411645,0,-0.014323425140713032,0
133520.52+202605.2,7609,56959,554,8.945401148585976,0.06245373685062753,46.7961573827486,0,-0.2891228522386112,0
090028.99+351132.2,6434,56362,836,9.75522754391068,0.05429414183429167,47.19882766474972,0,-0.6962789655621969,-999
092314.06+374036.9,7083,56722,772,8.99526196751337,0.14462771053466414,46.972341433996284,0,-0.16279961991832445,0
002144.73+314549.0,7823,56978,192,8.954064439460359,0.021406605680595676,46.62844032040751,0,-0.465503205454084,0
072441.52+390817.2,8197,57064,199,9.062764790214134,0.023155584710437015,46.65720103048867,0,-0.5454428461267008,0
015709.66-093524.7,8859,57452,172,9.41917581770344,0.02557179427879288,46.965442785221,0,-0.5936121188836784,0
124749.39+445316.6,5202,55824,804,9.418479280594836,0.03176080214904661,46.792228945059726,0,-0.7661294219363486,0
090722.54+152733.5,5342,56003,310,9.044791359486101,0.0398871201307879,46.77651039895105,0,-0.40816004693629365,0
113332.59+521311.6,5398,56011,174,8.964024866173634,0.24127093690845003,46.88870924287537,0,-0.2151947096995014,0
084400.81+322312.2,5878,56033,232,9.144026199576619,0.06062328858536708,46.70862080700245,0,-0.5752844789754106,0
131438.22+392711.9,6321,56449,174,8.807369040155143,0.04936799865347166,46.688541721494346,0,-0.2587064050620357,0
011501.41+155128.7,7591,56954,927,8.810820249858486,0.024049021708644366,46.53092945454559,0,-0.4197698817141317,0
082338.83+240716.6,8299,57346,656,9.339963222966048,0.03917612489129138,46.870165530698486,0,-0.6096767786688011,-999
013711.90+010319.5,7881,57282,803,9.357011536523581,0.028792830412302014,46.87600895930017,0,-0.6208816636246476,0
081739.15+273452.5,8169,57071,118,9.282837367388368,0.03882997960505772,46.79171186549168,0,-0.6310045882979286,0
121722.34+172255.4,4977,56047,186,8.810107928808417,0.034273998418952505,47.006316892395425,0,0.05632987718576908,-999
125157.67+542844.9,5187,56074,40,9.476872884325664,0.07980538119408287,47.01952884422647,0,-0.5972231265004311,0
020614.66+062454.4,5327,55979,458,8.71200105577732,0.020453497080561836,46.730303451840804,0,-0.12157669033775433,0
090833.18+561909.9,5348,55978,682,9.126486027915057,0.03634324655925172,46.815006421456175,0,-0.45135869286012037,0
133511.67+381422.9,5473,56033,742,9.33515366208424,0.021085115452310222,47.10230882816866,0,-0.372723920316819,0
133256.55+534619.7,5481,55983,604,9.596539396281798,0.09555598035363015,46.71127457356095,0,-1.0251439091220877,0
104640.39+345027.4,6059,56093,760,8.893521144561287,0.055269173094249995,46.66050797526256,0,-0.3728922556999647,0
105714.21+261630.2,6964,56748,344,9.297337117963043,0.06028533098917372,46.73338263858053,0,-0.7038335657837519,0
011412.29-092119.5,7850,56956,860,9.235478286912912,0.03370677421291232,46.74963128232271,0,-0.6257260909914405,-999
133148.95+434546.5,7573,56946,918,9.002609962396377,0.16469161798371262,46.83328155278758,0,-0.3092074960100339,0
122537.91+382553.7,5194,56062,728,9.413451089115195,0.014452274214614761,46.98865047728177,0,-0.5646796982346612,0
111228.87+171707.3,5425,56003,708,9.233987463364125,0.029625513657861657,47.13876810976966,0,-0.23509843999570645,0
111802.11+103302.4,5442,55978,928,9.25556799978395,0.1340275351472921,46.75570660527084,0,-0.6397404809143518,0
130745.98+011816.3,5465,55988,868,9.124719357703421,0.026370224325648013,46.9526934605481,0,-0.31190498355656265,0
102727.14+443636.4,5855,56088,672,9.185123180916996,0.015683978837839296,46.86477347138949,0,-0.46022879592874416,0
104152.45+054350.1,5968,56356,52,9.87471851760309,0.04962152536652057,47.33890281343552,0,-0.6756947905688124,0
142138.48+412125.6,7583,56958,897,9.098633959991,0.019828935875132916,46.685758262326424,0,-0.5527547840658152,0
004209.48+085306.9,8731,57416,864,9.232123218479046,0.02069889393704116,46.78770349072528,0,-0.5842988141550071,0
010400.24+271809.4,8738,57402,814,9.017500807613517,0.030608592182005803,46.6779629194283,0,-0.47941697458645305,0
125315.26+675133.3,5166,56065,360,9.117893501509396,0.055610297109023446,46.87735613387095,0,-0.380416454039688,0
081027.95+391739.9,5805,56336,290,9.67538219647082,0.06520436840742554,47.08700833286943,0,-0.728252950002629,0
080935.37+142418.8,5811,56334,260,8.741048499539417,0.07647618152274391,46.70135263906435,0,-0.17957494687630254,0
015010.24+020639.8,7316,56710,73,9.476464875225572,0.038234495429209446,46.70676573413286,0,-0.9095782274939525,0
140348.22+294336.2,7611,56946,592,9.777899563586406,0.056746578033561264,46.50024183737556,0,-1.4175368126120826,0
142154.34+305102.1,5042,55856,456,9.177576079185576,0.016849595324521197,46.61647818039897,0,-0.7009769851878432,0
093817.32+412111.1,5354,55927,210,8.797427581925167,0.042796525773175755,47.263888214545716,0,0.32658154621931057,0
093850.47+344420.4,5874,56039,702,8.930668818338408,0.028420698078162082,46.67799699819146,0,-0.3925509065481859,0
085743.16+470916.5,7103,56661,338,8.96061627747627,0.046404774642197395,46.64098132460905,0,-0.4595140392684574,0
142131.05+351210.2,7166,56602,854,9.323968247736897,0.04774339463022224,46.873507821147484,0,-0.5903395129906511,-999
113332.14+412019.7,8499,57431,823,9.462318235278403,0.03729470829059497,46.782476701115904,0,-0.8197206205637376,0
002520.58+144811.3,7621,56985,670,8.571305510864281,0.08182530088299525,46.73357532387457,0,0.02239072660904806,0
025429.15-005630.9,8858,57450,386,9.175674658216572,0.03184590815980966,46.76871104158496,0,-0.5468427030328532,0
010226.21+025938.0,7674,57359,425,9.474486571108951,0.138444490406656,46.59598199721436,0,-1.0183836602958307,0
005020.76+244104.6,5138,55830,186,9.296507200074075,0.01924685366022799,46.81005445057151,0,-0.6263318359038,0
140018.94+340519.9,5189,56074,6,9.50894392425429,0.018813785125463663,47.47339481272594,0,-0.1754281979295858,0
123753.59-021439.8,5210,56003,748,9.617757050444244,0.10678375108072717,47.02545693252391,0,-0.7321792043215735,-999
074747.03+435440.0,5313,55973,494,9.366906826901673,0.018503784970094566,47.25074770110886,0,-0.2560382121940547,0
080509.92+362453.2,5319,55953,78,9.745725333033779,0.8684325766416692,47.51624623600529,0,-0.36935818342973026,14
084659.93+312438.6,5367,55986,671,9.206222837487182,0.026367380051360717,46.59729811545312,0,-0.7488038084352998,0
091136.95+474040.5,5373,56010,396,8.931688807602626,0.014629809201009213,46.58291944736861,0,-0.48864844663525464,-999
103311.02+502421.9,5464,56035,536,8.839630548185028,0.07150728573072457,46.86052308362304,0,-0.11898655096322322,-999
083603.01+520836.7,5767,56245,404,8.931745934796094,0.11856385673120494,46.68363554282525,0,-0.3879894783720826,-999
093404.89+484047.1,5846,56017,614,9.334139293260801,0.139920021666497,46.54576683716549,0,-0.9282515424965523,0
111609.62+441846.0,5894,56039,578,8.616213808581813,0.08594883204791783,46.56237030856742,0,-0.19372258641563544,0
111851.75+323244.8,5992,56066,240,9.695101147744566,0.05897326278289884,47.132073151250005,0,-0.7029070828958003,0
095129.29+275341.6,6427,56328,578,8.976396513030489,0.04118949218088129,46.715227500512874,0,-0.40104809891885307,0
084301.63+204047.6,6467,56270,852,9.232596597056423,0.061142877913085585,47.34382128648632,7,-0.028654396971344344,-985
013817.09+324049.7,6879,56539,69,9.245402182492224,0.06617819044543088,46.79938811555336,0,-0.5858931533401002,10
101049.43+564533.4,8367,57429,277,9.138391625931918,0.05874315845752063,46.64690863450597,0,-0.6313620778271877,0
012212.29+062952.1,7871,56902,63,9.298288029982086,0.017590863295854044,46.75100094663376,0,-0.687166169749565,0
023430.08+004711.2,5285,55946,710,9.87738447581575,0.24014790585979637,47.05235602544155,0,-0.9649075367754422,0
090408.52+430651.4,5793,56337,968,9.10192912908371,0.04579254745572052,46.782213367284434,0,-0.45959484820051355,0
114925.65+665949.4,5980,56338,155,9.542171480808843,0.05924948604959667,46.81485780947006,0,-0.8671927577400195,0
122555.47+641011.3,6134,56244,988,9.877298948237863,0.11422226283327694,47.02407078521665,0,-0.993107249422451,0
131745.13+235916.8,6146,56265,930,8.898167206772408,0.03593946123438785,46.60537071416125,0,-0.4326755790123934,0
092222.53+040858.7,6664,56383,874,9.14044745158254,0.032386321107130626,46.577565576198566,0,-0.702760961785213,0
112806.19+232803.9,6759,56416,149,9.523469417386698,0.07448600395986928,46.7417398604146,0,-0.9216086433733395,0
123536.40+233724.4,7614,57307,976,9.156760327325165,0.029418378439946123,47.074390086833844,0,-0.2222493268925591,0
100139.17+210925.0,8851,57460,888,9.163972111550795,0.036824955885625794,46.662341316571045,0,-0.6415098813809889,0
013229.46+070337.7,7915,57309,769,9.42239326460005,0.05524840214461117,46.678773957217246,0,-0.8834983937840432,0
132437.36+415742.8,7579,56954,612,9.147451019273893,0.181796554242558,46.86123995843529,0,-0.42609014723984034,0
124932.04+455737.6,5144,55829,303,8.597049560878121,0.1267407884006648,46.61470465752418,0,-0.12222398975518103,0
114037.74+552727.9,5394,56001,166,9.801518418788064,0.1317960254271932,46.99531536260661,0,-0.9460821425826913,0
024347.75+023529.0,5790,56271,364,8.959613715091386,0.08095903027386782,46.66354402858753,0,-0.43594877290509454,-999
114632.69+364836.9,6636,56367,770,9.167885676682188,0.04240462784618973,46.92111131381533,0,-0.3866534492680957,0
111644.11+423230.9,6970,56444,152,9.867659646066794,0.17821915550808792,47.198367459772626,0,-0.8091712726954069,0
125123.66+352407.6,7167,56604,367,9.654420013241317,0.03448128974846548,47.13537237007484,0,-0.6589267295677158,0
012751.65+115438.3,7682,57415,673,8.954834534354712,0.015602282920148473,46.825971537403966,0,-0.26874208335198463,0
004148.30+150406.0,7589,56946,688,9.488487259295592,0.0942119519084107,46.59954284375993,0,-1.0288235019369039,0
112027.85+413811.8,5393,55946,355,9.534405751115823,0.10472505051478832,46.87853973475619,0,-0.7957451027608738,0
102752.03+384419.6,5407,55926,872,9.594034386043216,0.024394445731429657,47.12603243534483,0,-0.607881037099622,0
020300.22-071805.1,5722,56008,594,9.97300997987167,0.11666848933724899,46.83140112749575,0,-1.281487938777156,0
085241.57+240844.3,5883,56033,49,9.628315778774725,0.1079361240935422,47.24277416551991,0,-0.5254206996560526,0
100208.10+445116.5,5892,56035,322,9.159095451265973,0.0986832844166361,46.813432086346374,0,-0.4855424513208374,0
103202.79+400356.0,6476,56358,712,9.73699515449981,0.2689392327011731,46.67899160432341,0,-1.197882636577642,0
012312.55+180157.1,7616,56902,464,9.05030063977015,0.11455019443162352,46.69031737177247,0,-0.49986235439891596,0
123927.57+373755.6,7648,57329,471,9.185828547798739,0.01729624544578828,46.80058112713948,0,-0.5251265070604969,-999
112129.97+350229.2,8208,57430,910,9.507688314522438,0.05297034943946722,46.88006871617915,0,-0.7674986847445241,0
015430.72+041734.3,4641,55947,201,9.068410386012028,0.6420286841861224,47.003917055193114,0,-0.20437241722015298,0
075144.90+391516.1,4687,56369,600,9.43521793782137,0.012473926473126297,47.01232150023509,0,-0.5627755239875205,0
101023.19+155605.6,5381,56009,38,9.308461335375764,0.04117236334404674,46.77196389319452,0,-0.6763765285824858,0
125101.57+435118.5,5493,56009,900,9.68505128808963,0.1130688138918066,47.063682682135166,0,-0.7612476923557027,0
111442.73+455830.5,5851,56075,540,9.396129775632671,0.02434922327773042,46.939720816240666,0,-0.5962880457932443,0
104347.38+310157.3,6007,56066,960,9.21230067354715,0.18722312126539525,46.79179460491646,0,-0.5603851550319271,0
120851.00+601317.5,6032,56067,975,9.042444478719654,0.030674326021468457,46.66707440339158,0,-0.5152491617293117,0
091149.69+345515.2,7115,56667,296,9.383230009684329,0.0299346329633891,46.818318592567266,0,-0.704790503518302,-999
091221.51+335929.6,7115,56667,528,9.558265361598146,0.03621869976618635,46.93783509257509,0,-0.7603093554242922,0
110708.25+303228.8,7120,56720,802,9.12946223427743,0.03260138402978375,46.815126527714405,0,-0.4542147929642636,0
005009.54+032847.4,7591,56954,901,9.194740541396474,0.01989558476891371,47.018408737456106,0,-0.31621089034160665,-999
024927.96-030152.6,5160,55895,572,9.4510068591738,0.04450856988821801,46.96750816553602,0,-0.6233777800390216,0
095406.77+013919.1,5355,56009,840,9.277856708952559,0.027492167760643987,47.20757707121862,0,-0.21015872413517492,0
115509.53+340703.9,6002,56104,620,9.48861413837391,0.12111622234572329,46.82883143779259,0,-0.7996617869825614,0
124532.82+253423.0,6029,56099,934,9.060747099054323,0.5271117498788678,47.3308167011852,0,0.13019051572963738,0
122018.17+403036.4,6050,56089,420,9.661293349450684,0.15139496594883078,47.20987276881813,0,-0.591299667033793,0
122642.33+323624.6,6321,56449,930,9.576423493495419,0.031860035328702276,47.196508446799044,0,-0.5197941330976139,0
100343.83+383654.7,8849,57457,316,9.030645981923906,0.12335632328425715,46.81747563808603,0,-0.3530494302391141,0
005814.40+183217.6,7827,57278,159,8.748022199027794,0.05804605484646301,46.8695415881965,0,-0.01835969723253519,-999
094331.38+105429.6,5386,56008,200,9.499075465678466,0.09789995428605293,47.154318210550976,0,-0.4846363415287291,10
120536.94+545854.7,5410,56016,740,9.02812203312807,0.03095400100312463,46.60334510097027,0,-0.5646560185590365,0
124137.92+485532.0,5482,56017,99,9.352736463959292,0.05965381603473689,46.74070244506375,0,-0.7519131052967849,0
135937.40+491529.8,6138,56598,366,9.068388477774437,0.014431760390295582,46.78511961474937,0,-0.4231479494263068,0
084919.17+225039.6,6414,56306,415,9.382409238251029,0.10732461105572864,46.81584276995813,0,-0.7064455546941365,0
115726.64+114455.8,6485,56342,431,9.687691995409583,0.13285020910158157,46.86247670501423,0,-0.965094376796591,0
134613.67+472537.1,6737,56365,198,9.506937345263786,0.0721072137230577,47.161616540493554,0,-0.48519989117147067,0
141015.45+465847.2,7656,57338,486,9.112948029731943,0.017545331603994026,46.79942469514397,0,-0.45340242098921213,0
123006.83+321321.9,7585,57190,752,9.554446343102615,0.03395725161433085,46.97270943479503,0,-0.7216159947088255,-999
002313.26+020305.5,7861,57281,612,9.094569146572582,0.021958818654093444,46.94926717771678,0,-0.2851810552570432,0
131450.36+414605.5,7607,56902,799,9.557259927761779,0.024460698684379417,46.985318706954814,0,-0.7118203072082033,0
134337.61-003640.5,7606,56977,684,9.073843387161874,0.025956187180658622,46.58788799627604,0,-0.6258344772870751,0
080709.66+225226.4,5290,55862,190,8.285211063281805,0.09636616812526615,46.77427087416912,0,0.34918072448607507,0
103622.38+652903.2,5431,56011,284,9.407580498059792,0.8684326385652501,47.00701298794002,0,-0.540446596521008,-999
015155.59+311630.0,5783,56017,68,9.388693555121343,0.05742448188028755,46.75404014650169,0,-0.7745324950208944,0
082916.92+321508.2,5787,56254,166,9.414541039310356,0.05288288844274951,46.543656975454205,0,-1.0107631502573895,0
110336.03+332944.4,5857,56092,94,9.14288149430064,0.03555113088611821,46.893300498004585,0,-0.38946008269729415,0
111932.04+572426.9,5857,56092,98,8.716149041989592,0.03487798196104663,46.62018054451291,0,-0.23584758387791824,0
110900.80+551656.7,6485,56342,150,8.816042624870411,0.11840418076328442,46.47206843762818,0,-0.48385327364346875,0
105525.04+435525.3,6638,56370,876,9.010536922018773,0.01361925222050732,46.78760753861783,0,-0.3628084698021841,0
102521.58+354951.6,7433,57166,908,9.673281340653118,0.05890431777726882,46.78509620921415,0,-1.0280642178402035,0
083749.31+443344.3,7285,56991,168,9.321368643673221,0.02685761218399943,46.76580727613537,0,-0.6954404539390905,0
005356.42+294016.3,7871,56902,539,9.236745852804157,0.018203756720511968,46.71511756135322,0,-0.6615073778521784,0
131631.23+452459.8,5174,56047,180,9.591496016754402,0.03171997184128372,47.262286692675076,0,-0.46908841048056443,0
102116.81+091143.7,5394,56001,552,9.26066904636233,0.03243399999256415,46.828566621707374,0,-0.571981511056194,0
113651.50+045253.5,5398,56011,477,9.433812148425977,0.13023354777349286,46.791320515958006,0,-0.7823707188692098,0
102326.54+374449.7,5452,55957,412,9.128583434590078,0.11401149488147272,46.68452313270982,0,-0.5839393882814968,0
131829.79+492705.9,5480,56001,709,8.430323571564502,0.027513012671379816,46.59223386042537,0,0.02203120245962598,-999
073424.33+325927.2,5720,56602,768,9.210491485847665,0.09202092886946261,46.83034902933992,0,-0.5200215429089835,-999
102414.36+323800.2,5898,56045,134,9.717932150950123,0.06723530844071078,46.97190129572403,0,-0.8859099416273307,0
110541.34+544507.7,5978,56073,298,9.02161430687385,0.029942864711986955,46.58240459524801,0,-0.5790887980270815,0
123532.34-021409.9,6147,56239,638,9.209950473185001,0.11795563988882847,46.69472262029604,0,-0.6551069392901995,0
113912.03+143947.9,6629,56365,704,9.024379588553078,0.044576671166547135,46.82077176850923,0,-0.34348690644508484,0
114926.73+480539.2,6969,56420,827,8.925993977119317,0.05422199984021667,46.78192494924415,0,-0.2839481142764058,-999
092458.30+505011.1,7384,56715,102,9.340631517149657,0.0348963171752559,46.67406716266926,0,-0.8064434408816352,0
023306.37+034415.7,7516,56782,422,9.659833844635283,0.8684327746961562,46.85887235737283,0,-0.9408405736636906,-999
133611.06+171917.5,7705,57332,42,9.13475192337796,0.024685315576425722,46.897423863943516,0,-0.37720714583568343,0
133341.22+453253.3,8740,57367,459,8.97539474110619,0.21344559200460753,46.6495788551908,0,-0.46569497231662477,-999
141420.77+484759.7,7609,56959,408,9.267991684034868,0.02297712815828246,46.604860306958585,0,-0.8030104634775217,0
005023.73+355754.3,7676,57329,77,9.144198370557318,0.11109697069687297,46.68609968253819,0,-0.5979777744203645,-999
095358.89+053018.8,5354,55927,645,9.264441240690168,0.08985630857795544,46.67271412320143,0,-0.7316062038899763,0
111134.28+035613.4,5449,56030,656,8.893250361081765,0.03829842466210413,46.764785925146455,0,-0.268343522336549,0
105415.65+051259.7,5452,55957,668,8.734507977220417,0.11038897771484214,46.61341655035282,0,-0.2609705132688394,0
084651.84+440531.8,6406,56330,560,9.220075145671654,0.05954838205293713,46.738730288525126,0,-0.6212239435477668,0
094120.63+574114.5,6421,56274,506,9.089785914387022,0.06560323320576343,46.4922425198676,0,-0.7374224809206587,0
130935.14+402906.0,7614,57307,688,9.527092584512351,0.01671224725473888,46.81070174708303,0,-0.8562699238305598,0
013441.10-024055.5,7891,57332,306,9.237258451744932,0.04854692587937275,46.723014575869264,0,-0.6541229622769064,0
001950.99-010712.1,7836,57278,958,9.300618503459106,0.13324549717260267,46.67134984669354,0,-0.7691477431668068,0
001318.35+002454.2,7615,56977,379,9.341201071884207,0.030529614844683223,46.73207876197049,0,-0.7490013963149541,0
132522.03+364125.4,5204,56036,254,9.142113571376454,0.1480250327385366,46.710365277378145,0,-0.5716273803995479,0
085039.58+234622.7,5377,55957,272,8.776418336744026,0.016614443072004333,46.46010849186103,0,-0.4561889312842365,0
114149.75+571939.6,5404,56013,460,9.257883436835169,0.02014148367236935,46.89547773879338,0,-0.5022847844430258,0
085921.70+065441.8,5885,56036,432,9.942797268227569,0.02107401034549183,47.53683532278876,0,-0.5458410318400465,-999
112053.63+322417.1,6626,56330,68,9.36516198492504,0.02172887088933652,46.91596455316736,0,-0.5890765181589153,0
095904.44+541330.8,6701,56367,728,9.279519303260631,0.13681770015733108,46.65521727049564,0,-0.7641811191662297,0
005623.77+043137.0,7664,57367,952,8.675624130036427,0.41817556438458053,46.63221483885899,0,-0.18328837757867344,0
014416.23+262621.2,7865,56955,160,9.428308435258941,0.09701760548036553,46.6089647000761,0,-0.9592228215840796,0
132055.95+173855.2,7597,56973,513,9.529333584576587,0.015666089057108694,46.97335459843149,0,-0.6958580725463347,0
090750.34+605508.4,4770,55928,150,9.130548900121198,0.02440445829367687,46.893445376324905,0,-0.3769826101975316,-999
093509.54+402923.7,5367,55986,289,9.2432457593052,0.04827964166227145,46.76690807455685,0,-0.6162167711495866,0
104354.50+621708.0,5406,55955,716,8.92397016957235,0.04262075454250133,46.79912535978003,0,-0.2647238961935604,0
