SDSS_Names_14,Plate_14,Mjd_14,Fiber_14,Mbh_14,Mbh_err_14,Lbol_14,Quality_Lbol_14,Redd_14,Quality_Redd_14
121923.57+432919.4,5485,56063,68,9.646277604903714,0.02053971607271908,47.42384290602173,0,-0.3623137852832202,0
024030.36-000057.3,5767,56245,817,9.397562972988242,0.05624999549040974,46.839676519048254,0,-0.6977655403412265,-999
134521.73+543547.1,6036,56093,698,9.499941509396649,0.0319126659349786,46.84022341214059,0,-0.7995971836572996,0
112347.31+045704.8,6670,56389,286,9.076771455953203,0.06558709951252507,46.86681185097294,0,-0.3498386913815051,0
094921.74+643354.4,6686,56389,210,8.822530471046377,0.12468020857497049,46.81152269817356,0,-0.1508868592740545,0
100603.35+300724.8,5386,56008,340,9.32469788847892,0.02331126105773275,46.67551686427131,0,-0.7890601106088494,0
110619.14+382603.4,5406,55955,952,9.114639777561877,0.029728058278709175,46.84447567896082,0,-0.41004318500229614,0
120007.28+074416.4,6486,56328,706,9.286272088408108,0.3692033126170618,46.98514077571448,0,-0.44101039909486955,-999
085410.43+272755.9,7096,56683,980,9.43788118530587,0.04951519651232796,46.75777666131866,0,-0.8199836103884498,0
141312.33+071805.5,7586,57186,306,9.30281636321634,0.05186907299227903,46.77197256904154,0,-0.670722880576042,-999
074550.37+253733.4,5320,55999,270,9.556538718103065,0.015220472505952987,46.88011736138863,0,-0.8163004431156758,0
115616.54+130101.6,5402,55927,377,9.747409751359589,0.06814882492170869,47.112299154078485,0,-0.7749896836823426,0
134302.77-022619.4,6048,56072,541,9.839995534731758,0.12204754027781342,47.34805361207846,0,-0.6318210090545372,0
103813.98+474543.7,6059,56093,316,9.351076376492829,0.023303395289878962,46.91045188773058,0,-0.5805035751634868,0
112902.27+105420.3,6966,56748,978,9.069547425001444,0.029311576020223364,46.897024381341254,0,-0.3124021300614289,0
133026.81+350620.2,8055,57187,877,9.209675609350683,0.022626807324348467,46.916408857203486,0,-0.43314583854843586,-999
011638.09+030721.8,7623,56901,860,8.933872701093483,0.050890292548090965,46.74454464866003,0,-0.3292071388346898,0
085613.19+332529.2,5341,55931,634,9.151894470541606,0.02826171839842888,46.957345934572025,0,-0.33442762237081974,0
123534.45+135825.0,6053,56091,200,9.271815653698564,0.033005899615889116,46.86465208248099,0,-0.5470426576188158,0
003224.87+251937.5,6172,56269,318,8.807251079551184,0.075360674699806,46.56772044908709,0,-0.37940971686533237,-999
000050.99+290323.1,6198,56211,235,8.652225891215274,0.027354439890207565,46.608022207070945,0,-0.18408277054556701,0
123732.13+525146.1,6300,56449,872,8.730318893487194,0.01362870199079001,46.73641350627999,0,-0.13378447360844545,0
131516.42+511718.5,6791,56429,878,9.066579456915479,0.04132168212792361,46.58239263725063,0,-0.6240659060660897,0
091305.10+360735.0,8234,57450,89,9.272571782845487,0.03456175535126006,47.03154558513507,0,-0.3809052841116554,0
080431.48+173739.5,8299,57346,658,9.175145713991157,0.0499500560537796,46.79325993694302,0,-0.5217648634493718,0
094331.59+013011.6,5347,56008,412,9.661547593793264,0.02161183903516214,47.29574947346015,0,-0.5056772067343547,0
090201.18+550442.5,5350,56009,593,9.328438379845021,0.03321112749071485,46.746090684613385,0,-0.7222267816328751,0
095003.02+450252.7,5361,55973,900,9.357744980646771,0.13147148560581645,47.272770235555775,0,-0.2248538314922347,0
095514.12+533724.1,5876,56042,50,9.167917794493581,0.024701651583578003,46.72217920954015,0,-0.5856176713546689,0
092444.40+270823.2,6463,56340,1,9.654951561715112,0.07230763725026124,47.07234720648643,0,-0.7224834416299244,0
102248.65+335057.8,6748,56371,358,9.78841203118325,0.02923515703696798,47.119248864813414,0,-0.8090422527710751,0
075907.57+180054.7,7085,56625,714,9.565993441756255,0.01846458278585158,47.051690046167764,0,-0.6541824819897305,0
010033.89+000732.0,7238,56660,93,9.612731994691876,0.013914952756298579,46.947947350987356,0,-0.8046637301057589,0
010605.65+182256.6,7892,57333,683,8.937591391265114,0.06750505528659873,46.69399882074706,0,-0.38347165691929075,0
084938.84+313851.3,5347,56008,342,9.285020668248787,0.06766185309439306,46.76484680562836,0,-0.660052949021667,0
082244.74+302517.5,5801,56328,207,9.274910687009534,0.016899220970121007,46.80128272652717,0,-0.6135070468836031,0
100716.87+090622.2,5891,56034,222,9.574561833542182,0.05329818209305974,47.001232836742396,0,-0.7132080832010247,0
115658.24+563930.9,6497,56329,534,9.22936749181784,0.2399651618866141,46.784496925231394,0,-0.584749652987684,0
074549.72+161454.5,8831,57448,589,9.439277234526974,0.029088271847257777,46.747976848473336,0,-0.8311794724548777,0
011651.52+270102.2,7664,57367,849,9.285406442441523,0.09105520887264136,46.77298152927879,0,-0.6523039995639747,0
020415.02-050514.3,5175,55955,690,9.125734064168848,0.04743447427125828,46.71216835224388,0,-0.5534447983262076,0
082849.18+351540.5,5288,55865,484,9.07831064241887,0.02285547205638853,46.65240590863162,0,-0.5657838201884876,0
083130.11+564146.0,5292,55926,374,9.44256715435203,0.02561870464694984,47.2972620515093,0,-0.28518418924396916,0
085448.95+570111.1,5375,55973,704,9.578119747909946,0.03882502363447594,46.9646490797502,0,-0.7533497545609827,0
104318.48+392413.4,5415,55982,52,9.57313496454787,0.17118568239814397,46.890775333005564,0,-0.8222387179435452,0
075107.08+135522.2,5719,56014,620,9.4031667775367,0.014702851005230316,46.92418086581842,0,-0.6188649981195181,0
084215.53+524832.4,5973,56067,466,9.313153567814814,0.16445316371327207,46.74693030564764,0,-0.7061023485684146,0
133859.28+213507.3,6322,56190,424,9.829168593041416,0.04513831747095644,47.31836140067377,0,-0.6506862787688822,0
101833.01+560817.8,6452,56366,974,9.225940383567789,0.04024625270560967,46.817036952490525,0,-0.548782517478502,0
095553.64+110034.5,6463,56340,566,9.6551659831601,0.02154230492513204,47.797540212563476,0,0.0024951430021377344,0
091900.61+412941.3,6659,56607,640,8.99511759693945,0.06189193502642399,46.6788708544786,0,-0.456125828862085,0
014942.46+180645.6,7278,57041,235,8.342846725623769,0.20656519141101495,46.77146958304785,0,0.2887437710228457,-999
002932.77+291923.0,7877,56898,646,9.214035315972001,0.3480643970059043,46.91662540946278,0,-0.43728899291045853,0
095037.36+105131.2,4770,55928,926,9.318532621497173,0.04862588252556434,47.07573216453193,0,-0.38267954336648397,0
134650.09+161416.7,5205,56040,136,8.668947842282567,0.03247562816064066,46.751332987043035,0,-0.05749394164076998,0
135231.37+480933.1,5212,56016,750,9.088298284078943,0.04132268475870516,46.95106226039948,0,-0.2771151100807005,0
020451.32+302038.0,5715,56657,272,9.04729492160389,0.04152602757187075,46.8116945902958,0,-0.37547941770932713,0
000904.13+062728.5,7619,56900,680,9.246345881735488,0.02557242742700213,46.83480939432743,0,-0.5514155738092974,0
121453.20-022911.0,7656,57338,819,9.246809956085277,0.022057241032718798,46.753856264896946,0,-0.6328327775895702,0
015227.07+072802.7,5299,55927,968,9.28364337593982,0.05310038736619511,46.86567783702955,0,-0.5578446253115068,0
125724.01+613501.3,5486,56030,988,9.19193120494188,0.02591333767280195,47.23826059618397,0,-0.09354969515914933,0
103209.94+351511.5,6483,56341,392,9.2990543750558,0.010677351462635553,47.2989492302568,0,-0.13998423120023604,0
113435.03+404741.7,6487,56362,214,9.243576144080421,0.2711500468293091,46.59401805350504,0,-0.7894371769766214,0
123059.48+054849.4,6735,56397,866,9.376124597825108,0.023155459320030106,46.912346298633544,0,-0.6036573855928024,0
134003.68+103036.0,7573,56946,568,8.945831375424868,0.03417734762350608,46.77983790507734,0,-0.30587255674876357,0
083209.55+301705.0,5301,55987,136,9.00122706648192,0.020680695189358056,46.723446463059375,0,-0.4176596898237845,0
120023.23+444657.2,5410,56016,928,8.55166774327391,0.04766416341928292,46.645216358132735,0,-0.046330471542413466,0
081559.00+331705.3,5740,55998,552,10.466762213016004,0.1162613886868857,47.465805963557045,7,-1.1408353358601977,-985
084542.73+092927.9,6638,56370,638,9.21404745037869,0.018153782110320687,46.72680311032788,0,-0.6271234264520499,-999
092101.94+384557.4,7092,56683,792,9.19784964294829,0.1680672448500687,46.92813700845769,0,-0.40959172089183954,10
103007.90+130229.0,7117,56685,310,8.99426151046848,0.019962273305536207,47.139916456325054,0,0.005775859455335072,-999
085415.35+304928.2,7282,56660,208,9.057099770785827,0.1583399416612388,46.5586484119588,0,-0.6383304452282668,-999
112430.18+322726.1,7416,56810,258,8.786723215881842,0.10479591420420813,47.09287030437524,0,0.16626800209215803,-999
101153.38+360818.8,8359,57449,335,8.761172180217752,0.017724867617952354,46.66267104299491,0,-0.2383802236240822,-999
022238.46-034302.2,8827,57444,758,8.93557607033253,0.03050526298473352,46.76944308419577,0,-0.3060120725379979,0
082002.69+362213.9,5794,56282,572,9.465187835931568,0.02862724041107213,46.7798848566733,0,-0.8251820656595079,0
083745.39+522943.0,4870,55923,982,9.442817544495306,0.13693189770583322,47.25347497629838,0,-0.32922165459816644,0
131238.37+290506.5,5201,55832,796,9.431211808147848,0.12481073638162407,46.91440868937442,0,-0.6566822051746685,0
082104.99+531757.1,5290,55862,330,8.728591929815103,0.0900111810233289,46.65765594313959,0,-0.21081507307675382,0
083341.78+310900.9,5292,55926,194,9.59848825895536,0.06980304233941473,47.000169403936454,0,-0.738197941420145,0
032015.80+002609.2,5780,56274,38,9.450399589336161,0.01724629785858892,47.141994680703185,0,-0.44828399503421507,0
073830.60+333742.8,5787,56254,634,9.167678019355478,0.045865808967663346,46.70081003355042,0,-0.6067470722062982,-999
141133.07+134238.8,6040,56101,982,9.495718924848713,0.018032279047201706,47.175717753749446,0,-0.4598802575005064,0
140710.62+360940.0,6047,56098,460,9.796283963536634,0.07638512869111816,47.04203593110767,0,-0.8941271188302037,10
125328.79+370550.2,6734,56386,940,9.443880946091674,0.06215829974284919,46.72302702721999,0,-0.8607330052729215,0
095722.33+304230.6,8302,57389,82,9.461458390665177,0.017299375583336198,46.90533318857047,0,-0.6960042884959493,-999
082111.69+275032.1,8862,57461,578,8.319950909199127,0.3386032222404544,46.52956414224271,0,0.06973414664234652,0
121910.77+451421.3,5204,56036,80,9.308151412707465,0.03815736415094232,46.95926422476093,0,-0.48876627434777487,0
