# 	Wavelength	 Divided_Spectra	 Divided_Error
1.000176000000000045e+03 1.509128426900188114e+00 2.755093635692257847e-01
1.000405999999999949e+03 1.400216686324904103e+01 2.444533508615374995e+00
1.000636999999999944e+03 6.615427181559508929e-01 1.636345303760958769e-01
1.000866999999999962e+03 8.112207615170486941e-01 2.324137632688227928e-01
1.001096999999999980e+03 8.861632130464682788e-01 2.137873964011550165e-01
1.001327999999999975e+03 2.986954118809736491e-01 1.687673228834253303e-01
1.001558999999999969e+03 8.143634366629123322e-01 5.201323843358390819e-01
1.001788999999999987e+03 8.675505279312798468e-01 2.090456758727525788e-01
1.002019999999999982e+03 2.210779534232250931e+00 5.070155358162653503e-01
1.002250999999999976e+03 1.187149960968591156e+00 2.772839114063552213e-01
1.002481999999999971e+03 9.292837176992780890e-01 2.064603642881961965e-01
1.002712999999999965e+03 1.151198965526133877e+00 3.451687098671664122e-01
1.002943999999999960e+03 1.732110621364202130e+00 4.223188027956160662e-01
1.003173999999999978e+03 4.648942501943171268e-01 1.195117181020050323e-01
1.003405999999999949e+03 8.377941304799311206e-01 1.597246052443958564e-01
1.003635999999999967e+03 1.005155129008492132e+00 1.764743990736818702e-01
1.003868000000000052e+03 3.816865661255623099e+00 7.035896578148239655e-01
1.004099000000000046e+03 -5.275594715853572580e+01 7.796961185056213495e+00
1.004330000000000041e+03 1.001152600722982511e+00 1.921268953307814775e-01
1.004561000000000035e+03 1.372647571854227477e+00 3.071577036780224201e-01
1.004792000000000030e+03 8.948715508277301778e-01 1.734982834008913510e-01
1.005024000000000001e+03 1.169736016102144616e+00 1.865626054212747853e-01
1.005254999999999995e+03 9.854566513190383681e-01 1.687349478097229516e-01
1.005486999999999966e+03 1.068453313482969902e+00 3.522309103558774468e-01
1.005717999999999961e+03 -1.455245207051542033e+00 3.141012711366534815e-01
1.005950000000000045e+03 1.567691950581116211e+00 3.778322713267486255e-01
1.006182000000000016e+03 -5.233568428939681993e+00 1.128782795761056335e+00
1.006413000000000011e+03 1.162201245871820721e+00 2.217688681181937960e-01
1.006644999999999982e+03 7.422743159743263597e-01 1.589271088714027669e-01
1.006876999999999953e+03 1.345612265903871174e+00 2.640662862555517298e-01
1.007109000000000037e+03 1.823171544707520964e+00 2.369351811337179481e-01
1.007341000000000008e+03 1.905334072365364451e+00 2.826743178218117380e-01
1.007572999999999979e+03 3.938507741201854540e+00 5.194607327574194411e-01
1.007804999999999950e+03 3.544894326026989173e+00 4.324246742476305916e-01
1.008037000000000035e+03 2.034004450692544985e+00 3.035489077551778436e-01
1.008269000000000005e+03 1.124051171221768675e+00 1.666057501488961146e-01
1.008500999999999976e+03 7.372263484558844171e-01 1.102600227043033648e-01
1.008734000000000037e+03 1.216027091436036045e+00 1.620146174279724627e-01
1.008966000000000008e+03 1.021096473355401324e+00 1.522842415567346452e-01
1.009197999999999979e+03 9.018041147050710471e-01 1.582282815054015246e-01
1.009431000000000040e+03 8.555424598077753240e-01 1.679377843070572751e-01
1.009663000000000011e+03 3.590365405768610740e-01 1.716835335898202752e-01
1.009895999999999958e+03 4.317363685394591255e-01 1.942897182088422214e-01
1.010128000000000043e+03 2.563950946211859261e-01 2.951282738016065554e-01
1.010360999999999990e+03 1.972892331923154385e+00 3.777946266688643751e-01
1.010592999999999961e+03 1.952157913576974435e+00 2.611590471249342071e-01
1.010826000000000022e+03 2.086720542131699219e+00 3.558659573815391441e-01
1.011058999999999969e+03 4.397046015162394461e+00 7.205609399942309867e-01
1.011291000000000054e+03 1.299343234389635837e+00 2.381644165392232948e-01
1.011524999999999977e+03 1.735885858696618045e-01 1.232052501330092587e-01
1.011756999999999948e+03 1.908917309961609687e+00 7.129635791180487514e-01
1.011990999999999985e+03 7.289371505575766186e+00 1.366727806684112645e+00
1.012222999999999956e+03 4.384856470056437416e+00 6.303791777441690725e-01
1.012456999999999994e+03 3.808991685236283065e+00 4.516532032673402086e-01
1.012690000000000055e+03 1.302747314795460465e+00 2.101673013465717998e-01
1.012923000000000002e+03 1.081279774781306990e+00 1.527516542044537740e-01
1.013155999999999949e+03 1.571419753497166782e+00 2.261536368326070578e-01
1.013389000000000010e+03 1.538598443820502926e+00 2.025187346322554205e-01
1.013623000000000047e+03 1.489816883983994922e+00 1.731339733362909639e-01
1.013855999999999995e+03 1.222818037254077561e+00 1.502254771412414591e-01
1.014090000000000032e+03 1.699627398041256399e+00 1.950265282334846251e-01
1.014322999999999979e+03 -1.040350002901822002e+01 1.266745551458897001e+00
1.014557000000000016e+03 6.939651696655072532e-01 1.042764356008148013e-01
1.014791000000000054e+03 5.886424756511672296e-01 1.086251368741105172e-01
1.015024000000000001e+03 2.201328175851805291e+00 3.714016970963164299e-01
1.015258000000000038e+03 1.540637455725441640e+01 2.176845293413544713e+00
1.015491999999999962e+03 1.452796090176661226e+00 3.040324005715487332e-01
1.015725999999999999e+03 1.541565223316144539e+00 2.500882185477569242e-01
1.015960000000000036e+03 1.372375719874880717e+00 3.178303699144571226e-01
1.016192999999999984e+03 2.431309691028913367e+00 5.867183212755566757e-01
1.016427999999999997e+03 2.509533323251828207e+00 4.163393408763671477e-01
1.016662000000000035e+03 1.746308695080651008e+00 3.859884490008395064e-01
1.016895999999999958e+03 2.567207309658762870e+00 5.534250622274455855e-01
1.017129999999999995e+03 9.735049988366127893e-01 1.512203061718244423e-01
1.017364000000000033e+03 3.895875143460511225e+00 4.342495032738344918e-01
1.017599000000000046e+03 1.737889467000112154e+00 1.961960927432507829e-01
1.017832999999999970e+03 8.708584001126100649e-01 1.358871158682524172e-01
1.018067000000000007e+03 1.129765600085328892e+00 1.794903357424066648e-01
1.018302000000000021e+03 1.872442426941696603e+00 2.399375839994566662e-01
1.018535999999999945e+03 2.128985540128459863e+00 2.638144646213106959e-01
1.018770999999999958e+03 1.721208443671972343e+00 2.140329284924814834e-01
1.019004999999999995e+03 1.289832489626954182e+00 1.575237343438451176e-01
1.019240000000000009e+03 9.624358058298655427e-01 1.230498193842630428e-01
1.019474000000000046e+03 1.187328076406503508e+00 1.596801516866514226e-01
1.019710000000000036e+03 3.425951421217610093e+00 3.982363940263100588e-01
1.019943999999999960e+03 1.042490081507033040e+00 1.364081369893910267e-01
1.020178999999999974e+03 1.261872691981351435e+00 1.647047305301112818e-01
1.020413999999999987e+03 1.816698891944366068e+00 1.964735619600404271e-01
1.020649000000000001e+03 1.666091878131601645e+00 1.674340268763956363e-01
1.020884000000000015e+03 1.272549801322991225e+00 1.441596950821088796e-01
1.021120000000000005e+03 1.520858326622806178e+00 1.631678017826394544e-01
1.021354000000000042e+03 1.756345452024068887e+00 2.546173027511486886e-01
1.021589000000000055e+03 1.258464727838228381e+00 1.543357627491784567e-01
1.021825000000000045e+03 7.699045967160935700e-01 9.797637356817349985e-02
1.022059999999999945e+03 5.945082969051382893e-01 1.104363107558848089e-01
1.022296000000000049e+03 1.418471253959083134e+00 1.545237424395078385e-01
1.022530999999999949e+03 1.081440770293475850e+00 1.329892430980216533e-01
1.022767000000000053e+03 1.160334078279777748e+00 1.362470403479101311e-01
1.023001999999999953e+03 5.321349845229533138e+00 5.915194466495677927e-01
1.023236999999999966e+03 1.909440440599872835e+00 2.203613786197494151e-01
1.023472999999999956e+03 1.097189932281439129e+00 1.374378290133159708e-01
1.023708999999999946e+03 1.322725199545427888e+00 1.528937555043952401e-01
1.023945000000000050e+03 1.430491834006927476e+00 1.526767677807613632e-01
1.024180000000000064e+03 1.500121946468718770e+00 1.530229417974557360e-01
1.024415999999999940e+03 2.079626486626026782e+00 2.983428026014257051e-01
1.024652000000000044e+03 9.264186807254306544e-01 1.358343162064357124e-01
1.024887999999999920e+03 1.203066615829058161e+00 1.257517293500171052e-01
1.025124000000000024e+03 1.237483033589611425e+00 1.516822903163108360e-01
1.025359999999999900e+03 9.620360063739480383e-01 1.276904171192226878e-01
1.025596999999999980e+03 1.442496953418809458e+00 1.803754504331176733e-01
1.025833000000000084e+03 1.252393461943810626e+00 1.513544012323641275e-01
1.026068999999999960e+03 1.038517013067768335e+00 1.248503612830834109e-01
1.026305000000000064e+03 2.029447690040224295e+00 2.595991897754841848e-01
1.026540999999999940e+03 -1.941330776401235170e+01 2.601687523108729749e+00
1.026778000000000020e+03 2.742655012198091935e+00 3.753539217058230459e-01
1.027013999999999896e+03 1.416950871761927466e+00 1.625188173744568088e-01
1.027250999999999976e+03 2.657717067470462879e+00 2.739865561770842839e-01
1.027487000000000080e+03 1.228503317081751200e+00 1.446563621634512076e-01
1.027723999999999933e+03 1.517875025318186744e+00 2.329728126371937436e-01
1.027961000000000013e+03 1.345491843485246442e+01 1.737078499860248204e+00
1.028196999999999889e+03 1.676083864533455703e+00 1.716843553734623273e-01
1.028433999999999969e+03 2.197230160825242695e+00 2.449009855675352287e-01
1.028671000000000049e+03 1.007512652206027326e+01 9.385557140064940684e-01
1.028907999999999902e+03 3.882905979758469073e+00 3.627064636509814144e-01
1.029144999999999982e+03 9.306625480069093959e-01 1.037499842031590208e-01
1.029382000000000062e+03 1.107658557191707693e+00 1.124167088286616711e-01
1.029618999999999915e+03 7.205882888651325757e+00 7.324201975253981090e-01
1.029855999999999995e+03 9.738339492595453617e-01 9.323992407496357882e-02
1.030093000000000075e+03 1.551365322309838923e+00 1.626334227688954193e-01
1.030329999999999927e+03 1.712695227093959938e+00 1.790968417431102744e-01
1.030567999999999984e+03 1.486175045949735818e+00 1.398989794912511575e-01
1.030805000000000064e+03 1.722658092297339127e+00 1.840836121300793160e-01
1.031041999999999916e+03 3.544895766440780083e+00 3.648747008157378624e-01
1.031279999999999973e+03 1.175435375181189235e+00 1.653689073884963001e-01
1.031517000000000053e+03 5.657481841009824874e-01 2.023088460825454293e-01
1.031755000000000109e+03 1.669378908603118827e-01 1.803252951441719765e-01
1.031991999999999962e+03 5.825071768539004102e-01 3.261527929797421455e-01
1.032230000000000018e+03 1.160234118900539846e+00 7.163909976264241086e-01
1.032468000000000075e+03 8.995051935465006032e-01 1.741770325563062050e-01
1.032705999999999904e+03 1.435950160483807636e+00 1.758285808654329596e-01
1.032942999999999984e+03 2.751594944138926913e+00 2.731829865466946505e-01
1.033181000000000040e+03 2.782881167479906104e+00 2.384559545310883932e-01
1.033419000000000096e+03 2.242692670921022646e+00 1.867118893475480379e-01
1.033656999999999925e+03 1.338607586438169461e+00 1.624168598449543255e-01
1.033894999999999982e+03 1.465416359249823053e+00 1.647000543647158533e-01
1.034133000000000038e+03 2.594507080087493645e+00 3.389339575578494412e-01
1.034371000000000095e+03 1.676725122601109730e+00 2.031960082314544502e-01
1.034608999999999924e+03 1.492612787328487789e+00 1.751140622496625832e-01
1.034847999999999956e+03 1.343399060042263393e+00 1.914574004847510724e-01
1.035086000000000013e+03 1.326448991690167611e+00 1.689903683160224879e-01
1.035324000000000069e+03 1.772109349501223008e+00 1.527740654729685121e-01
1.035563000000000102e+03 3.437032619981887471e+00 3.067809819486621015e-01
1.035800999999999931e+03 2.781856429267382858e+00 2.433831082659894396e-01
1.036039999999999964e+03 1.544753051592310911e+00 1.247229661305644249e-01
1.036278000000000020e+03 1.335627259346040541e+00 1.074063339634747788e-01
1.036517000000000053e+03 1.428982835918827021e+00 1.413822746837768152e-01
1.036756000000000085e+03 1.664060387958826492e+00 1.721580921454631818e-01
1.036993999999999915e+03 1.310114250096833688e+00 1.242205945071484380e-01
1.037232999999999947e+03 6.403315770914479899e+00 6.085783022450236279e-01
1.037471999999999980e+03 1.821063114697389462e+00 1.693266685358686408e-01
1.037711000000000013e+03 1.842863490669625737e+00 1.702726844449104493e-01
1.037950000000000045e+03 1.585727595467651518e+00 1.596173998654122350e-01
1.038189000000000078e+03 8.012181661542613353e-01 7.754113996667619246e-02
1.038428000000000111e+03 3.003000392293670551e+00 2.720631779351097568e-01
1.038666999999999916e+03 1.431291474134710695e+00 1.239821834635136261e-01
1.038905999999999949e+03 2.124695626546576843e+00 1.891910509861849665e-01
1.039145999999999958e+03 1.896089860201480404e+00 1.819787732387629642e-01
1.039384999999999991e+03 1.388438302854147599e+00 1.389437692968033267e-01
1.039624000000000024e+03 2.706552003581218280e+00 2.662196611564949800e-01
1.039864000000000033e+03 1.358126402363579288e+00 1.302389005815530465e-01
1.040103000000000065e+03 7.274464506166819611e+00 6.396749000864280221e-01
1.040343000000000075e+03 2.405167140869199027e+00 2.223175202639062487e-01
1.040582000000000107e+03 9.904323775807981622e-01 1.049899745895908759e-01
1.040821999999999889e+03 1.121093973648956688e+00 1.029262222331712301e-01
1.041061999999999898e+03 1.067064069879674282e+00 1.394945964440787445e-01
1.041300999999999931e+03 3.586382811767486523e+00 3.358625375955393011e-01
1.041541999999999916e+03 1.219392475929325315e+00 1.387159061261395432e-01
1.041780999999999949e+03 1.284768847385010071e+00 1.490358950991347575e-01
1.042020999999999958e+03 1.797471442873461944e+00 1.488986069418514468e-01
1.042260999999999967e+03 1.333672367266043768e+00 1.469577146558676273e-01
1.042500999999999976e+03 3.311214011691297365e+00 2.618191419201623127e-01
1.042740999999999985e+03 1.536641268071701427e+00 2.059925841411406611e-01
1.042980999999999995e+03 1.266421464123066443e+00 1.319413137296657768e-01
1.043221000000000004e+03 2.459296390393790332e+00 2.517694225107137695e-01
1.043461999999999989e+03 1.110052722453106711e+00 1.959732097967843700e-01
1.043701999999999998e+03 8.202566448668537902e-01 1.236295926080489688e-01
1.043942000000000007e+03 2.170974088366269150e+00 2.380648747581415314e-01
1.044182000000000016e+03 1.250401290317271474e+01 1.353413621570023206e+00
1.044423000000000002e+03 1.194553933367669130e+00 1.294872648323914244e-01
1.044663000000000011e+03 1.541954573046511845e+00 1.642398895809370762e-01
1.044903999999999996e+03 1.590049150726020377e+00 1.541028430279662853e-01
1.045144999999999982e+03 1.189819030080746742e+00 1.037780422108294381e-01
1.045384999999999991e+03 1.280889624265329374e+00 1.146354205885240646e-01
1.045625999999999976e+03 1.111986140352952290e+00 1.229614165404996073e-01
1.045866999999999962e+03 3.247856639284156355e+00 4.020856546075340376e-01
1.046107999999999947e+03 3.573827584641525057e+00 4.341913133664360158e-01
1.046348999999999933e+03 1.290213214020308197e+00 1.472534112144411877e-01
1.046589999999999918e+03 1.610933533790927630e+00 1.702313366586148680e-01
1.046830999999999904e+03 1.966666584358888414e+01 2.025467672796950058e+00
1.047071999999999889e+03 1.428672756797989329e+00 1.552330278340483816e-01
1.047313000000000102e+03 2.472667986338597412e+00 2.669797965523482142e-01
1.047554000000000087e+03 2.186593427664793143e+00 2.300228462659099082e-01
1.047796000000000049e+03 2.004863007297445154e+00 2.148229732420161020e-01
1.048036000000000058e+03 2.399776492545524054e+00 2.550830476499549859e-01
1.048278000000000020e+03 2.073925342543323946e+00 1.850909059938291301e-01
1.048519000000000005e+03 2.197632763832610525e+00 1.837435007802346310e-01
1.048759999999999991e+03 2.506981677581471502e+00 2.070917083679918169e-01
1.049001999999999953e+03 2.220489098767741698e+00 1.727397318902462175e-01
1.049243999999999915e+03 2.295930666588875013e+00 1.750377575903032945e-01
1.049486000000000104e+03 1.845367252503995692e+00 1.743535373739891481e-01
1.049727000000000089e+03 1.373486060149385235e+00 1.270936427024151327e-01
1.049969000000000051e+03 1.414482248917753981e+00 1.371804113140574211e-01
1.050211000000000013e+03 2.090033046174276432e+00 1.911590563881108151e-01
1.050451999999999998e+03 1.705960621279441369e+00 1.475464831961913192e-01
1.050694999999999936e+03 1.377758315501244946e+00 1.245939004032814157e-01
1.050935999999999922e+03 1.466115414978662379e+00 1.317702871446796986e-01
1.051179000000000087e+03 1.528968313996488915e+00 1.601746037505198117e-01
1.051421000000000049e+03 3.385456176587177346e+00 3.042611253677160454e-01
1.051663000000000011e+03 6.773734394356896615e+00 5.592966761433855183e-01
