# 	Wavelength	 Divided_Spectra	 Divided_Error
1.000176177917946688e+03 9.134961033800754748e-01 1.768223756033217020e-01
1.000406187977488344e+03 9.351563805003707541e-01 1.738190293469120684e-01
1.000637013675539038e+03 6.248773384228187844e-01 1.597368779693112140e-01
1.000867295614583554e+03 6.000216445027328760e-01 1.770472077273447797e-01
1.001097305674125209e+03 8.458349561019614660e-01 2.149944962195448339e-01
1.001328403251678765e+03 4.082776281281403907e-01 2.338856514989180457e-01
1.001558685190723509e+03 4.739589940744100560e-01 3.081235407120279657e-01
1.001789510888773975e+03 1.312030314038786560e+00 3.512733658736214015e-01
1.002020064707321694e+03 1.126204335720838445e+00 2.804486482820588988e-01
1.002251162284875363e+03 9.878319697520842047e-01 2.470030435461099128e-01
1.002481716103422968e+03 8.987234649399541420e-01 2.121025528076805056e-01
1.002712813680976524e+03 5.280706267400743226e-01 1.624516890267772851e-01
1.002943639379027218e+03 6.860925015132192106e-01 1.739871129301179264e-01
1.003174193197574823e+03 6.674604807041539800e-01 1.782066782767753876e-01
1.003405562654631467e+03 9.404821349307123102e-01 1.913751105319175805e-01
1.003636388352682047e+03 1.003702343555348708e+00 1.891981925472604187e-01
1.003867757809738691e+03 9.190844272632497924e-01 1.799189736716467758e-01
1.004098855387292247e+03 1.162862937754358894e+00 1.879904748110275969e-01
1.004330224844349004e+03 7.534367483444341929e-01 1.520365469374043432e-01
1.004561322421902560e+03 6.015857427395211454e-01 1.395391286709123380e-01
1.004792419999456115e+03 7.224595842839059978e-01 1.472924147810084905e-01
1.005024061336015848e+03 9.969991639083842783e-01 1.726040915129319619e-01
1.005255430793072378e+03 9.539448421021552438e-01 1.764299121475115806e-01
1.005487072129632111e+03 5.564964228072188934e-01 1.887402642135357633e-01
1.005718441586688641e+03 9.690686591782086134e-01 2.246364531167251155e-01
1.005950354802751349e+03 8.247422045990812078e-01 2.106116875412616385e-01
1.006181724259807993e+03 9.359439050155370365e-01 2.167808027713886421e-01
1.006413365596367612e+03 1.030162334149314018e+00 2.138427450328266588e-01
1.006645278812430320e+03 8.528933122579100967e-01 1.938040868101958691e-01
1.006876920148989825e+03 9.508258481753949498e-01 2.000050246494324002e-01
1.007109105244555622e+03 1.418805221126978822e+00 2.104967188096939223e-01
1.007340746581115241e+03 1.139373712190563603e+00 1.866713748072600099e-01
1.007573203556183785e+03 1.279702493760738857e+00 1.893997164891539353e-01
1.007804844892743404e+03 1.300160286538891485e+00 1.791474401015253071e-01
1.008036758108806112e+03 1.012318770075561147e+00 1.640985002338805343e-01
1.008269215083874769e+03 9.559787235751661116e-01 1.532290525108029600e-01
1.008501128299937363e+03 9.984919908223046647e-01 1.621056763007707457e-01
1.008733585275006021e+03 1.242548172460990363e+00 1.851187300128354363e-01
1.008965770370571818e+03 1.110627544260652577e+00 1.826366558587174393e-01
1.009198499225143337e+03 9.882082772693486783e-01 1.868514980260002345e-01
1.009430684320709020e+03 1.122044851331154058e+00 2.412668269665142196e-01
1.009662869416274702e+03 4.727948284451868322e-01 2.304684896349021295e-01
1.009895598270846222e+03 4.751308380484575156e-01 2.185028747300735708e-01
1.010128055245914879e+03 1.953075081013338488e-01 2.256666515456659805e-01
1.010360784100486626e+03 1.277957017422438613e+00 2.743748542465779816e-01
1.010593241075555284e+03 1.591464616853828673e+00 2.484054257990616910e-01
1.010826241809630005e+03 1.194720920234271233e+00 2.240290913086651070e-01
1.011058970664201524e+03 1.269350776635468359e+00 2.326655784264101412e-01
1.011291427639270182e+03 1.187559312458280836e+00 2.431507620185496543e-01
1.011524700252847879e+03 3.041064367754217623e-01 2.178523274960758038e-01
1.011757429107419512e+03 6.113761061721770806e-01 2.370436179828061263e-01
1.011990701720997208e+03 1.325103081336965527e+00 2.801982314092606452e-01
1.012223430575568955e+03 1.511518740541758055e+00 2.513326092710179149e-01
1.012456975068649513e+03 1.515028073170449963e+00 2.097241411705104142e-01
1.012689975802724234e+03 9.290299525002995162e-01 1.612125755913379199e-01
1.012922976536798842e+03 9.838081947512831160e-01 1.516143733663347648e-01
1.013156249150376425e+03 9.536387765359661817e-01 1.488380965454638438e-01
1.013389521763954122e+03 1.054958553997870085e+00 1.528578783889313897e-01
1.013623066257034793e+03 1.246857131903795102e+00 1.631972780986704896e-01
1.013856338870612490e+03 1.145092824432540457e+00 1.565122513065072551e-01
1.014090155243196250e+03 1.177107533170716369e+00 1.516222547580917679e-01
1.014323427856773833e+03 1.131639831771506399e+00 1.536786824643955329e-01
1.014556700470351529e+03 9.892912568726952571e-01 1.615407386952374125e-01
1.014790788722438151e+03 8.417251104337832857e-01 1.649326074550699073e-01
1.015024061336015848e+03 1.056364776328173161e+00 1.939350666630348108e-01
1.015258149588102469e+03 1.410772946911011294e+00 2.272343887967845644e-01
1.015491694081183141e+03 9.846045769324647257e-01 2.216653864450565947e-01
1.015726054212772851e+03 1.336431805997503552e+00 2.460993091773888697e-01
1.015959598705853523e+03 9.493604642943207494e-01 2.366046455545280369e-01
1.016193415078437170e+03 9.327597470854234185e-01 2.422904957149782101e-01
1.016427775210026880e+03 1.546647868934098780e+00 2.997942528567966725e-01
1.016661591582610527e+03 9.938205660211683057e-01 2.374869144775495766e-01
1.016895951714200237e+03 9.415429085002776644e-01 2.186960645155555660e-01
1.017129768086783884e+03 1.236367198579062077e+00 2.150301525501013278e-01
1.017364400097876569e+03 1.554858659803856735e+00 2.033037731598752729e-01
1.017598488349963304e+03 1.372110309946882101e+00 1.769140084428748871e-01
1.017832576602049926e+03 8.876441922795503814e-01 1.484153829749114972e-01
1.018067208613142611e+03 7.756631713274663165e-01 1.309915201309373722e-01
1.018301568744732322e+03 9.840053565728422713e-01 1.375588707276005906e-01
1.018536472635327982e+03 1.066570030688219539e+00 1.453851006280136859e-01
1.018770560887414604e+03 1.104133069498492326e+00 1.513278696785375632e-01
