# 	Wavelength	 Divided_Spectra	 Divided_Error
1.072448000000000093e+03 9.810253776767395850e-01 1.017836375686716061e-01
1.072695999999999913e+03 8.206756836258558563e-01 8.860731273722372014e-02
1.072942999999999984e+03 8.199537896963530192e-01 8.168171928941454774e-02
1.073189000000000078e+03 7.459213148869042742e-01 7.633185568415498667e-02
1.073436999999999898e+03 8.302529201492102606e-01 8.135062791195389609e-02
1.073683999999999969e+03 8.149076390384801805e-01 7.864559144529251200e-02
1.073931000000000040e+03 8.590965888989450239e-01 8.681936643108983942e-02
1.074178000000000111e+03 8.859905804897315607e-01 8.973064855453391497e-02
1.074425999999999931e+03 8.380590378678602903e-01 8.688630787667311894e-02
1.074673000000000002e+03 1.086323776061186352e+00 1.132527701307056850e-01
1.074920000000000073e+03 9.909817623045532597e-01 9.915580629814016445e-02
1.075167999999999893e+03 9.299683379776980674e-01 9.151445340853772703e-02
1.075415999999999940e+03 8.340043116535781342e-01 8.560323506202564825e-02
1.075663999999999987e+03 7.286528423677122168e-01 8.268916500318358731e-02
1.075911000000000058e+03 8.365751920523596397e-01 9.456428399513021332e-02
1.076159000000000106e+03 8.503033902237646657e-01 1.026960431491452386e-01
1.076406999999999925e+03 8.897563742992998792e-01 8.877339197172896823e-02
1.076654999999999973e+03 9.325146020013312942e-01 8.352375814835839851e-02
1.076903000000000020e+03 8.962820149619763477e-01 8.267478692797800011e-02
1.077150000000000091e+03 7.910134319890232968e-01 7.365978611538503973e-02
1.077398999999999887e+03 8.461183744292911646e-01 7.459183643083056037e-02
1.077646999999999935e+03 7.642708630497363487e-01 7.257565886933857457e-02
1.077894999999999982e+03 7.389909908776244318e-01 6.573725428233909152e-02
1.078143000000000029e+03 8.697864780694246623e-01 7.976735175281375601e-02
1.078392000000000053e+03 1.016279418441280891e+00 9.752548576650667267e-02
1.078640000000000100e+03 9.403556694688970374e-01 8.511084269368179855e-02
1.078887999999999920e+03 7.836789490388988977e-01 7.200699143255390178e-02
1.079136999999999944e+03 9.948835134671472069e-01 1.013845238094548823e-01
1.079384999999999991e+03 8.385318966072038416e-01 8.586567727913328729e-02
1.079634000000000015e+03 8.539419277336243175e-01 8.219977253589058619e-02
1.079882000000000062e+03 1.041455729334706870e+00 1.048384945414557040e-01
1.080131000000000085e+03 1.081051358854425493e+00 1.104422357242074021e-01
1.080380000000000109e+03 9.922598396378589092e-01 9.771026327594155292e-02
1.080627999999999929e+03 1.014641985955759607e+00 9.713755003431674695e-02
1.080877999999999929e+03 8.487233030114166299e-01 8.752830165441749521e-02
1.081125999999999976e+03 7.675795317211659974e-01 7.587507543858823533e-02
1.081375000000000000e+03 7.530763162985176784e-01 7.024912067241691205e-02
1.081624000000000024e+03 7.506439844064525246e-01 6.927045200464961028e-02
1.081874000000000024e+03 8.382520792462249126e-01 7.683910023940998535e-02
1.082123000000000047e+03 8.860895838833993121e-01 8.156455975807611058e-02
1.082372000000000071e+03 8.664156330164677344e-01 7.826480110834205250e-02
1.082621000000000095e+03 9.785383096180514384e-01 9.992734552690694938e-02
1.082869999999999891e+03 8.620177052031645637e-01 9.445647613912491747e-02
1.083119999999999891e+03 7.938130245887945469e-01 9.449867960599353522e-02
1.083368999999999915e+03 8.979950926972114500e-01 1.141235107766747775e-01
1.083618999999999915e+03 7.881452510203306172e-01 9.621764951369550511e-02
1.083867999999999938e+03 9.417682133148996826e-01 1.144222568437357757e-01
1.084117999999999938e+03 1.032366816634607831e+00 1.141434097545945686e-01
1.084366999999999962e+03 1.082812169308823957e+00 1.146730676696450790e-01
1.084616999999999962e+03 1.078929540694600231e+00 1.157445695392822632e-01
1.084866999999999962e+03 1.006877225603474146e+00 1.098433229779026687e-01
1.085116999999999962e+03 9.538952248851745308e-01 9.288747453333498494e-02
1.085366999999999962e+03 8.257900634781962790e-01 7.968684898435719755e-02
1.085615999999999985e+03 8.615438041784470036e-01 7.922759564696042756e-02
1.085865999999999985e+03 9.368048105118933488e-01 8.836071565837110009e-02
1.086116999999999962e+03 8.701167356539806219e-01 8.610595071396598410e-02
1.086366999999999962e+03 9.008340727013766092e-01 9.067518330278172278e-02
1.086616999999999962e+03 1.079502079342919085e+00 1.171851873090541118e-01
1.086866999999999962e+03 9.894938136073588852e-01 1.190111938381982620e-01
1.087117999999999938e+03 8.361195428009955410e-01 1.111963983723347482e-01
1.087367999999999938e+03 8.256817130402260840e-01 1.130506367452956962e-01
1.087617999999999938e+03 9.195576820765053450e-01 1.181575698822289744e-01
1.087868999999999915e+03 9.098640622594674765e-01 1.038869743929539680e-01
1.088118999999999915e+03 8.970736492705538856e-01 8.773095650897554110e-02
1.088369999999999891e+03 1.032567041123305218e+00 1.015358535783518201e-01
1.088619999999999891e+03 9.156031384264083917e-01 9.355198860358110435e-02
1.088871000000000095e+03 8.828740667930004005e-01 8.922388628489667795e-02
1.089122000000000071e+03 9.873530163704545837e-01 1.002099673897641346e-01
1.089372000000000071e+03 8.775134576443286427e-01 9.675516983718927821e-02
1.089624000000000024e+03 8.944844898037168646e-01 8.878786264336177569e-02
1.089874000000000024e+03 8.506711827249922031e-01 8.160579751163195283e-02
1.090125999999999976e+03 1.046268176466283117e+00 1.070437243956403744e-01
1.090375999999999976e+03 9.020356742960726759e-01 9.459270579307003934e-02
1.090627999999999929e+03 8.033974858882514392e-01 8.317687790380055846e-02
1.090878999999999905e+03 1.100763852740392235e+00 1.051190525053418007e-01
1.091130000000000109e+03 8.653010687853976979e-01 8.690272791760271509e-02
1.091381000000000085e+03 8.721909647445293956e-01 8.262751477616828155e-02
1.091632000000000062e+03 9.713637851951840707e-01 9.682804639109093836e-02
1.091884000000000015e+03 7.833648874369144588e-01 7.789229227236724173e-02
1.092134999999999991e+03 8.123531607637594076e-01 8.156407574176569031e-02
1.092386999999999944e+03 1.089357646905880106e+00 1.126808060184657373e-01
