NORM SPECTRA FILE NAME,BI TOTAL,BI INDIVIDUAL,VMINS,VMAXS,EW INDIVIDUAL,DEPTH
spec-6422-56328-0988norm.dr16,1349.94,"[1253.64, 96.3]",[-29959.04622 -55171.57151],[-40983.90523 -58366.20417],"[1349.49, 109.87]","[0.45, 0.32]"
spec-2225-53729-0182norm.dr16,0,[],[],[],[],[]
spec-6402-56334-0966norm.dr16,514.68,[514.68],[-43865.8906],[-50731.31614],[527.44],[0.44]
spec-1713-53827-0211norm.dr16,544.53,"[474.4, 70.13]",[-33582.96995 -38888.55522],[-38549.15413 -41058.10341],"[573.93, 184.43]","[0.47, 0.39]"
spec-5476-55986-0599norm.dr16,869.24,[869.24],[-33923.67998],[-41938.35759],[970.12],[0.37]
spec-6456-56339-0894norm.dr16,580.48,"[3.24, 152.92, 424.32]",[-29992.55734 -31972.98607 -38779.50201],[-31017.24019 -33950.71156 -46017.57987],"[37.17, 298.48, 478.38]","[0.19, 0.34, 0.32]"
spec-10464-58155-0575norm.dr16,646.32,"[68.76, 78.3, 499.26]",[-32109.49482 -36197.47548 -38643.71962],[-33746.14492 -37828.86616 -46960.70375],"[160.83, 115.08, 502.73]","[0.27, 0.33, 0.28]"
spec-2430-53815-0471norm.dr16,206.92,[206.92],[-37512.5418],[-39956.0373],[306.2],[0.47]
spec-5288-55865-0958norm.dr16,250.41,[250.41],[-36900.82525],[-39956.0373],[286.85],[0.34]
spec-5290-55862-0164norm.dr16,213.95,[213.95],[-36968.71247],[-40227.27252],[282.27],[0.34]
spec-1372-53062-0154norm.dr16,1390.6,"[434.81, 931.9, 23.89]",[-38535.16867 -45370.41393 -53629.01492],[-42127.5502  -53361.65785 -55164.28961],"[490.82, 954.6, 56.49]","[0.48, 0.88, 0.21]"
spec-6636-56367-0036norm.dr16,1149.37,"[603.39, 542.85, 3.13]",[-35408.11923 -42059.75812 -51956.72423],[-41653.74959 -48400.66974 -53094.19856],"[655.43, 621.41, 19.99]","[0.47, 0.91, 0.2]"
spec-8374-57783-0919norm.dr16,556.58,"[425.24, 131.34]",[-34931.53804 -42398.22067],[-38942.5305  -45842.43511],"[457.82, 418.64]","[0.4, 0.9]"
spec-5444-56038-0942norm.dr16,116.62,"[19.88, 96.74]",[-43196.17311 -45694.12485],[-44749.70757 -48723.51454],"[67.92, 186.77]","[0.28, 0.35]"
spec-5868-56045-0372norm.dr16,245.61,"[1.32, 244.29]",[-43804.37993 -45289.56442],[-45019.67396 -48790.62756],"[35.42, 323.4]","[0.26, 0.42]"
spec-5133-55860-0412norm.dr16,101.37,"[96.29, 5.09]",[-40564.33995 -48327.71626],[-43406.68167 -49402.87346],"[157.29, 104.88]","[0.31, 0.4]"
spec-7622-56987-0113norm.dr16,192.73,[192.73],[-41918.87857],[-46914.66435],[202.36],[0.51]
spec-5174-56047-0344norm.dr16,1426.74,[1426.74],[-34305.92351],[-41844.23204],[1505.88],[0.72]
spec-10748-58224-0461norm.dr16,3189.55,"[3164.22, 25.33]",[-32533.48354 -45357.7502 ],[-43940.28716 -46638.55955],"[3189.78, 68.69]","[0.9, 0.34]"
spec-6122-56246-0696norm.dr16,405.67,[405.67],[-46216.79234],[-50117.1391],[473.2],[0.32]
spec-7610-56980-0454norm.dr16,165.23,[165.23],[-47159.7806],[-49647.31173],[284.32],[0.35]
spec-6720-56390-0552norm.dr16,615.3,"[367.14, 233.83, 14.34]",[-36675.45197 -47366.63493 -51596.93083],[-40002.56256 -50792.78523 -52868.68412],"[420.58, 339.66, 80.9]","[0.41, 0.51, 0.31]"
spec-8396-57837-0736norm.dr16,907.37,"[270.46, 636.91]",[-36879.39481 -47231.99015],[-39799.20107 -52868.68412],"[335.33, 743.03]","[0.33, 0.44]"
spec-1982-53436-0626norm.dr16,292.72,"[74.61, 59.11, 17.85, 97.06, 44.08]",[-39475.88536 -41509.02641 -42929.86295 -45091.25042 -47718.92585],[-41102.77058 -42659.50436 -44618.84809 -47382.49469 -49063.60175],"[156.47, 90.79, 89.35, 107.5, 163.53]","[0.31, 0.41, 0.27, 0.37, 0.49]"
spec-6447-56362-0854norm.dr16,420.23,"[350.7, 69.53]",[-39543.80943 -45428.49091],[-43741.06198 -47449.69926],"[468.85, 100.13]","[0.36, 0.28]"
spec-5421-55980-0918norm.dr16,143.46,[143.46],[-53918.0452],[-56851.67565],[195.41],[0.33]
spec-5422-55986-0288norm.dr16,96.02,[96.02],[-54185.21222],[-55986.17547],[200.14],[0.36]
