spec-4354-55810-0356-dered.dr16,2.61,24.2946
spec-9345-57713-0464-dered.dr16,2.61,24.2946
spec-6280-56570-0623-dered.dr16,2.86,
spec-7694-57359-0006-dered.dr16,2.86,
spec-4419-55867-0178-dered.dr16,2.362,
spec-9446-58082-0782-dered.dr16,2.362,
spec-6199-56220-0264-dered.dr16,2.762,
spec-7618-56898-0268-dered.dr16,2.762,
spec-5133-55860-0412-dered.dr16,3.45,
spec-7622-56987-0113-dered.dr16,3.45,
spec-4341-55538-0324-dered.txt,2.978,
spec-9312-57784-0360-dered.dr16,2.978,
spec-1582-52939-0558-dered.txt,2.861,
spec-4485-55836-0092-dered.dr16,2.861,
spec-2945-54505-0067-dered.txt,2.635,
spec-5494-55857-0549-dered.dr16,2.635,
spec-1589-52972-0430-dered.txt,1.914,
spec-10431-58137-0135-dered.dr16,1.914,
spec-2430-53815-0471-dered.txt,3.204,
spec-5288-55865-0958-dered.dr16,3.204,
spec-5290-55862-0164-dered.txt,3.204,
spec-1933-53381-0566-dered.txt,2.495,
spec-5179-55957-0836-dered.dr16,2.495,
spec-9609-58136-0331-dered.txt,2.495,
spec-1272-52989-0064-dered.txt,2.308,
spec-5809-56353-0704-dered.dr16,2.308,
spec-2087-53415-0278-dered.txt,2.015,
spec-5778-56328-0973-dered.dr16,2.015,
spec-9602-58131-0454-dered.txt,2.015,
spec-0485-51909-0092-dered.txt,1.94,
spec-5712-56602-0074-dered.dr16,1.94,
spec-5807-56329-0778-dered.dr16,2.089,
spec-10429-58145-0655-dered.dr16,2.089,
spec-11377-58434-0650-dered.dr16,2.089,
spec-2582-54139-0485-dered.txt,3.031,
spec-5320-55999-0336-dered.dr16,3.031,
spec-9587-57784-0340-dered.txt,3.031,
spec-5745-55998-0657-dered.dr16,2.466,
spec-5745-56050-0657-dered.dr16,2.466,
spec-6460-56334-0396-dered.dr16,2.466,
spec-6456-56339-0894-dered.dr16,3.194,
spec-10464-58155-0575-dered.dr16,3.194,
spec-0948-52428-0370-dered.txt,2.702,
spec-7089-56661-0060-dered.dr16,2.702,
spec-1982-53436-0626-dered.txt,4.121,
spec-6447-56362-0854-dered.dr16,4.121,
spec-6442-56369-0246-dered.dr16,2.093,
spec-10479-58159-0770-dered.dr16,2.093,
spec-1618-53116-0538-dered.txt,3.07,
spec-5374-55947-0608-dered.dr16,3.07,
spec-2511-53882-0552-dered.txt,3.083,
spec-6422-56328-0988-dered.dr16,3.083,
spec-2225-53729-0182-dered.txt,3.128,
spec-6402-56334-0966-dered.dr16,3.128,
spec-1229-52723-0245-dered.txt,2.079,
spec-5391-56000-0254-dered.dr16,2.079,
spec-6674-56416-0693-dered.dr16,2.145,
spec-8221-58198-0399-dered.dr16,2.145,
spec-1372-53062-0154-dered.txt,3.3,
spec-6636-56367-0036-dered.txt,3.3,
spec-8374-57783-0919-dered.dr16,3.3,
spec-1455-53089-0381-dered.txt,2.846,
spec-6670-56389-0168-dered.dr16,2.846,
spec-0885-52379-0063-dered.txt,2.295,
spec-6674-56416-0964-dered.dr16,2.295,
spec-1374-53083-0381-dered.txt,2.028,
spec-6621-56366-0502-dered.dr16,2.028,
spec-1793-53883-0520-dered.txt,2.072,
spec-5415-55982-0013-dered.dr16,2.072,
spec-5421-55980-0918-dered.dr16,4.479,
spec-5422-55986-0288-dered.dr16,4.479,
spec-5444-56038-0942-dered.dr16,3.403,
spec-5868-56045-0372-dered.dr16,3.403,
spec-2785-54537-0175-dered.txt,2.892,
spec-5896-56047-0658-dered.dr16,2.892,
spec-2745-54231-0564-dered.txt,2,
spec-5454-56015-0104-dered.dr16,2,
spec-1709-53533-0576-dered.txt,3.003,
spec-5465-55988-0798-dered.dr16,3.003,
spec-0790-52441-0583-dered.txt,2.37,
spec-6806-56419-0302-dered.dr16,2.37,
spec-1713-53827-0211-dered.txt,3.159,
spec-5476-55986-0599-dered.dr16,3.159,
spec-5174-56047-0344-dered.dr16,3.583,
spec-10748-58224-0461-dered.dr16,3.583,
spec-6720-56390-0552-dered.dr16,3.851,
spec-8396-57837-0736-dered.dr16,3.851,
spec-6786-56448-0829-dered.dr16,2.385,
spec-6976-56448-0440-dered.dr16,2.385,
spec-6045-56072-0455-dered.dr16,2.208,
spec-10730-58244-0836-dered.dr16,2.208,
spec-1732-53501-0445-dered.txt,2.138,
spec-5212-56016-0348-dered.dr16,2.138,
spec-2884-54526-0579-dered.txt,2.615,
spec-6313-56460-0295-dered.dr16,2.615,
spec-0628-52083-0304-dered.txt,2.314,
spec-6036-56093-0310-dered.txt,2.314,
spec-8524-57656-0969-dered.dr16,2.314,
spec-5187-56074-0092-dered.dr16,1.945,
spec-10720-58250-0895-dered.dr16,1.945,
spec-1521-52945-0532-dered.txt,2.548,
spec-5143-55828-0900-dered.txt,2.548,
spec-5144-55829-0475-dered.dr16,2.548,
spec-9162-58040-0112-dered.dr16,2.548,
spec-9227-57932-0572-dered.dr16,2.548,
spec-6122-56246-0696-dered.dr16,3.623,
spec-7610-56980-0454-dered.dr16,3.623,
spec-6587-56537-0015-dered.dr16,2.6636,
spec-7701-57356-0794-dered.dr16,2.6636,
spec-6305-56563-0032-dered.dr16,2.32,
spec-7667-57580-0430-dered.dr16,2.32,
spec-6138-56236-0746-dered.dr16,2.395,
spec-6138-56598-0754-dered.dr16,2.395,
