075916.12+092743.0,5494,55857,549,2.63804,2381.318868,43.58172044,0.334454553,FALSE,TRUE,0,0,0,0,0.717410944,23.8750477,9.427206506,47.33086719,-0.195697108,9.674078439,0.029210828,0,47.28883133,0,-0.525126195,0,0,0,0,-37404.92935,,,,-40187.82348,,,
103800.50+582343.0,7089,56661,60,2.699831,1467.075856,26.1520607,0.692021007,TRUE,FALSE,0,0,0,0,0.714617752,18.5792656,9.436791113,47.22128945,-0.314859461,8.414088942,0.618614362,0,47.14410549,0,0.590137457,0,0,0,0,-34296.77175,,,,-43931.17663,,,
004659.89+180739.6,6199,56220,264,2.765363,2828.461064,32.28933691,0.171794406,TRUE,FALSE,3410.464802,24989.99739,3027.531186,0.815443995,0.828537097,31.3022404,9.441529549,47.19704816,-0.343839186,8.935851556,0.128265677,-999,47.09510632,0,0.019375677,-999,2205.1377,13.203407,-999,-31693.4921,,,,-42905.6779,,,
002238.35+273533.2,7694,57359,6,2.859658,3809.859075,16.73202701,-999,TRUE,FALSE,1315.768977,21834.03114,16334.1802,0.570687078,1.052088541,19.287117,9.236882138,47.10177693,-0.234463009,9.902215618,0.061005828,-999,47.01913781,0,-1.022956897,-999,588.1968,9.243733,-999,-33922.71962,,,,-37325.34785,,,
123830.71+480003.4,6670,56389,168,2.86073,2735.407219,25.42610645,0.194207403,TRUE,FALSE,0,0,0,0,0.857990513,28.6251049,9.291405714,47.49923256,0.108469046,9.965910695,0.072748444,0,47.44513443,0,-0.660655356,0,0,0,0,-30867.57694,,,,-34618.91843,,,
140958.02+220206.0,5896,56047,658,2.895563,2028.507116,22.68481062,0.136561793,TRUE,FALSE,98.67123724,20941.20468,18329.34009,0.177553528,0.794892817,26.2008781,9.489212921,47.09352573,-0.49504499,9.424698986,0.037544244,0,47.07648241,0,-0.48809566,0,0,0,0,-33503.91814,,,,-43888.19979,,,
143212.86+113953.1,5465,55988,798,3.01499,2158.222864,14.91929331,0.03797062,TRUE,FALSE,1113.700262,24989.99739,17572.74076,0.449888434,0.867626381,25.7557983,9.502075214,47.39109408,-0.210338932,9.763735377,0.059859942,-999,47.288233,0,-0.615381461,-999,11.682609,1.248379,0,-31602.50585,-54975.68178,,,-42409.65116,-57373.3975,,
094734.19+142116.9,5320,55999,336,3.05005,3151.759056,24.76760875,0.003317855,TRUE,FALSE,0,0,0,0,0.916337177,42.3813858,9.964380736,47.867227,-0.196511533,10.36362747,0.015542606,0,47.78583095,0,-0.717675598,0,0,0,0,-45872.34712,,,,-48363.15782,,,
112954.72+080935.5,5374,55947,608,3.07967,1997.411669,14.8868725,0.518154063,FALSE,TRUE,0,0,0,0,0.851864648,24.1708241,9.646734801,47.13995361,-0.606138983,9.772950974,0.065712292,0,47.0786002,0,-0.834229865,0,0,0,0,-32222.74415,,,,-38145.32759,,,
120105.36+290352.1,6402,56334,966,3.13547,2575.171173,29.73300911,0.132264851,TRUE,FALSE,1152.68942,5443.082245,3303.612968,0.866766771,0.810785202,21.1175747,9.472958895,47.2977526,-0.274564095,9.411337508,0.049920516,-999,47.24766918,0,-0.303547415,-999,0,0,1,-43865.8906,,,,-50731.31614,,,
144844.69+092834.2,5476,55986,599,3.16174,1526.020978,31.0906416,0.8586901,TRUE,FALSE,1033.419699,24441.50893,20803.81362,0.509000377,0.69084581,15.0247507,9.100415913,47.16920211,-0.030571599,8.912059754,0.037398418,-999,47.0504442,0,-0.001494636,-999,691.46906,17.886713,0,-33855.64745,,,,-41938.35759,,,
085119.10+134652.5,5288,55865,958,3.20193,2283.503237,34.63947103,0.157632026,TRUE,FALSE,844.0720349,5029.013958,3027.531186,0.712338019,0.748408034,20.0534267,9.489107335,47.33738471,-0.251080419,8.769272884,0.108341463,-999,47.2929415,0,0.383789532,-999,83.96163,0.12043419,1,-35942.09495,,,,-39956.0373,,,
103119.22+294622.9,6456,56339,894,3.21125,3896.568594,21.19807629,0.0228339,FALSE,TRUE,0,0,0,0,1.041607874,24.1924324,9.538700972,47.41880261,-0.219256154,9.874548231,0.08114881,0,47.35335873,0,-0.661068584,0,0,0,0,-38847.46229,,,,-46017.57987,,,
135402.11+182810.9,5868,56045,372,3.41426,2827.809678,22.07484763,0.146900405,FALSE,TRUE,0,0,0,0,0.890839665,18.6556435,9.630065686,47.52864847,-0.200775016,10.0698962,0.035394515,0,47.44036623,0,-0.769409059,0,0,0,0,-45289.56442,,,,-48790.62756,,,
011135.35+181826.1,7622,56987,113,3.45632,2734.157552,22.92890612,0.07461632,TRUE,FALSE,694.3521076,21215.96418,18673.17229,0.512045385,0.873764695,23.8020744,9.704756089,47.45915444,-0.344959446,10.16046774,0.045490762,-999,47.35594354,0,-0.94440329,-999,95.6544,0.9025824,-999,-41918.87857,,,,-46914.66435,,,
