004300.26+045718.6,4419,55867,178,2.362696,1717.537388,23.87619413,0.102600544,TRUE,FALSE,0,0,0,0,0.754830495,17.9933109,9.654579531,47.36237263,-0.3915647,9.022771821,0.14004676,0,46.94924456,0,-0.21340635,0,0,0,-999,-35496.14147,,,,-39572.99625,,,
002107.48+090626.6,4538,55860,660,2.32407,2407.101533,32.392288,0.07270201,TRUE,FALSE,0,0,0,0,0.774615135,14.5624456,9.136222895,46.8988501,-0.336730593,8.90705128,0.189414366,0,46.73084168,0,-0.316088689,0,0,0,-999,-35496.14147,,,,-43319.0206,,,
010447.39+101031.6,4663,55893,248,2.36838,750.8236203,13.5077869,-999,FALSE,TRUE,0,0,0,0,0.753987159,21.0447807,9.697789038,47.34991382,-0.447233014,9.521223506,0.043417695,0,47.06884114,0,-0.592261451,0,0,0,-999,-33637.26727,,,,-37176.62098,,,
010645.66+114123.8,4663,55893,854,3.1137,2874.832431,26.92966755,0.06049445,TRUE,FALSE,0,0,0,0,0.866828617,16.8122635,9.505063062,47.29247533,-0.311945527,10.00352196,0.030540942,0,47.19090105,0,-0.952499995,0,0,0,-999,-37822.46963,,,,-41349.33362,,,
224120.02+164100.8,5039,56220,625,2.404823,3901.492319,16.94558464,0.026129214,FALSE,TRUE,0,0,0,0,1.06556339,26.0518131,9.416456218,47.12950628,-0.386307733,10.25900362,0.098107175,10,47.20412264,0,-1.194760058,10,0,0,-999,-36857.85529,,,,-40116.74668,,,
085824.80+265903.0,5179,55957,836,2.488067,4962.039367,9.356853628,-999,TRUE,FALSE,0,0,0,0,1.220924762,20.743845,9.389990936,47.05638428,-0.432964455,10.69358002,0.111876721,11,47.07987111,0,-1.753588,11,0,0,0,-46367.17191,,,,-48856.84528,,,
165542.60+381338.3,5187,56074,92,1.94424,5420.614085,14.20325546,0,FALSE,TRUE,0,0,0,0,1.280980671,37.5447464,9.529406018,47.47054574,-0.158218075,10.00396394,0.040640183,10,47.49718037,0,-0.646662656,10,0,0,0,-36372.1932,,,,-45583.97917,,,
162122.54+075808.4,5212,56016,348,2.140198,2297.16685,35.04136602,0.013943411,TRUE,FALSE,1897.710206,24989.99739,12064.01448,0.368701631,0.747762952,29.242218,9.523730153,47.26173079,-0.361357156,9.654257383,0.025077578,-999,47.14671017,0,-0.647426296,-999,1885.9146,14.463399,1,-35942.09495,,,,-38728.30842,,,
085119.10+134652.5,5288,55865,958,3.20193,2283.503237,34.63947103,0.157632026,TRUE,FALSE,844.0720349,5029.013958,3027.531186,0.712338019,0.748408034,20.0534267,9.489107335,47.33738471,-0.251080419,8.769272884,0.108341463,-999,47.2929415,0,0.383789532,-999,83.96163,0.12043419,1,-35942.09495,,,,-39956.0373,,,
094734.19+142116.9,5320,55999,336,3.05005,3151.759056,24.76760875,0.003317855,TRUE,FALSE,0,0,0,0,0.916337177,42.3813858,9.964380736,47.867227,-0.196511533,10.36362747,0.015542606,0,47.78583095,0,-0.717675598,0,0,0,0,-45872.34712,,,,-48363.15782,,,
102327.38+122405.4,5338,56002,157,2.57796,5625.563017,10.23394759,-999,TRUE,FALSE,0,0,0,0,1.308438197,14.6676521,9.115475101,46.85569267,-0.359140228,9.862501862,0.20235071,10,46.86237793,0,-1.140003023,10,0,0,-999,-56577.32957,,,,-59102.93196,,,
