#wavelengths flux error
9.844109730567412271e+02 9.999999998409976332e-01 8.625156405916634128e-02
9.846379924417498160e+02 9.999999998042277127e-01 8.603288674567823036e-02
9.848644680677523411e+02 9.999999997593417289e-01 8.596378182391072043e-02
9.850909436937548662e+02 9.999999997044917155e-01 8.598892506520335044e-02
9.853182349582665438e+02 9.999999996372760380e-01 8.484392835108030273e-02
9.855449824637720440e+02 9.999999995554836874e-01 8.327525248136513625e-02
9.857722737282834942e+02 9.999999994555882621e-01 8.274880186910323066e-02
9.859990212337891080e+02 9.999999993343060556e-01 8.145968152551866237e-02
9.862263124983006719e+02 9.999999991865180515e-01 7.969220654950473492e-02
9.864530600038062857e+02 9.999999990074986966e-01 7.899359749229588334e-02
9.866800793888148746e+02 9.999999987901380116e-01 7.974999596974167992e-02
9.869076425328294135e+02 9.999999985261185387e-01 7.981170917697924527e-02
9.871346619178380024e+02 9.999999982073241034e-01 8.061286684727381191e-02
9.873622250618526550e+02 9.999999978209814788e-01 8.211237790291059380e-02
9.875895163263641052e+02 9.999999973549400512e-01 8.213370709453721163e-02
9.878170794703786441e+02 9.999999967920545352e-01 8.141541818066394542e-02
9.880443707348903217e+02 9.999999961146044392e-01 8.148244679349250785e-02
9.882716619994017719e+02 9.999999952993183783e-01 8.179061342477035590e-02
9.884997689024223746e+02 9.999999943154235238e-01 8.141164796610877996e-02
9.887270601669340522e+02 9.999999931379014440e-01 8.208327852785793355e-02
9.889551670699545411e+02 9.999999917201158883e-01 8.240820185410194232e-02
9.891824583344661050e+02 9.999999900272065201e-01 8.168525294901203548e-02
9.894105652374867077e+02 9.999999879935493885e-01 8.013604003937634113e-02
9.896384002610043353e+02 9.999999855645004265e-01 7.886100094830017504e-02
9.898659634050188743e+02 9.999999826671400749e-01 7.838058707679826376e-02
9.900940703080394769e+02 9.999999792023700484e-01 7.714646741491373860e-02
9.903219053315571045e+02 9.999999750782255781e-01 7.604532470732446037e-02
9.905502841140805685e+02 9.999999701567542365e-01 7.521756112322509902e-02
9.907781191375981962e+02 9.999999643185434328e-01 7.457721260995724133e-02
9.910064979201217739e+02 9.999999573676747744e-01 7.333768515317208581e-02
9.912346048231423765e+02 9.999999491303657173e-01 7.148917816631662758e-02
9.914627117261629792e+02 9.999999393691302307e-01 6.994691985487480612e-02
9.916913623881895319e+02 9.999999277854560997e-01 7.005356647316286767e-02
9.919194692912100209e+02 9.999999141203567143e-01 7.040062771960943488e-02
9.921481199532366873e+02 9.999998979414366218e-01 7.146639061441155405e-02
9.923764987357602649e+02 9.999998788748867273e-01 7.332368080283928335e-02
9.926051493977868176e+02 9.999998563777574567e-01 7.397563216036062705e-02
9.928335281803103953e+02 9.999998299266877888e-01 7.265525434696079587e-02
9.930619069628340867e+02 9.999997988287222528e-01 7.220572491384937008e-02
9.932911013838665895e+02 9.999997621686282923e-01 7.096214085862284637e-02
9.935194801663902808e+02 9.999997193090961467e-01 7.038109692925206828e-02
9.937486745874227836e+02 9.999996689011265705e-01 7.051021121725271901e-02
9.939773252494493363e+02 9.999996100301263846e-01 7.129940893497645205e-02
9.942065196704820664e+02 9.999995410275719365e-01 7.099713714115493679e-02
9.944351703325086191e+02 9.999994606275901532e-01 7.035213131705396472e-02
9.946638209945351718e+02 9.999993668508350142e-01 7.072630609594166007e-02
9.948932872950707633e+02 9.999992571785802919e-01 7.141706843274060745e-02
9.951222098366004047e+02 9.999991298139385698e-01 7.197083684029720319e-02
9.953516761371359962e+02 9.999989813714920128e-01 7.246942114929021128e-02
9.955805986786655239e+02 9.999988093846757797e-01 7.377506901649814874e-02
9.958100649792011154e+02 9.999986094036593665e-01 7.376219758075586164e-02
9.960392594002338456e+02 9.999983779498349268e-01 7.346672763240338910e-02
9.962684538212663483e+02 9.999981100887673779e-01 7.214329806683461577e-02
9.964981920013049148e+02 9.999977996673069525e-01 7.117611424728455261e-02
9.967273864223376449e+02 9.999974420465471692e-01 7.045527756290650978e-02
9.969571246023762114e+02 9.999970285751924592e-01 6.968573723574640610e-02
9.971865909029118029e+02 9.999965527485770167e-01 6.860067842490605305e-02
9.974166009624533444e+02 9.999960038124431350e-01 6.803215074974147680e-02
9.976460672629890496e+02 9.999953742706692017e-01 6.707127693977937843e-02
9.978755335635246411e+02 9.999946515436040073e-01 6.523242006425798711e-02
9.981055436230661826e+02 9.999938207119665190e-01 6.392108672320960527e-02
9.983352818031047491e+02 9.999928700402185289e-01 6.336060631644002683e-02
9.985652918626464043e+02 9.999917809494192067e-01 6.339188639476801834e-02
9.987950300426850845e+02 9.999905377072213497e-01 6.333711021632014437e-02
9.990255838612326897e+02 9.999891132233778013e-01 6.368928561796700916e-02
9.992553220412712562e+02 9.999874945395399450e-01 6.409685184820028414e-02
9.994850602213099364e+02 9.999856512518079388e-01 6.422397917632496900e-02
9.997156140398575417e+02 9.999835467425197688e-01 6.413304096087374395e-02
9.999456240993990832e+02 9.999811608121735862e-01 6.400114247851000637e-02
1.000176177917946688e+03 9.999784462367893312e-01 6.374066836672194480e-02
1.000406187977488344e+03 9.999753759700404920e-01 6.361501048539411340e-02
1.000637013675539038e+03 9.999718867287615831e-01 6.285467698079037768e-02
1.000867295614583554e+03 9.999679490986975727e-01 6.048047983580615017e-02
1.001097305674125209e+03 9.999635064829679454e-01 5.860167124805573668e-02
1.001328403251678765e+03 9.999584693626141219e-01 5.619709500799808383e-02
1.001558685190723509e+03 9.999528115421442154e-01 5.413381256535215735e-02
