#wavelengths flux error
9.760599222424621075e+02 9.999999998414590419e-01 4.473441359857856514e-01
9.762850384709495302e+02 9.999999998190929329e-01 -4.556987903054717237e-01
9.765093390609281414e+02 9.999999997937594198e-01 4.602706045666771217e-01
9.767341834099125890e+02 9.999999997649055006e-01 4.742745947927718420e-01
9.769592996384001253e+02 9.999999997320888623e-01 4.739081004171317169e-01
9.771841439873848003e+02 9.999999996948720771e-01 4.768998884543261818e-01
9.774095320953753117e+02 9.999999996525271717e-01 5.019875029950596756e-01
9.776343764443598729e+02 9.999999996046016193e-01 -4.483090539600852464e-01
9.778597645523503843e+02 9.999999995501207550e-01 -4.126049481424136633e-01
9.780846089013348319e+02 9.999999994885147014e-01 4.587614934450804927e-01
9.783097251298223682e+02 9.999999994186344887e-01 4.241940981762300500e-01
9.785353851173159683e+02 9.999999993392905129e-01 4.650710851431333892e-01
9.787605013458035046e+02 9.999999992496755308e-01 5.101744298505085373e-01
9.789861613332971046e+02 9.999999991480150729e-01 4.832662600489500693e-01
9.792112775617846410e+02 9.999999990332969491e-01 4.245375115006901345e-01
9.794372094287811024e+02 9.999999989031086445e-01 3.913550405616230132e-01
9.796623256572686387e+02 9.999999987564954784e-01 4.080090779107702903e-01
9.798877137652591500e+02 9.999999985906844469e-01 4.337356699520179548e-01
9.801139175117587001e+02 9.999999984027382327e-01 4.253903767107892753e-01
9.803393056197493252e+02 9.999999981913316738e-01 4.146492708265689942e-01
9.805652374867459002e+02 9.999999979522229410e-01 4.475238831219163216e-01
9.807908974742393866e+02 9.999999976828595205e-01 4.241138252634445438e-01
9.810171012207389367e+02 9.999999973784283736e-01 4.306887119366635264e-01
9.812427612082324231e+02 9.999999970361717061e-01 4.707725298874359532e-01
9.814684211957260231e+02 9.999999966506890603e-01 4.790005019758747928e-01
9.816948968217285483e+02 9.999999962150517563e-01 4.236931085670159192e-01
9.819205568092220346e+02 9.999999957264970041e-01 3.916827754634474301e-01
9.821470324352246735e+02 9.999999951748714810e-01 -3.625142630515733599e-01
9.823729643022212485e+02 9.999999945560045234e-01 -3.579227018052419940e-01
9.825994399282237737e+02 9.999999938586623394e-01 -3.845029092892656708e-01
9.828256436747233238e+02 9.999999930760214983e-01 4.521826818263228742e-01
9.830515755417198989e+02 9.999999921981660433e-01 4.698828765299419841e-01
9.832783230472253990e+02 9.999999912090695720e-01 4.529318473135562351e-01
9.835045267937249491e+02 9.999999901017352366e-01 4.740202040502938807e-01
9.837312742992305630e+02 9.999999888566151185e-01 5.115268190271605731e-01
9.839577499252330881e+02 9.999999874621335882e-01 4.665479098746524445e-01
9.841844974307387020e+02 9.999999858973219746e-01 4.846256888195131785e-01
9.844109730567412271e+02 9.999999841463764749e-01 5.013424969079743887e-01
9.846379924417498160e+02 9.999999821808391864e-01 4.651962259977049374e-01
9.848644680677523411e+02 9.999999799859667915e-01 4.246184645575210026e-01
9.850909436937548662e+02 9.999999775305480343e-01 4.355914567391223069e-01
9.853182349582665438e+02 9.999999747744355849e-01 4.336057241898399472e-01
9.855449824637720440e+02 9.999999717004840472e-01 4.477288442299955928e-01
9.857722737282834942e+02 9.999999682571137916e-01 4.296386785024441934e-01
9.859990212337891080e+02 9.999999644201156279e-01 -3.865218765886535013e-01
9.862263124983006719e+02 9.999999601258787729e-01 -3.696901193585763745e-01
9.864530600038062857e+02 9.999999553450652501e-01 4.285494310828120712e-01
9.866800793888148746e+02 9.999999500061224067e-01 4.279782283301793999e-01
9.869076425328294135e+02 9.999999440382884019e-01 -3.791996543283467358e-01
9.871346619178380024e+02 9.999999374023594845e-01 4.382726731144509502e-01
9.873622250618526550e+02 9.999999299914748008e-01 4.748678999016404667e-01
9.875895163263641052e+02 9.999999217480022295e-01 4.562642702395982575e-01
9.878170794703786441e+02 9.999999125605971706e-01 4.647782656231695397e-01
9.880443707348903217e+02 9.999999023502736950e-01 4.358156046406411743e-01
9.882716619994017719e+02 9.999998909954200821e-01 4.661691714596150615e-01
9.884997689024223746e+02 9.999998783257193491e-01 4.465454695112772709e-01
9.887270601669340522e+02 9.999998642962942830e-01 4.984137320215593636e-01
9.889551670699545411e+02 9.999998486565234712e-01 5.992444954851720018e-01
9.891824583344661050e+02 9.999998313539972816e-01 5.682615766884729913e-01
9.894105652374867077e+02 9.999998120829375337e-01 5.351867457156064267e-01
9.896384002610043353e+02 9.999997907287674348e-01 5.025718285142840580e-01
9.898659634050188743e+02 9.999997670800185867e-01 5.309750155166721441e-01
9.900940703080394769e+02 9.999997408064279503e-01 5.289270216442892858e-01
9.903219053315571045e+02 9.999997117324737061e-01 4.768838480246855305e-01
9.905502841140805685e+02 9.999996794570550351e-01 4.719513014082999947e-01
9.907781191375981962e+02 9.999996438144347355e-01 4.381733024424754874e-01
9.910064979201217739e+02 9.999996042830816556e-01 4.410912199221698193e-01
9.912346048231423765e+02 9.999995606125858805e-01 4.186945412528939592e-01
9.914627117261629792e+02 9.999995123369121997e-01 4.229893357638518925e-01
9.916913623881895319e+02 9.999994588611468282e-01 4.346596668906656524e-01
9.919194692912100209e+02 9.999993999336938000e-01 4.294417178002032931e-01
9.921481199532366873e+02 9.999993347183546710e-01 -3.783299867480772183e-01
9.923764987357602649e+02 9.999992628302627473e-01 4.561525044454860511e-01
9.926051493977868176e+02 9.999991834340525854e-01 4.641534274799340443e-01
9.928335281803103953e+02 9.999990959940998625e-01 4.398243803715916611e-01
9.930619069628340867e+02 9.999989996304122775e-01 4.431919928310015244e-01
9.932911013838665895e+02 9.999988930829821765e-01 4.201153187648531961e-01
9.935194801663902808e+02 9.999987761668066577e-01 3.968318883159976940e-01
9.937486745874227836e+02 9.999986470133500616e-01 3.942721568233244489e-01
9.939773252494493363e+02 9.999985052443702838e-01 4.171950898985912204e-01
9.942065196704820664e+02 9.999983489577449758e-01 4.423669199781319894e-01
9.944351703325086191e+02 9.999981775626153313e-01 4.514430911810225489e-01
9.946638209945351718e+02 9.999979892585434404e-01 4.495449292583112988e-01
9.948932872950707633e+02 9.999977816993352864e-01 4.182530863727105808e-01
9.951222098366004047e+02 9.999975543623697005e-01 3.926063510899792108e-01
9.953516761371359962e+02 9.999973042929199973e-01 3.941359758400779789e-01
9.955805986786655239e+02 9.999970306468760617e-01 4.180769744588225811e-01
9.958100649792011154e+02 9.999967299146097499e-01 4.450367142418885646e-01
9.960392594002338456e+02 9.999964007232980956e-01 4.341325770914186144e-01
9.962684538212663483e+02 9.999960401376040142e-01 4.236951677412354456e-01
9.964981920013049148e+02 9.999956443655607652e-01 4.547624437228792726e-01
9.967273864223376449e+02 9.999952122281156042e-01 4.062016451541238249e-01
9.969571246023762114e+02 9.999947383596358153e-01 3.653165815420904017e-01
9.971865909029118029e+02 9.999942207860974541e-01 4.003704024524746830e-01
9.974166009624533444e+02 9.999936536966016476e-01 4.084625185254746604e-01
9.976460672629890496e+02 9.999930355758767098e-01 3.715903767269336799e-01
9.978755335635246411e+02 9.999923606167393508e-01 3.545753483366855252e-01
9.981055436230661826e+02 9.999916221095134228e-01 3.957798674497103875e-01
9.983352818031047491e+02 9.999908172669481621e-01 3.850226389264091997e-01
9.985652918626464043e+02 9.999899384591203200e-01 3.795427257121803399e-01
9.987950300426850845e+02 9.999889816004624565e-01 3.978231566935871433e-01
9.990255838612326897e+02 9.999879351985107023e-01 4.085981761798562761e-01
9.992553220412712562e+02 9.999867994885165423e-01 3.586721221058509212e-01
9.994850602213099364e+02 9.999855632294067931e-01 2.982365529760496181e-01
9.997156140398575417e+02 9.999842131619124386e-01 3.288608404468775781e-01
9.999456240993990832e+02 9.999827481030241216e-01 3.773924802075250828e-01
1.000176177917946688e+03 9.999811514712491078e-01 3.399965622633481788e-01
1.000406187977488344e+03 9.999794204577729939e-01 3.480494645994316461e-01
1.000637013675539038e+03 9.999775334254926706e-01 3.810211039263116106e-01
1.000867295614583554e+03 9.999754892700187803e-01 3.687584510344135702e-01
1.001097305674125209e+03 9.999732736527828791e-01 3.687214175437907304e-01
1.001328403251678765e+03 9.999708587541337179e-01 3.395833931827327845e-01
1.001558685190723509e+03 9.999682493865705846e-01 3.348933956882501062e-01
1.001789510888773975e+03 9.999654146735195148e-01 3.409236703214135744e-01
1.002020064707321694e+03 9.999623473197942758e-01 3.346428343478892176e-01
1.002251162284875363e+03 9.999590178767017168e-01 3.438817425704293052e-01
1.002481716103422968e+03 9.999554226290312542e-01 3.507142511489242387e-01
1.002712813680976524e+03 9.999515238387136629e-01 3.134908839419105475e-01
1.002943639379027218e+03 9.999473125751623392e-01 3.341519205306195395e-01
1.003174193197574823e+03 9.999427663468332117e-01 3.639537273205398216e-01
1.003405562654631467e+03 9.999378371912227559e-01 3.784933998803435284e-01
1.003636388352682047e+03 9.999325264746333763e-01 3.585301945317693195e-01
1.003867757809738691e+03 9.999267803620563999e-01 3.422817823054764563e-01
1.004098855387292247e+03 9.999205876996039022e-01 -3.084460028320701874e-01
1.004330224844349004e+03 9.999139012149126371e-01 3.442144725923443893e-01
1.004561322421902560e+03 9.999067018814861152e-01 3.303055427878247019e-01
1.004792419999456115e+03 9.998989452361272123e-01 3.458376170672344263e-01
1.005024061336015848e+03 9.998905716740859040e-01 3.735799034509139638e-01
1.005255430793072378e+03 9.998815678087483727e-01 3.562498132569373310e-01
1.005487072129632111e+03 9.998718680030296291e-01 3.335536050880295034e-01
1.005718441586688641e+03 9.998614479128151711e-01 -3.003963334271594898e-01
1.005950354802751349e+03 9.998502193819222006e-01 3.267508639076034949e-01
1.006181724259807993e+03 9.998381820815662735e-01 -3.381103570440784356e-01
1.006413365596367612e+03 9.998252388853132722e-01 3.527524045462833713e-01
1.006645278812430320e+03 9.998113270720097034e-01 3.889839243085603804e-01
1.006876920148989825e+03 9.997964162813999245e-01 3.778083765046998943e-01
1.007109105244555622e+03 9.997803853982412114e-01 3.854394267727453971e-01
1.007340746581115241e+03 9.997632391032924559e-01 3.732456105732692708e-01
1.007573203556183785e+03 9.997447999986002198e-01 3.517599179324401582e-01
1.007804844892743404e+03 9.997251189524990478e-01 3.502829170142120474e-01
1.008036758108806112e+03 9.997040253106678209e-01 3.418571424712682494e-01
1.008269215083874769e+03 9.996813993251861818e-01 3.704157116952583317e-01
1.008501128299937363e+03 9.996572546602943143e-01 3.797336528040678449e-01
1.008733585275006021e+03 9.996313807595552658e-01 3.721078676494136150e-01
1.008965770370571818e+03 9.996037631686457425e-01 3.661044372438034822e-01
1.009198499225143337e+03 9.995741937376612096e-01 3.569643085278974559e-01
1.009430684320709020e+03 9.995426974738561565e-01 3.542040199859465277e-01
1.009662869416274702e+03 9.995090889223441355e-01 3.396227039767961697e-01
1.009895598270846222e+03 9.994731569460437726e-01 3.293616079850730238e-01
1.010128055245914879e+03 9.994348924797155087e-01 3.050234918721485000e-01
1.010360784100486626e+03 9.993940684002252661e-01 3.163621513588829037e-01
1.010593241075555284e+03 9.993506361771110624e-01 3.159283984013206426e-01
1.010826241809630005e+03 9.993042875781684709e-01 3.028230189000882255e-01
1.011058970664201524e+03 9.992550218742302093e-01 2.940279323195868488e-01
1.011291427639270182e+03 9.992026846760161396e-01 3.116689135191617055e-01
1.011524700252847879e+03 9.991468471418913921e-01 3.226362463401343250e-01
1.011757429107419512e+03 9.990876485773353410e-01 2.614785782845796547e-01
1.011990701720997208e+03 9.990246236400405211e-01 2.580673509438170532e-01
1.012223430575568955e+03 9.989578700839357728e-01 2.914758667965490213e-01
1.012456975068649513e+03 9.988867858468534200e-01 2.910978437180100076e-01
1.012689975802724234e+03 9.988115642647332759e-01 3.015602933504785699e-01
1.012922976536798842e+03 9.987318231978999927e-01 3.280269166030541639e-01
1.013156249150376425e+03 9.986472309789736768e-01 3.502658933105834427e-01
1.013389521763954122e+03 9.985576380296594667e-01 3.310665218938941279e-01
1.013623066257034793e+03 9.984626816602665267e-01 3.487798732455869577e-01
1.013856338870612490e+03 9.983623244458598167e-01 3.509250285657614099e-01
1.014090155243196250e+03 9.982559370280148503e-01 3.029292987382236624e-01
1.014323427856773833e+03 9.981437365796145267e-01 -2.888787286315589453e-01
1.014556700470351529e+03 9.980251958563913783e-01 3.607753550648760688e-01
1.014790788722438151e+03 9.978995687981663254e-01 3.884447226076272464e-01
1.015024061336015848e+03 9.977674238338005708e-01 3.452159806093306749e-01
1.015258149588102469e+03 9.976275185271471502e-01 3.316329520792729579e-01
1.015491694081183141e+03 9.974803251078813160e-01 3.159433614826692716e-01
1.015726054212772851e+03 9.973246341923430736e-01 3.147320932880306454e-01
1.015959598705853523e+03 9.971611815940255585e-01 3.138758360846083950e-01
1.016193415078437170e+03 9.969888772471808824e-01 3.122123050494950425e-01
1.016427775210026880e+03 9.968071061232939289e-01 3.133291417970577863e-01
1.016661591582610527e+03 9.966163332351788418e-01 3.250730839769889191e-01
1.016895951714200237e+03 9.964152818742201267e-01 3.288992420530336691e-01
1.017129768086783884e+03 9.962044872330502177e-01 3.334221401293704923e-01
1.017364400097876569e+03 9.959822964548865620e-01 3.203986278542317323e-01
1.017598488349963304e+03 9.957495605357551405e-01 3.321424673823578089e-01
1.017832576602049926e+03 9.955053508830704612e-01 3.451170868298806260e-01
1.018067208613142611e+03 9.952486232296776647e-01 3.316971863475548510e-01
1.018301568744732322e+03 9.949798039593414911e-01 3.290943194648490167e-01
1.018536472635327982e+03 9.946974805302354339e-01 3.203906537407342214e-01
1.018770560887414604e+03 9.944028480269750947e-01 3.236957823118738475e-01
1.019005464778010264e+03 9.940933828546387740e-01 3.328885757617692231e-01
1.019240096789103063e+03 9.937699923801240898e-01 3.286414368040319056e-01
1.019474456920692660e+03 9.934322434812992153e-01 3.055334063655079646e-01
1.019709632690791409e+03 9.930780261263568720e-01 2.995706853773001943e-01
1.019944264701884094e+03 9.927088654650360056e-01 3.290767609063688925e-01
1.020179440471982844e+03 9.923225479978325936e-01 3.861557583004850414e-01
1.020414072483075415e+03 9.919203552393652812e-01 4.321703304103005072e-01
1.020649248253174164e+03 9.914999129217957341e-01 4.536877665950475591e-01
1.020884152143769938e+03 9.910621370828208709e-01 4.379395396308765065e-01
1.021119599793371549e+03 9.906049605874843733e-01 3.354412668046379831e-01
1.021354503683967209e+03 9.901299793197569921e-01 2.995190810489370969e-01
1.021589407574562870e+03 9.896356439081482881e-01 3.033935245837794392e-01
1.021825127103667569e+03 9.891196196134375285e-01 3.203638096181291584e-01
1.022060030994263343e+03 9.885849636726796730e-01 3.190634311040210225e-01
1.022295750523368042e+03 9.880274499896675167e-01 3.160202906503539744e-01
1.022530926293466678e+03 9.874497490898097585e-01 3.190391488731234015e-01
1.022766645822571490e+03 9.868486846357324982e-01 3.084159398412212871e-01
1.023002093472173101e+03 9.862258001717183475e-01 2.657295089791619769e-01
1.023237269242271736e+03 9.855806837626653882e-01 2.691994631095582236e-01
1.023473260650879411e+03 9.849097890095379615e-01 3.007408640082553375e-01
1.023708708300481135e+03 9.842164671120843256e-01 3.015813220494063529e-01
1.023944699709088809e+03 9.834970524388931823e-01 2.930107181453107668e-01
1.024180419238193508e+03 9.827535386806722784e-01 2.903098312955436078e-01
1.024416410646801296e+03 9.819837737711888392e-01 2.797631688793573157e-01
1.024652130175905995e+03 9.811891103849261775e-01 3.030512660803731939e-01
1.024887849705010694e+03 9.803682721644346731e-01 2.926293873444205662e-01
1.025124384872624432e+03 9.795178947326401708e-01 2.939355485059149675e-01
1.025360104401729131e+03 9.786434756471448226e-01 2.927635132654887173e-01
1.025596639569342869e+03 9.777386158581000686e-01 2.822704168304079331e-01
1.025832630977950430e+03 9.768081442501899136e-01 2.832546884841155022e-01
1.026068894266061307e+03 9.758485925839538444e-01 2.968333539797140541e-01
1.026305157554171956e+03 9.748607420968106174e-01 2.596831576792976159e-01
1.026541148962779744e+03 9.738455309893200296e-01 -2.382212268096919328e-01
1.026777956009896343e+03 9.727979628561246317e-01 2.561069609287546789e-01
1.027013947418504131e+03 9.717250652632279939e-01 2.673340326168290315e-01
1.027251026345123819e+03 9.706179772039956744e-01 2.678332303678845894e-01
1.027487289633234468e+03 9.694854111648837369e-01 2.717475585806025107e-01
1.027724096680351295e+03 9.683208107302276879e-01 2.669386534964297564e-01
1.027960631847965033e+03 9.671280820823731084e-01 2.431098003974551391e-01
1.028197167015578543e+03 9.659058874099857306e-01 2.637634772470385802e-01
1.028434245942198459e+03 9.646513366783449062e-01 2.358214019915536586e-01
1.028670781109812197e+03 9.633702458166493177e-01 2.342010119165877646e-01
1.028908131915934746e+03 9.620553035003770459e-01 2.598640350194315052e-01
1.029144667083548484e+03 9.607156911919721987e-01 2.839566623556352698e-01
1.029382017889671260e+03 9.593423578416624409e-01 2.828349966117711389e-01
1.029618824936788087e+03 9.579433506939474263e-01 2.334316931837786824e-01
1.029855631983904686e+03 9.565158327386070747e-01 2.626312394070967060e-01
1.030093254669530552e+03 9.550550636334855792e-01 2.593348936897068024e-01
1.030330061716647151e+03 9.535714410721352063e-01 2.598683020585996206e-01
1.030567684402272789e+03 9.520551634726164281e-01 2.729023599016661694e-01
1.030804763328892477e+03 9.505153234192365019e-01 2.544868573810663004e-01
1.031042386014518343e+03 9.489453732236758920e-01 2.436369584286126877e-01
1.031279736820641119e+03 9.473512202451523923e-01 2.534532751039530463e-01
1.031516815747260807e+03 9.457335651684041222e-01 2.458542612186724596e-01
1.031754710312389534e+03 9.440855650160714374e-01 2.316758424700411934e-01
1.031992061118512311e+03 9.424173062397237510e-01 2.209182400011911740e-01
1.032230227563144126e+03 9.407199589273926854e-01 2.163887179683071649e-01
1.032467578369266676e+03 9.390059600068493273e-01 2.312213513724835634e-01
1.032705744813898491e+03 9.372643940897021908e-01 2.318118116806503759e-01
1.032943367499524129e+03 9.355060748182165709e-01 2.289599808789515023e-01
1.033180990185149994e+03 9.337280074419931353e-01 2.286883119918221019e-01
1.033419156629781583e+03 9.319270634925748142e-01 2.361106133959625653e-01
1.033656779315407448e+03 9.301125194495777349e-01 2.455618883853318557e-01
1.033895217639542125e+03 9.282750669025416901e-01 2.328944030569225221e-01
1.034133112204670851e+03 9.264262992435086108e-01 2.146587270679616022e-01
1.034371550528805528e+03 9.245589581033140103e-01 2.204903094001791908e-01
1.034609445093934255e+03 9.226827926594742824e-01 2.275470856843450351e-01
1.034847611538566071e+03 9.207926658949511234e-01 2.258679316422577688e-01
1.035086049862700747e+03 9.188898539183959491e-01 2.333921199466660046e-01
1.035324216307332563e+03 9.169800492561555050e-01 2.289440677466855756e-01
1.035562926510970328e+03 9.150580893626140133e-01 2.154124601686191187e-01
1.035801364835105005e+03 9.131319556866017706e-01 2.213901399163417383e-01
1.036040075038742771e+03 9.111987194332447082e-01 2.417065910739444601e-01
1.036278513362877447e+03 9.092642752323708555e-01 2.495803429491547099e-01
1.036516951687012352e+03 9.073279419334170370e-01 2.351418368640345591e-01
1.036755933770152978e+03 9.053868494452218529e-01 2.523607461068149149e-01
1.036994372094287655e+03 9.034514017940484809e-01 2.403457975324422013e-01
1.037233354177428510e+03 9.015143709410557982e-01 2.282745354434441987e-01
1.037472064381066275e+03 8.995839890762326041e-01 2.461985822691156733e-01
1.037711318343709991e+03 8.976553084923312165e-01 2.336601949985500359e-01
1.037950028547347756e+03 8.957387467207199583e-01 2.625619519941022606e-01
1.038188738750985522e+03 8.938315730538733961e-01 2.693833311232082806e-01
1.038428264593132326e+03 8.919289989442781286e-01 2.592055164309490234e-01
1.038667246676272953e+03 8.900435266448928351e-01 2.436528835991935149e-01
1.038906500638916896e+03 8.881703912619004493e-01 2.399967488197127796e-01
1.039145754601560611e+03 8.863134404162630320e-01 2.337139500991485541e-01
1.039385280443707416e+03 8.844722893853128598e-01 2.391575041680013558e-01
1.039624262526848042e+03 8.826548668579714541e-01 2.165604695573832839e-01
1.039864060248497935e+03 8.808525595088506632e-01 2.329672760926968789e-01
1.040103314211141424e+03 8.790773007907048964e-01 2.003438042222251969e-01
1.040342568173785367e+03 8.773266445682098569e-01 2.099447447431145031e-01
1.040582365895435032e+03 8.755983558231834607e-01 2.334247785315617107e-01
1.040821891737581836e+03 8.739000008014217169e-01 2.440746216504146582e-01
1.041061961338734591e+03 8.722274751022323080e-01 2.476460527943344092e-01
1.041301215301378534e+03 8.705918004676346245e-01 2.478320380656396094e-01
