,objectName,spec1,spec2,I01,I02,I1,I2
316,154231.76+432251.7,"Spectra(plate='6042', mjd='56101', fiber='0466')","Spectra(plate='1052', mjd='52466', fiber='0631')",10.507729,8.096151,4.6568413,4.580191
317,154359.43+535903.1,"Spectra(plate='6708', mjd='56452', fiber='0138')","Spectra(plate='0616', mjd='52374', fiber='0097')",45.778885,38.950233,34.92599,34.0716
318,155135.78+464609.5,"Spectra(plate='8506', mjd='57893', fiber='0528')","Spectra(plate='1168', mjd='52731', fiber='0115')",12.248259,7.5873947,5.1915765,4.909101
319,160426.17+454416.8,"Spectra(plate='6323', mjd='56189', fiber='0404')","Spectra(plate='0813', mjd='52354', fiber='0206')",14.919059,12.119319,14.65115,14.508811
320,160649.24+451051.6,"Spectra(plate='8534', mjd='57905', fiber='0448')","Spectra(plate='0814', mjd='52443', fiber='0359')",12.50485,9.809864,7.1501384,7.133346
321,160649.24+451051.6,"Spectra(plate='8534', mjd='57905', fiber='0448')","Spectra(plate='0814', mjd='52443', fiber='0359')",12.50485,9.793447,8.034293,8.05685
322,161222.31+545222.0,"Spectra(plate='7565', mjd='56809', fiber='0200')","Spectra(plate='8065', mjd='58248', fiber='0644')",19.29301,11.888319,1.3514055,1.4524153
323,161518.59+380936.0,"Spectra(plate='5199', mjd='56067', fiber='0600')","Spectra(plate='1336', mjd='52759', fiber='0200')",13.657902,15.757816,12.249661,12.204196
324,161641.94+111216.6,"Spectra(plate='5203', mjd='56034', fiber='0034')","Spectra(plate='2528', mjd='54571', fiber='0116')",7.269452,6.343224,5.823662,5.8272157
325,162143.78+355534.0,"Spectra(plate='5191', mjd='56065', fiber='0677')","Spectra(plate='10731', mjd='58247', fiber='0404')",16.399977,19.509312,4.747134,4.881258
326,162559.89+485817.4,"Spectra(plate='8543', mjd='57542', fiber='0825')","Spectra(plate='0625', mjd='52145', fiber='0477')",16.988209,20.104963,12.608175,12.59777
327,162559.89+485817.4,"Spectra(plate='8543', mjd='57542', fiber='0825')","Spectra(plate='0625', mjd='52145', fiber='0477')",16.988209,28.017881,9.127488,7.6880655
328,163909.10+282447.1,"Spectra(plate='5201', mjd='55832', fiber='0162')","Spectra(plate='1686', mjd='53472', fiber='0190')",23.587452,20.687073,12.284183,12.288452
329,164120.32+443018.8,"Spectra(plate='6030', mjd='56097', fiber='0016')","Spectra(plate='0629', mjd='52051', fiber='0434')",10.589988,9.344133,10.325057,10.455008
330,164804.94+403750.6,"Spectra(plate='6037', mjd='56106', fiber='0284')","Spectra(plate='6037', mjd='56104', fiber='0288')",3.1295156,3.0047548,2.3100119,2.3540075
331,165351.66+411252.7,"Spectra(plate='6037', mjd='56104', fiber='0148')","Spectra(plate='6037', mjd='56106', fiber='0146')",4.174655,4.100369,5.19223,5.1848874
332,220446.87+194351.5,"Spectra(plate='5021', mjd='55863', fiber='0280')","Spectra(plate='7575', mjd='56947', fiber='0162')",8.103923,7.591065,3.337222,3.3389635
333,220924.09-015905.4,"Spectra(plate='4377', mjd='55828', fiber='0888')","Spectra(plate='9146', mjd='58042', fiber='0283')",12.127007,10.188754,10.2149,10.550795
334,221504.33+221519.8,"Spectra(plate='7579', mjd='56954', fiber='0928')","Spectra(plate='5950', mjd='56211', fiber='0362')",7.4166656,6.8728857,1.9305762,1.9422758
335,222016.21+183845.7,"Spectra(plate='7578', mjd='56956', fiber='0122')","Spectra(plate='5030', mjd='55830', fiber='0654')",11.758853,7.3189397,2.819555,2.5432692
336,223302.70+241642.4,"Spectra(plate='7653', mjd='57306', fiber='0538')","Spectra(plate='6300', mjd='56449', fiber='0092')",4.5487866,3.157104,2.2671592,1.979459
337,223442.52+291027.0,"Spectra(plate='7651', mjd='57654', fiber='0835')","Spectra(plate='6586', mjd='56485', fiber='0072')",12.262215,9.774787,7.4386625,7.462478
338,223442.52+291027.0,"Spectra(plate='7651', mjd='57654', fiber='0835')","Spectra(plate='6586', mjd='56485', fiber='0072')",12.262215,11.363653,8.8087,8.797897
339,223828.34+193320.1,"Spectra(plate='7581', mjd='57195', fiber='0911')","Spectra(plate='7581', mjd='56949', fiber='0907')",8.162641,6.6741405,3.2692618,3.2275977
340,224129.09+235636.8,"Spectra(plate='7653', mjd='57306', fiber='0072')","Spectra(plate='6298', mjd='56208', fiber='0043')",4.3046703,5.0423613,1.1046976,1.0996666
341,224251.27+270633.5,"Spectra(plate='7652', mjd='57579', fiber='0290')","Spectra(plate='6296', mjd='56219', fiber='0854')",12.954084,10.789824,5.500679,5.141744
342,224317.55+254456.8,"Spectra(plate='7657', mjd='57309', fiber='0555')","Spectra(plate='6290', mjd='56238', fiber='0552')",3.0078413,3.8792775,0.9095715,0.9083434
343,224517.98+193101.8,"Spectra(plate='5026', mjd='55855', fiber='0812')","Spectra(plate='7584', mjd='56957', fiber='0158')",3.2711625,3.0939512,1.9176568,1.7189742
344,225256.55+285453.9,"Spectra(plate='6294', mjd='56482', fiber='0971')","Spectra(plate='7768', mjd='58289', fiber='0317')",7.3491488,6.734562,5.8078,5.8476214
345,230159.90+312228.0,"Spectra(plate='6505', mjd='56560', fiber='0106')","Spectra(plate='7764', mjd='58042', fiber='0492')",4.5160627,6.0113854,3.8965602,4.0889044
346,231241.15+044634.8,"Spectra(plate='11302', mjd='58436', fiber='0026')","Spectra(plate='11296', mjd='58425', fiber='0783')",7.8239155,6.7107587,4.230309,4.269083
347,231314.73+271251.3,"Spectra(plate='7704', mjd='57572', fiber='0170')","Spectra(plate='6289', mjd='56559', fiber='0300')",2.9895735,3.135384,1.910798,1.9729007
348,233248.28+013339.5,"Spectra(plate='9201', mjd='57724', fiber='0637')","Spectra(plate='4282', mjd='55507', fiber='0378')",7.428931,8.852668,2.0077636,2.0609217
349,233248.28+013339.5,"Spectra(plate='9201', mjd='57724', fiber='0637')","Spectra(plate='4282', mjd='55507', fiber='0378')",7.428931,6.264985,2.4680095,2.4514046
