Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
57,083113.53+455420.0,"Spectra(plate='6394', mjd='56330', fiber='0811')","Spectra(plate='5160', mjd='55895', fiber='0409')",7.315178,10.902218,1.4392449,1.443185,0.67,2.02,0.8031,0.8679,"[8.43924138 4.43042609 3.09859745 2.43599888 2.0410739  1.77996612
 1.59530504 1.45840247 1.35331807 1.27048549 1.20381531 1.14924635
 1.10396577 1.06596332 1.03376391 1.00626049 0.98260591 0.96214081
 0.94434427 0.92879932 0.91516823 0.9031746  0.89259005 0.8832243
 0.87491761 0.86753492 0.86096135 0.8550986  0.84986215 0.84517898
 0.84098574 0.83722723 0.83385522 0.83082743 0.82810665 0.82566011
 0.82345881 0.82147708 0.81969214 0.81808373 0.81663381 0.81532629
 0.8141468  0.81308249 0.81212186 0.8112546  0.81047146 0.80976415
 0.80912522]","[9.12018129 4.78790537 3.34861502 2.63255315 2.20576271 1.92358684
 1.72402595 1.57607708 1.4625137  1.37299758 1.30094796 1.24197598
 1.19304183 1.15197306 1.11717556 1.08745297 1.06188976 1.03977338
 1.02054089 1.00374166 0.98901072 0.97604935 0.96461076 0.95448932
 0.94551238 0.93753401 0.93043003 0.92409423 0.91843527 0.91337422
 0.90884264 0.90478086 0.90113678 0.89786468 0.89492437 0.89228042
 0.8899015  0.88775987 0.88583091 0.88409272 0.88252581 0.88111279
 0.87983814 0.87868795 0.87764981 0.87671257 0.87586625 0.87510187
 0.87441138]",1.08,yes
58,083704.16+332310.5,"Spectra(plate='4445', mjd='55869', fiber='0832')","Spectra(plate='4445', mjd='55622', fiber='0838')",10.830438,8.059544,1.3269519,1.3006856,0.74,1.82,0.879,0.8375,"[9.23682378 4.84914024 3.39144211 2.66622216 2.2339733  1.94818854
 1.74607537 1.59623431 1.4812185  1.39055753 1.31758642 1.25786022
 1.20830023 1.16670621 1.13146367 1.10136094 1.07547079 1.05307156
 1.03359309 1.01657901 1.00165966 0.98853253 0.97694764 0.96669675
 0.95760501 0.94952459 0.94232975 0.93591292 0.93018159 0.92505582
 0.92046627 0.91635255 0.91266186 0.90934791 0.90637    0.90369224
 0.90128289 0.89911387 0.89716024 0.89539982 0.89381287 0.89238178
 0.89109082 0.88992592 0.8888745  0.88792528 0.88706813 0.88629398
 0.88559465]","[8.800728   4.62019904 3.23132283 2.5403425  2.12850129 1.85620922
 1.66363836 1.52087171 1.41128612 1.32490549 1.25537955 1.19847319
 1.15125306 1.11162281 1.07804417 1.04936267 1.02469487 1.00335316
 0.98479433 0.96858353 0.95436857 0.9418612  0.93082326 0.92105635
 0.91239385 0.90469493 0.89783978 0.89172591 0.88626516 0.8813814
 0.87700853 0.87308903 0.86957259 0.86641511 0.86357779 0.86102645
 0.85873086 0.85666424 0.85480284 0.85312554 0.85161351 0.85024999
 0.84901998 0.84791008 0.8469083  0.84600389 0.84518721 0.84444961
 0.8437833 ]",0.95,yes
59,084108.90+102610.9,"Spectra(plate='5284', mjd='55866', fiber='0892')","Spectra(plate='5287', mjd='55952', fiber='0422')",24.286068,21.479986,18.113758,18.281988,0.88,0.17,0.2506,0.1527,"[2.63338799 1.38247388 0.96688896 0.76013114 0.63689842 0.55542213
 0.49780033 0.45508113 0.42229051 0.39644336 0.37563954 0.3586118
 0.34448241 0.33262409 0.32257656 0.31399437 0.30661318 0.30022723
 0.29467398 0.28982332 0.28556987 0.28182736 0.27852455 0.27560205
 0.27301003 0.27070633 0.2686551  0.26682569 0.2651917  0.26373036
 0.2624219  0.26124909 0.26019689 0.25925209 0.2584031  0.25763967
 0.25695278 0.2563344  0.25577742 0.25527553 0.2548231  0.2544151
 0.25404705 0.25371494 0.25341519 0.25314457 0.2529002  0.25267949
 0.25248011]","[1.60462229 0.8423933  0.58916179 0.46317648 0.38808615 0.33843958
 0.30332845 0.27729804 0.25731748 0.24156784 0.22889129 0.21851565
 0.20990608 0.20268036 0.19655802 0.19132857 0.18683093 0.18293973
 0.17955593 0.17660024 0.17400845 0.17172801 0.16971548 0.16793469
 0.16635527 0.16495154 0.16370165 0.16258692 0.16159127 0.16070082
 0.15990353 0.15918889 0.15854774 0.15797204 0.15745472 0.15698954
 0.15657099 0.15619418 0.1558548  0.15554898 0.15527329 0.15502468
 0.15480042 0.15459805 0.1544154  0.1542505  0.1541016  0.15396711
 0.15384562]",0.61,yes
60,084114.66+233930.9,"Spectra(plate='4472', mjd='55893', fiber='0828')","Spectra(plate='9600', mjd='58106', fiber='0260')",6.54643,6.0641775,1.9442314,1.981943,0.93,1.13,0.7006,0.6768,"[7.36213736 3.86496889 2.70312212 2.12509129 1.78057075 1.55278827
 1.39169556 1.27226593 1.1805935  1.10833288 1.05017184 1.00256754
 0.96306614 0.92991396 0.90182417 0.87783103 0.85719549 0.83934236
 0.8238172  0.81025626 0.79836492 0.78790203 0.77866839 0.770498
 0.7632515  0.75681107 0.75107648 0.745962   0.74139388 0.73730842
 0.73365036 0.73037155 0.72742992 0.72478856 0.72241504 0.72028075
 0.7183604  0.7166316  0.71507447 0.71367135 0.71240648 0.71126584
 0.71023689 0.70930842 0.7084704  0.70771382 0.70703064 0.70641361
 0.70585622]","[7.11203906 3.73367249 2.61129467 2.05290007 1.7200832  1.50003868
 1.34441844 1.22904594 1.14048769 1.07068184 1.01449657 0.96850944
 0.93034994 0.89832396 0.87118841 0.84801033 0.82807581 0.81082916
 0.7958314  0.78273114 0.77124376 0.76113631 0.75221634 0.7443235
 0.73732317 0.73110153 0.72556175 0.72062101 0.71620807 0.71226141
 0.70872761 0.70556019 0.70271848 0.70016686 0.69787397 0.69581218
 0.69395707 0.69228699 0.69078276 0.6894273  0.6882054  0.68710351
 0.68610952 0.68521259 0.68440303 0.68367216 0.68301219 0.68241611
 0.68187766]",0.97,yes
61,084133.01+240646.8,"Spectra(plate='9600', mjd='58106', fiber='0274')","Spectra(plate='1931', mjd='53358', fiber='0235')",7.592039,7.0162544,3.7675402,3.76164,0.92,0.62,0.5047,0.4641,"[5.30355513 2.78425606 1.94728195 1.53087864 1.28269206 1.11860154
 1.00255317 0.91651815 0.85047893 0.79842364 0.75652544 0.72223214
 0.69377602 0.66989377 0.64965838 0.63237414 0.61750866 0.60464757
 0.59346352 0.58369445 0.57512814 0.56759086 0.56093911 0.5550533
 0.54983304 0.54519347 0.54106237 0.53737799 0.5340872  0.53114411
 0.5285089  0.52614691 0.52402781 0.52212502 0.52041518 0.51887767
 0.51749428 0.51624889 0.51512716 0.51411637 0.51320518 0.51238349
 0.51164225 0.51097339 0.5103697  0.50982467 0.50933252 0.50888802
 0.50848649]","[4.87691686 2.56027985 1.79063513 1.4077289  1.1795074  1.02861695
 0.92190396 0.84278992 0.78206315 0.73419539 0.69566764 0.66413302
 0.63796602 0.61600495 0.59739737 0.58150354 0.5678339  0.55600741
 0.54572304 0.53673984 0.52886263 0.52193168 0.51581502 0.51040269
 0.50560237 0.50133602 0.49753725 0.49414925 0.49112318 0.48841684
 0.48599363 0.48382164 0.481873   0.48012328 0.47855099 0.47713716
 0.47586506 0.47471985 0.47368836 0.47275888 0.47192099 0.4711654
 0.47048379 0.46986874 0.4693136  0.46881243 0.46835986 0.46795112
 0.46758189]",0.92,yes
62,084258.83+361444.2,"Spectra(plate='8859', mjd='57452', fiber='0427')","Spectra(plate='0864', mjd='52320', fiber='0061')",8.353128,12.352455,8.350295,8.586566,0.68,0.38,0.0,0.3143,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[3.30276873 1.73388484 1.21266241 0.95334883 0.79879159 0.69660484
 0.62433616 0.57075818 0.52963251 0.49721528 0.47112334 0.44976731
 0.43204637 0.41717379 0.40457228 0.39380858 0.38455116 0.37654197
 0.36957714 0.3634935  0.35815885 0.35346504 0.34932269 0.34565733
 0.34240643 0.33951715 0.33694453 0.33465009 0.33260077 0.33076797
 0.3291269  0.32765598 0.32633632 0.32515136 0.32408657 0.32312909
 0.32226759 0.32149202 0.32079347 0.32016401 0.31959657 0.31908486
 0.31862326 0.31820673 0.31783078 0.31749137 0.31718488 0.31690807
 0.31665802]",-22.46,yes
63,084258.83+361444.2,"Spectra(plate='8859', mjd='57452', fiber='0427')","Spectra(plate='0864', mjd='52320', fiber='0061')",8.353128,10.270613,8.196005,8.521085,0.81,0.21,0.0,0.186,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[1.95454974 1.02609794 0.71764304 0.56418353 0.4727179  0.41224467
 0.3694767  0.33776972 0.3134319  0.29424767 0.27880668 0.26616837
 0.25568128 0.24687981 0.23942235 0.23305249 0.22757402 0.22283425
 0.21871253 0.21511228 0.21195529 0.20917753 0.20672612 0.20455699
 0.20263314 0.20092329 0.19940084 0.19804301 0.19683023 0.1957456
 0.19477443 0.19390395 0.19312299 0.19242174 0.1917916  0.19122498
 0.19071515 0.19025618 0.18984278 0.18947027 0.18913446 0.18883164
 0.18855847 0.18831197 0.18808949 0.18788863 0.18770725 0.18754344
 0.18739546]",-226.12,yes
65,084348.68+445226.9,"Spectra(plate='8280', mjd='57061', fiber='0902')","Spectra(plate='0763', mjd='52235', fiber='0125')",7.542375,9.864126,6.5264387,6.543326,0.76,0.41,0.1329,0.337,"[1.39655732 0.73316352 0.51276753 0.40311823 0.33776456 0.29455547
 0.26399706 0.24134191 0.22395215 0.2102447  0.19921187 0.1901816
 0.1826884  0.17639961 0.17107113 0.16651976 0.16260531 0.15921867
 0.15627363 0.15370119 0.15144547 0.14946072 0.14770915 0.14615927
 0.14478465 0.14356293 0.14247511 0.14150492 0.14063838 0.13986339
 0.13916947 0.1385475  0.13798949 0.13748844 0.13703819 0.13663333
 0.13626905 0.13594111 0.13564573 0.13537956 0.13513963 0.13492325
 0.13472807 0.13455194 0.13439297 0.13424945 0.13411986 0.13400281
 0.13389708]","[3.54130787 1.85911293 1.30024572 1.02220349 0.85648351 0.74691643
 0.66942821 0.61198062 0.56788468 0.53312615 0.50514974 0.4822513
 0.46325049 0.44730375 0.4337921  0.42225101 0.41232498 0.40373733
 0.39626948 0.38974645 0.38402652 0.3789937  0.37455217 0.37062208
 0.36713639 0.36403844 0.36128001 0.35881986 0.35662252 0.35465735
 0.35289776 0.3513206  0.34990563 0.34863509 0.34749339 0.34646676
 0.34554304 0.34471146 0.34396246 0.34328753 0.34267911 0.34213044
 0.3416355  0.34118889 0.34078579 0.34042186 0.34009324 0.33979644
 0.33952833]",2.54,yes
66,084932.42+402247.2,"Spectra(plate='4606', mjd='56223', fiber='0048')","Spectra(plate='0829', mjd='52296', fiber='0117')",5.776137,6.1446886,2.5283391,2.6295543,0.94,0.87,0.5533,0.5801,"[5.81426007 3.05236552 2.13479513 1.67829434 1.40620868 1.22631709
 1.09909386 1.00477411 0.93237565 0.87530771 0.82937493 0.79177936
 0.76058307 0.73440108 0.71221712 0.6932685  0.67697155 0.66287201
 0.65061099 0.63990121 0.63051    0.62224692 0.61495464 0.60850206
 0.60277912 0.59769278 0.59316388 0.58912471 0.58551703 0.58229054
 0.57940158 0.57681213 0.57448897 0.57240296 0.57052847 0.56884291
 0.56732631 0.56596098 0.56473124 0.56362312 0.56262419 0.56172337
 0.56091075 0.56017749 0.55951566 0.55891815 0.55837861 0.5578913
 0.55745111]","[6.09588336 3.20021189 2.23819746 1.7595853  1.47432072 1.28571578
 1.15233028 1.053442   0.97753681 0.91770469 0.86954708 0.8301305
 0.79742316 0.76997301 0.74671453 0.7268481  0.70976178 0.69497931
 0.68212441 0.67089588 0.6610498  0.65238648 0.64474099 0.63797586
 0.63197573 0.62664302 0.62189476 0.61765994 0.61387752 0.61049474
 0.60746585 0.60475098 0.6023153  0.60012824 0.59816296 0.59639575
 0.59480569 0.59337424 0.59208493 0.59092313 0.58987582 0.58893137
 0.58807939 0.58731061 0.58661672 0.58599028 0.5854246  0.58491369
 0.58445217]",1.05,yes
67,085124.67+262938.1,"Spectra(plate='5181', mjd='56298', fiber='0172')","Spectra(plate='9604', mjd='58133', fiber='0553')",8.452326,6.783841,6.075744,4.9897165,0.8,0.2,0.3446,0.1834,"[3.62117119 1.90103951 1.32956877 1.04525615 0.87579886 0.76376083
 0.68452511 0.62578196 0.58069158 0.54514917 0.51654184 0.493127
 0.47369768 0.45739131 0.44357495 0.43177358 0.4216237  0.41284239
 0.40520612 0.39853598 0.39268705 0.38754074 0.38299904 0.37898032
 0.37541602 0.37224821 0.36942757 0.36691194 0.36466505 0.36265556
 0.36085629 0.35924356 0.35779667 0.35649749 0.35533004 0.35428026
 0.3533357  0.35248537 0.35171947 0.35102933 0.35040718 0.34984614
 0.34934004 0.34888336 0.34847116 0.34809903 0.347763   0.3474595
 0.34718534]","[1.92722808 1.01175463 0.70761147 0.55629709 0.46611001 0.40648211
 0.36431197 0.3330482  0.3090506  0.29013453 0.27490938 0.26244774
 0.25210724 0.2434288  0.23607558 0.22979476 0.22439288 0.21971937
 0.21565526 0.21210534 0.20899247 0.20625354 0.2038364  0.20169759
 0.19980063 0.19811469 0.19661351 0.19527466 0.19407884 0.19300937
 0.19205178 0.19119347 0.19042342 0.18973198 0.18911065 0.18855194
 0.18804924 0.18759668 0.18718906 0.18682176 0.18649065 0.18619206
 0.1859227  0.18567965 0.18546028 0.18526223 0.18508338 0.18492186
 0.18477595]",0.53,yes
68,085641.56+424254.0,"Spectra(plate='4604', mjd='55983', fiber='0760')","Spectra(plate='8296', mjd='57375', fiber='0702')",10.575853,9.81904,1.2310606,1.2260224,0.93,2.08,0.8837,0.8747,"[9.28621294 4.87506852 3.4095761  2.68047841 2.24591832 1.95860548
 1.75541161 1.60476935 1.48913856 1.39799282 1.32463153 1.26458598
 1.21476099 1.17294457 1.13751359 1.1072499  1.08122132 1.05870232
 1.0391197  1.02201464 1.00701552 0.99381819 0.98217137 0.97186566
 0.96272531 0.95460168 0.94736838 0.94091724 0.93515525 0.93000208
 0.92538799 0.92125227 0.91754185 0.91421018 0.91121635 0.90852426
 0.90610204 0.90392142 0.90195734 0.90018751 0.89859207 0.89715333
 0.89585547 0.89468434 0.8936273  0.892673   0.89181127 0.89103298
 0.89032992]","[9.19163795 4.82541862 3.37485144 2.65317921 2.22304487 1.93865815
 1.7375337  1.58842565 1.4739725  1.38375503 1.31114089 1.25170686
 1.20238932 1.16099877 1.12592864 1.09597317 1.07020967 1.04792001
 1.02853683 1.01160598 0.99675962 0.9836967  0.97216849 0.96196774
 0.95292048 0.94487959 0.93771995 0.93133451 0.92563121 0.92053052
 0.91596342 0.91186982 0.90819719 0.90489945 0.90193611 0.89927144
 0.89687389 0.89471548 0.8927714  0.89101959 0.88944041 0.88801632
 0.88673167 0.88557247 0.8845262  0.88358162 0.88272866 0.88195829
 0.88126239]",0.99,yes
69,085723.97+413603.7,"Spectra(plate='4604', mjd='55983', fiber='0228')","Spectra(plate='0830', mjd='52293', fiber='0113')",10.485548,7.9305773,5.6295085,5.584874,0.76,0.35,0.465,0.2926,"[4.88637435 2.56524484 1.7941076  1.41045882 1.18179475 1.03061169
 0.92369175 0.84442429 0.78357975 0.73561917 0.69701671 0.66542093
 0.63920319 0.61719953 0.59855587 0.58263121 0.56893506 0.55708564
 0.54678133 0.5377807  0.52988822 0.52294383 0.5168153  0.51139248
 0.50658285 0.50230823 0.49850209 0.49510752 0.49207558 0.489364
 0.48693608 0.48475988 0.48280747 0.48105436 0.47947901 0.47806245
 0.47678788 0.47564044 0.47460695 0.47367567 0.47283616 0.4720791
 0.47139617 0.47077993 0.47022371 0.46972156 0.46926812 0.46885859
 0.46848864]","[3.07473793 1.61417342 1.12893738 0.88752742 0.74364117 0.64850963
 0.58123055 0.53135172 0.49306545 0.46288638 0.43859589 0.41871433
 0.40221689 0.38837115 0.37663967 0.36661912 0.35800086 0.35054464
 0.34406068 0.33839706 0.33343074 0.329061   0.32520464 0.32179234
 0.3187659  0.3160761  0.3136811  0.31154508 0.30963724 0.30793098
 0.30640322 0.30503385 0.3038053  0.30270216 0.30171088 0.30081951
 0.30001749 0.29929547 0.29864515 0.29805914 0.29753088 0.2970545
 0.29662477 0.296237   0.29588701 0.29557103 0.29528571 0.29502801
 0.29479522]",0.63,yes
70,085830.15+202514.4,"Spectra(plate='9564', mjd='57817', fiber='0813')","Spectra(plate='2282', mjd='53683', fiber='0098')",10.472939,8.375697,2.8235874,2.7600691,0.8,1.1,0.7336,0.6669,"[7.70891231 4.04701852 2.83044588 2.22518837 1.86444006 1.62592846
 1.45724788 1.33219282 1.23620238 1.16053811 1.09963754 1.04979096
 1.00842895 0.97371522 0.94430233 0.91917905 0.89757153 0.87887747
 0.86262104 0.84842134 0.83596989 0.82501418 0.81534561 0.80679037
 0.79920254 0.79245875 0.78645405 0.78109866 0.77631537 0.77203748
 0.76820712 0.76477387 0.76169368 0.75892791 0.75644259 0.75420776
 0.75219696 0.75038673 0.74875626 0.74728704 0.7459626  0.74476823
 0.74369081 0.74271861 0.74184111 0.7410489  0.74033354 0.73968744
 0.7391038 ]","[7.00800657 3.6790576  2.57309754 2.02287094 1.6949224  1.47809663
 1.32475274 1.21106787 1.12380503 1.05502027 0.99965686 0.95434241
 0.91674109 0.88518358 0.85844496 0.83560593 0.815963   0.79896863
 0.78419025 0.77128162 0.75996226 0.75000266 0.74121318 0.73343579
 0.72653786 0.72040722 0.71494848 0.71008001 0.70573163 0.70184269
 0.69836059 0.69523949 0.69243936 0.68992506 0.6876657  0.68563408
 0.6838061  0.68216046 0.68067823 0.67934259 0.67813857 0.6770528
 0.67607334 0.67518953 0.67439182 0.67367164 0.67302132 0.67243396
 0.67190338]",0.91,yes
71,090002.20+180404.3,"Spectra(plate='9556', mjd='57805', fiber='0468')","Spectra(plate='2283', mjd='53729', fiber='0141')",7.748459,5.299806,3.2624,3.1601143,0.68,0.5,0.5857,0.3943,"[6.15473002 3.23110517 2.25980392 1.77657147 1.48855308 1.29812745
 1.16345431 1.06361142 0.98697347 0.92656376 0.87794126 0.83814417
 0.8051211  0.77740595 0.75392295 0.73386473 0.71661347 0.7016883
 0.6887093  0.67737238 0.66743125 0.6586843  0.650965   0.64413457
 0.63807651 0.63269232 0.62789822 0.62362252 0.61980359 0.61638816
 0.61333003 0.61058895 0.60812975 0.60592158 0.60393733 0.60215306
 0.60054766 0.59910238 0.59780063 0.59662762 0.59557019 0.59461662
 0.59375642 0.59298022 0.59227963 0.59164714 0.591076   0.59056016
 0.59009419]","[4.14343529 2.17521729 1.52132608 1.19600842 1.00211112 0.87391438
 0.78325087 0.71603548 0.66444193 0.62377342 0.59104019 0.56424833
 0.54201681 0.52335866 0.50754963 0.49404621 0.48243246 0.47238466
 0.46364705 0.45601491 0.44932242 0.44343387 0.43823715 0.43363883
 0.42956047 0.42593577 0.42270833 0.41982988 0.41725893 0.41495962
 0.41290085 0.41105553 0.40939997 0.4079134  0.40657758 0.40537639
 0.40429561 0.40332264 0.40244628 0.4016566  0.40094473 0.40030277
 0.39972367 0.39920113 0.39872948 0.39830368 0.39791919 0.39757192
 0.39725822]",0.67,yes
72,090002.20+180404.3,"Spectra(plate='9556', mjd='57805', fiber='0468')","Spectra(plate='2283', mjd='53729', fiber='0141')",7.748459,4.1939073,3.3788342,3.0057323,0.54,0.27,0.5883,0.2394,"[6.18205168 3.24544847 2.26983549 1.78445791 1.49516097 1.30389001
 1.16861904 1.06833293 0.99135477 0.9306769  0.88183856 0.84186481
 0.80869514 0.78085695 0.75726971 0.73712246 0.71979462 0.70480318
 0.69176657 0.68037933 0.67039406 0.66160829 0.65385472 0.64699397
 0.64090902 0.63550093 0.63068555 0.62639087 0.62255498 0.61912439
 0.61605268 0.61329944 0.61082932 0.60861135 0.60661828 0.6048261
 0.60321357 0.60176188 0.60045434 0.59927613 0.59821401 0.5972562
 0.59639218 0.59561254 0.59490884 0.59427354 0.59369986 0.59318174
 0.59271369]","[2.51569467 1.32068734 0.92367604 0.7261588  0.60843368 0.53059879
 0.47555227 0.43474231 0.40341719 0.37872522 0.35885118 0.34258445
 0.32908655 0.31775821 0.30815973 0.2999611  0.29290979 0.28680925
 0.28150419 0.27687032 0.27280697 0.26923173 0.26607652 0.26328464
 0.26080846 0.25860772 0.25664817 0.25490052 0.25333956 0.25194353
 0.25069354 0.24957315 0.24856797 0.2476654  0.24685436 0.24612505
 0.24546886 0.24487811 0.24434603 0.24386657 0.24343436 0.24304459
 0.24269299 0.24237573 0.24208937 0.24183084 0.2415974  0.24138655
 0.24119609]",0.41,yes
73,090306.66+272532.9,"Spectra(plate='5780', mjd='56274', fiber='0856')","Spectra(plate='10661', mjd='58171', fiber='0162')",7.074565,5.6730165,1.49891,1.525146,0.8,1.32,0.7851,0.7321,"[8.25009141 4.33112628 3.02914812 2.38140048 1.995327   1.74007147
 1.55954923 1.42571508 1.32298595 1.24200991 1.17683401 1.12348812
 1.07922242 1.04207172 1.010594   0.98370702 0.96058262 0.9405762
 0.92317854 0.907982   0.89465643 0.88293161 0.87258429 0.86342846
 0.85530795 0.84809073 0.84166449 0.83593315 0.83081407 0.82623586
 0.8221366  0.81846233 0.8151659  0.81220597 0.80954618 0.80715446
 0.8050025  0.80306519 0.80132025 0.79974789 0.79833047 0.79705226
 0.79589921 0.79485875 0.79391965 0.79307183 0.79230624 0.79161479
 0.79099017]","[7.69314982 4.03874354 2.82465844 2.2206385  1.86062782 1.6226039
 1.45426823 1.32946887 1.23367471 1.15816515 1.0973891  1.04764444
 1.006367   0.97172425 0.9423715  0.91729959 0.89573626 0.87708042
 0.86085723 0.84668657 0.83426057 0.82332726 0.81367846 0.80514072
 0.7975684  0.7908384  0.78484598 0.77950154 0.77472803 0.77045889
 0.76663636 0.76321013 0.76013623 0.75737612 0.75489588 0.75266563
 0.75065894 0.74885241 0.74722527 0.74575905 0.74443732 0.74324539
 0.74217018 0.74119996 0.74032426 0.73953367 0.73881977 0.73817499
 0.73759254]",0.93,yes
74,090410.43+211531.0,"Spectra(plate='5773', mjd='56009', fiber='0038')","Spectra(plate='5772', mjd='56003', fiber='0514')",8.612059,8.277613,6.941648,7.0815425,0.96,0.17,0.186,0.1531,"[1.95454974 1.02609794 0.71764304 0.56418353 0.4727179  0.41224467
 0.3694767  0.33776972 0.3134319  0.29424767 0.27880668 0.26616837
 0.25568128 0.24687981 0.23942235 0.23305249 0.22757402 0.22283425
 0.21871253 0.21511228 0.21195529 0.20917753 0.20672612 0.20455699
 0.20263314 0.20092329 0.19940084 0.19804301 0.19683023 0.1957456
 0.19477443 0.19390395 0.19312299 0.19242174 0.1917916  0.19122498
 0.19071515 0.19025618 0.18984278 0.18947027 0.18913446 0.18883164
 0.18855847 0.18831197 0.18808949 0.18788863 0.18770725 0.18754344
 0.18739546]","[1.60882562 0.84459997 0.5907051  0.46438978 0.38910274 0.33932613
 0.30412302 0.27802443 0.25799153 0.24220063 0.22949088 0.21908805
 0.21045593 0.20321129 0.19707291 0.19182976 0.18732034 0.18341895
 0.18002628 0.17706285 0.17446427 0.17217785 0.17016005 0.1683746
 0.16679104 0.16538363 0.16413047 0.16301282 0.16201456 0.16112178
 0.1603224  0.15960589 0.15896306 0.15838585 0.15786718 0.15740078
 0.15698113 0.15660334 0.15626306 0.15595644 0.15568003 0.15543077
 0.15520592 0.15500302 0.15481989 0.15465456 0.15450527 0.15437043
 0.15424863]",0.82,yes
