2.989349274502722892e+03 -5.828932036222851387e+00 9.673407122573467021e+00
2.989847885874268286e+03 -2.821845926131794613e+01 3.155153812450865658e+01
2.990346580412179264e+03 -5.632574848425009151e+01 2.143909169661993630e+01
2.990845358130317436e+03 1.242438731568575783e+01 3.263014845609162506e+01
2.991344219042567602e+03 1.326879182615383890e+01 2.195697951297040262e+01
2.991843163162795463e+03 -2.771509768870459567e+01 3.383580760546896471e+01
2.992342190504884911e+03 2.263069344876532085e+01 2.280510334790199423e+01
2.992841301082722566e+03 2.796118060741941580e+00 3.477768082809330252e+01
2.993340494910181405e+03 -2.336930534803478565e+01 2.205794746518521166e+01
2.993839772001157144e+03 9.324571243667568510e+00 3.531353485603653297e+01
2.994339132369527761e+03 7.156081124396806104e+00 2.307224702625585877e+01
2.994838576029193973e+03 -1.435279505472215611e+01 3.468791607805058419e+01
2.995338102994037854e+03 -7.731233939498641794e-01 2.291189019121821246e+01
2.995837713277959665e+03 -8.929793977104564462e+00 3.347568214900351080e+01
2.996337406894861488e+03 -3.777371849657522063e+01 2.275886255117914914e+01
2.996837183858633125e+03 1.558518971802147668e+01 3.351032323519013545e+01
2.997337044183187118e+03 3.345738389981714533e+01 2.170025983103884926e+01
2.997836987882416452e+03 -4.394015679170497890e+01 3.219458799851605590e+01
2.998337014970233213e+03 -1.546880097423392186e+01 2.131748308918393775e+01
2.998837125460551761e+03 2.700760841419930713e+01 3.136668859062851666e+01
2.999337319367272357e+03 -4.325225302861493333e+02 -1.808512301667271061e+02
2.999837596704319367e+03 1.200778465356595007e+03 8.161941481193772461e+02
3.000337957485598508e+03 -1.367536424842880081e+02 5.280121184265403826e+02
3.000838401725032327e+03 -2.320405412514291186e+02 7.769684527425300757e+02
3.001338929436547005e+03 -6.196218041901862534e+02 5.044419658616021707e+02
3.001839540634055084e+03 -5.869863266806934234e+02 7.202501746653063037e+02
3.002340235331491840e+03 5.418988085893597599e+02 4.722480626389211693e+02
3.002841013542774363e+03 -3.485500815546895979e+02 6.897578924402572511e+02
3.003341898170026070e+03 -1.395726081817113879e+02 4.422804562843340364e+02
3.003842820562618726e+03 1.256493043442746966e+03 6.466506951712846103e+02
3.004343849399042028e+03 -5.109165089369633392e+02 4.222250692389706614e+02
3.004844961805054481e+03 1.370504114653685122e+02 5.958069474089199957e+02
3.005346157794584997e+03 4.814759783062633574e+02 3.931123911405674107e+02
3.005847437381584768e+03 3.275820504072938633e+01 5.639894295452136248e+02
3.006348800579988165e+03 6.206803317233810048e+03 4.608144035623354853e+02
3.006850247403745016e+03 -8.519726336408057250e+02 3.486078314737993651e+02
3.007351777866810153e+03 9.179547268398971482e+02 5.109787007729110542e+02
3.007853391983123402e+03 2.963499931162382381e+02 3.269776337596392182e+02
3.008355089766648234e+03 -9.063490576559354395e+02 4.746974751123992746e+02
3.008856871231329478e+03 -1.584066748885146581e+02 3.080576221611088954e+02
3.009358736391129696e+03 2.983371533830705857e+02 4.370780593089510262e+02
3.009860685260015089e+03 5.231788089662145467e+02 2.817689082921465911e+02
3.010362717851936395e+03 -8.271666908934681715e+02 4.080928436158023374e+02
3.010864834180869821e+03 8.349949900912520206e+01 2.620574387399887542e+02
3.011367034260771106e+03 4.614947349841922914e+02 3.844982330938163955e+02
3.011869318105615093e+03 -1.359464086534809724e+02 2.494503630429729526e+02
3.012371685729378441e+03 -9.863702810258799047e+01 3.535309064876200296e+02
3.012874137146025078e+03 -1.253651195180805367e+01 2.284801682386297728e+02
3.013376672369541666e+03 1.475441134118159709e+02 3.310979618352852185e+02
3.013879291413896226e+03 2.622117965904830044e+02 2.153380170134856826e+02
3.014381994293080425e+03 2.975029490825774019e+02 3.062264641517571135e+02
3.014884781021066374e+03 8.142043983644769867e+01 2.006359678384797576e+02
3.015387651611846195e+03 -1.381775828474289369e+02 2.948641233099853594e+02
3.015890606079412009e+03 2.223801613645918849e+02 1.844866819736240870e+02
