5.413302690145082124e+03 8.861614831093669764e+00 8.938684426851661868e+00
5.414180135365184469e+03 -1.052378315371863593e+01 8.673297835197361749e+00
5.415060171884808369e+03 -8.450048740354100474e+00 8.411427764978917310e+00
5.415971913986288200e+03 1.541633669666110862e+01 7.651496387507320307e+00
5.416865383194902279e+03 1.186438082951027795e+01 7.548588403292757043e+00
5.417733365791557844e+03 7.967274762777991626e-01 7.418267884907380427e+00
5.418638975714447042e+03 1.500712261959542637e+01 6.757826074575927322e+00
5.419592780721965937e+03 -1.233979341645806649e+01 6.500773252767781507e+00
5.420478277203006655e+03 -3.149313247703115159e+00 6.689076793928638409e+00
5.421345905349664463e+03 3.789177241785097294e+00 6.040655165634563062e+00
5.422276591790750899e+03 1.323426982681013264e+01 5.480734271971356542e+00
5.423209907825914343e+03 1.473048690108487380e+00 5.633269142659075079e+00
5.424074188261729432e+03 4.433755256681334522e+00 5.358286814238442552e+00
5.424991095205681631e+03 1.407046580894360632e+00 4.830322992782686953e+00
5.425929814512853227e+03 1.204007017588381956e+01 4.674056404043648527e+00
5.426820224324547780e+03 4.442129784077214261e+00 4.617035335867845092e+00
5.427706438443132356e+03 6.211085961081925788e+00 4.301356428374094598e+00
5.428637124213275456e+03 4.509631253806106521e+00 3.924052210739374491e+00
5.429551360637422476e+03 3.722367149851294688e+00 4.016530524966787752e+00
5.430398578038957567e+03 5.161970435773306498e+00 3.865246892960502834e+00
5.431325805560255503e+03 1.067846414475281058e+01 3.695149261497150395e+00
5.432256621366181207e+03 -4.704837252493971889e+00 3.420390314501685403e+00
5.433139520230139169e+03 3.712400167471263224e+00 3.625124415999894101e+00
5.434063091545083807e+03 8.716632014740815393e+00 2.930660951114908652e+00
5.434966171960358224e+03 9.402313270188894734e+00 2.895628187639869733e+00
5.435854808822946325e+03 3.683772224919517058e+00 2.693278191565187107e+00
5.436785571896741203e+03 5.964598185491596816e+00 2.486057764585977825e+00
5.437688598695817745e+03 1.114918685812284949e+01 2.478110327655689726e+00
5.438608677621481547e+03 6.105352552263989097e+00 2.262167552929381209e+00
5.439509215218954523e+03 2.710545276055114527e+00 2.296676541167166796e+00
5.440412246453189255e+03 3.759454434992867355e+00 2.094800965905882606e+00
5.441327003593554764e+03 -2.073366283267206622e+00 2.123210255230714161e+00
5.442215165502835589e+03 7.878037213038934228e-01 1.906507778313613066e+00
5.443131246012226256e+03 2.576077996441800355e+00 1.909958750920184523e+00
5.444046564853779273e+03 -5.860346285963261570e-01 1.709325866530009508e+00
5.444940972517932096e+03 -7.248174143155544646e-01 1.788987262432803815e+00
5.445883481499326081e+03 2.791929792239292052e+00 1.725155077774351398e+00
5.446752276690189319e+03 9.939428379407297953e-01 1.485180178221750635e+00
5.447660326814281689e+03 2.261087452865978786e+00 1.508708054923284303e+00
5.448559085850654810e+03 5.773005399773618151e+00 1.347071118480636320e+00
5.449508474737312099e+03 1.486121877477228459e+00 1.287171292889603968e+00
5.450417558911930428e+03 8.901287450892805264e-01 1.299520950781740902e+00
5.451321680613606986e+03 6.104903469657033455e+00 1.161686270575562174e+00
5.452219790671930241e+03 3.409607040483939588e+00 1.182941564039131865e+00
5.453106296723526611e+03 4.356953779196090615e+00 1.086755992817487027e+00
5.454047299997111622e+03 4.694917505889254272e+00 1.097807777607544555e+00
5.454963986590174500e+03 2.621594062152005744e+00 9.960428932167421090e-01
5.455864325250728143e+03 6.263037715455831156e-02 1.042573510676813697e+00
5.456759685797762359e+03 8.148601256612302279e-01 9.477693153025386064e-01
5.457680420245619644e+03 2.969481314686226892e+00 9.297686790346942898e-01
5.458603940790138040e+03 -4.964123559871124192e-01 8.853824136027431679e-01
5.459502667819338058e+03 2.672085956591159661e+00 9.076632239227336862e-01
