spec-6467-56270-0933-dered.dr16,	1.904,	32.02779
spec-7316-56710-0644-dered.dr16,	1.905,	18.05624
spec-5455-56009-0188-dered.dr16,	1.921,	17.92043
spec-5347-56008-0412-dered.dr16,	1.925,	29.77181
spec-7085-56625-0714-dered.dr16,	1.925,	29.0451
spec-4770-55928-0926-dered.dr16,	1.928,	27.74256
spec-5212-56016-0750-dered.dr16,	1.928,	23.36981
spec-7117-56685-0310-dered.dr16,	1.93,	27.88903
spec-8359-57449-0335-dered.dr16,	1.93,	15.91961
spec-5439-56045-0214-dered.dr16,	1.931,	12.90515
spec-8845-58159-0222-dered.dr16,	1.936,	20.5237
spec-6737-56365-0778-dered.dr16,	1.938,	29.64951
spec-11649-58514-0179-dered.dr16,	1.9382,	20.44197
spec-8749-57684-0186-dered.dr16,	1.9399,	15.73014
spec-8171-57135-0694-dered.dr16,	1.948,	22.82864
spec-9204-57712-0914-dered.dr16,	1.949,	21.80563
spec-6439-56358-0009-dered.dr16,	1.95,	26.6778
spec-9425-58112-0144-dered.dr16,	1.9516,	16.27611
spec-6453-56365-0011-dered.dr16,	1.953,	14.48099
spec-9198-57713-0540-dered.dr16,	1.9531,	18.2766
spec-8225-57375-0694-dered.dr16,	1.958,	14.20133
spec-11341-58428-0486-dered.dr16,	1.967,	15.35901
spec-7403-57071-0918-dered.dr16,	1.969,	27.5265
spec-5889-56038-0130-dered.dr16,	1.97,	14.73634
spec-5804-56304-0680-dered.dr16,	1.971,	19.78964
spec-6709-56429-0062-dered.dr16,	1.971,	16.09967
spec-5354-55927-0380-dered.dr16,	1.972,	24.21714
spec-5304-55925-0604-dered.dr16,	1.974,	15.88811
spec-5971-56064-0850-dered.dr16,	1.975,	14.8082
spec-8365-57450-0132-dered.dr16,	1.975,	13.6718
spec-6321-56449-0174-dered.dr16,	1.977,	14.66829
spec-7573-56946-0918-dered.dr16,	1.9781,	14.58464
spec-10431-58137-0254-dered.dr16,	1.9783,	22.93063
spec-5855-56088-0672-dered.dr16,	1.979,	21.72314
spec-5166-56065-0360-dered.dr16,	1.98,	17.16984
spec-5042-55856-0456-dered.dr16,	1.981,	16.92648
spec-8396-57837-0275-dered.dr16,	1.984,	15.21832
spec-9312-57784-0818-dered.dr16,	1.9995,	22.63647
spec-5998-56087-0794-dered.dr16,	2.003,	15.61219
spec-7904-57358-0124-dered.dr16,	2.0044,	23.00197
spec-7737-57722-0828-dered.dr16,	2.0113,	14.77272
spec-5373-56010-0038-dered.dr16,	2.013,	16.60479
spec-6054-56089-0020-dered.dr16,	2.015,	18.34013
spec-6781-56274-0614-dered.dr16,	2.016,	22.22208
spec-5331-55976-0798-dered.dr16,	2.02,	19.9825
spec-6020-56087-0326-dered.dr16,	2.02,	18.39505
spec-7845-56980-0206-dered.dr16,	2.0201,	24.53844
spec-7113-56711-0195-dered.dr16,	2.022,	17.85028
spec-5848-56029-0360-dered.dr16,	2.023,	27.20119
spec-8539-58021-0282-dered.dr16,	2.0315,	15.79701
spec-7873-57307-0142-dered.dr16,	2.0318,	17.8567
spec-11112-58428-0134-dered.dr16,	2.034,	18.89815
spec-5860-56046-0884-dered.dr16,	2.038,	33.75813
spec-7722-58425-0540-dered.dr16,	2.0403,	15.3148
spec-11313-58426-0234-dered.dr16,	2.0409,	17.3173
spec-5309-55929-0638-dered.dr16,	2.041,	21.8411
spec-5026-55855-0325-dered.dr16,	2.056,	11.29372
spec-7302-57012-0588-dered.dr16,	2.06,	31.64597
spec-5151-56567-0588-dered.dr16,	2.066,	17.15202
spec-5886-56034-0282-dered.dr16,	2.066,	20.37969
spec-6737-56365-0320-dered.dr16,	2.069,	16.60242
spec-5389-55953-0752-dered.dr16,	2.07,	23.19268
spec-5428-56029-0029-dered.dr16,	2.072,	12.48837
spec-6839-56425-0124-dered.dr16,	2.078,	13.96191
spec-11341-58428-0374-dered.dr16,	2.0803,	15.1522
spec-5880-56042-0708-dered.dr16,	2.084,	14.54377
spec-8159-57064-0332-dered.dr16,	2.085,	18.272
spec-5804-56304-0320-dered.dr16,	2.086,	13.03972
