,Spectra Name,Redshift,SNR
8908,spec-6042-56101-0334-dered.dr16,2.36439,12.63933
8909,spec-6050-56089-0754-dered.dr16,2.37339,14.84423
8910,spec-6174-56243-0284-dered.dr16,2.36633,17.90235
8911,spec-6318-56186-0342-dered.dr16,2.370397,14.48885
8912,spec-6418-56354-0754-dered.dr16,2.37109,16.94824
8913,spec-6626-56330-0008-dered.dr16,2.36803,17.34492
8914,spec-6688-56412-0764-dered.dr16,2.37127,17.1604
8915,spec-6693-56384-0808-dered.dr16,2.36847,16.68122
8916,spec-6726-56394-0138-dered.dr16,2.369,14.71437
8917,spec-7126-56568-0246-dered.dr16,2.372076,15.76182
8918,spec-7143-56572-0913-dered.dr16,2.3696,18.17733
8919,spec-7295-57067-0193-dered.dr16,2.3641,14.40398
8920,spec-4664-56192-0202-dered.dr16,2.36096,13.51704
8921,spec-5196-55831-0418-dered.dr16,2.37123,11.24821
8922,spec-5699-55953-0208-dered.dr16,2.37,12.3708
8923,spec-5706-56165-0437-dered.dr16,2.37004,18.47574
8924,spec-5778-56328-0970-dered.dr16,2.36459,12.72877
8925,spec-5978-56073-0954-dered.dr16,2.366503,30.17182
8926,spec-6009-56313-0256-dered.dr16,2.36887,13.00867
8927,spec-6257-56274-0490-dered.dr16,2.36752,13.35247
8928,spec-6301-56543-0298-dered.dr16,2.3725,12.47382
8929,spec-6319-56452-0474-dered.dr16,2.37495,14.11996
8930,spec-6383-56362-0681-dered.dr16,2.37338,14.07411
8931,spec-6407-56311-0584-dered.dr16,2.36945,40.26361
8932,spec-6421-56274-0230-dered.dr16,2.37,18.15957
8933,spec-6443-56367-0570-dered.dr16,2.369485,10.25008
8934,spec-6497-56329-0796-dered.dr16,2.3688,16.02669
8935,spec-6529-56535-0654-dered.dr16,2.36582,10.86145
8936,spec-6708-56452-0138-dered.dr16,2.373106,33.56598
8937,spec-6715-56449-0380-dered.dr16,2.37358,11.34085
8938,spec-6719-56390-0458-dered.dr16,2.36849,11.21133
8939,spec-6720-56390-0132-dered.dr16,2.3701,15.24666
8940,spec-6745-56425-0134-dered.dr16,2.37002,19.68273
8941,spec-6806-56419-0302-dered.dr16,2.359638,13.58384
8942,spec-6837-56442-0291-dered.dr16,2.36838,13.22449
8943,spec-7083-56722-0348-dered.dr16,2.373139,18.96968
8944,spec-7093-56657-0314-dered.dr16,2.37001,10.30011
8945,spec-7097-56667-0098-dered.dr16,2.37624,36.47834
8946,spec-7106-56663-0710-dered.dr16,2.366318,14.81466
8947,spec-7114-56748-0532-dered.dr16,2.367167,10.59008
8948,spec-7133-56567-0756-dered.dr16,2.37039,15.65833
8949,spec-8379-57787-0052-dered.dr16,2.37,12.01904
8950,spec-4604-55983-0176-dered.dr16,2.372706,11.01373
8951,spec-5057-56209-0590-dered.dr16,2.371223,20.61574
8952,spec-5357-55956-0188-dered.dr16,2.3707,13.31185
8953,spec-5422-55986-0264-dered.dr16,2.371,11.05687
8954,spec-5446-56014-0854-dered.dr16,2.37359,10.91247
8955,spec-5479-56016-0956-dered.dr16,2.37058,11.61066
8956,spec-5491-56034-0166-dered.dr16,2.374126,14.45897
8957,spec-5878-56033-0900-dered.dr16,2.3704,13.094
8958,spec-6044-56090-0190-dered.dr16,2.37235,18.00408
8959,spec-6131-56211-0748-dered.dr16,2.373126,12.24007
8960,spec-6136-56206-0982-dered.dr16,2.37128,11.06678
8961,spec-6428-56279-0126-dered.dr16,2.37346,18.8074
8962,spec-6599-56567-0168-dered.dr16,2.38538,10.54164
8963,spec-6604-56337-0170-dered.dr16,2.37482,22.67739
8964,spec-6638-56370-0122-dered.dr16,2.38155,13.12171
8965,spec-6668-56605-0664-dered.dr16,2.37267,11.47511
8966,spec-6669-56413-0074-dered.dr16,2.376087,11.41706
8967,spec-6757-56416-0177-dered.dr16,2.371,10.82831
8968,spec-6758-56415-0840-dered.dr16,2.37586,10.27038
8969,spec-6838-56429-0280-dered.dr16,2.36824,13.70642
8970,spec-7143-56572-0746-dered.dr16,2.36835,10.12067
8971,spec-7582-56960-0689-dered.dr16,2.37124,10.32776
8972,spec-7644-57327-0686-dered.dr16,2.3684,13.73429
8973,spec-4398-55946-0860-dered.dr16,2.37032,23.64981
8974,spec-4792-55925-0882-dered.dr16,2.37691,14.49263
8975,spec-4848-55955-0230-dered.dr16,2.36912,13.94445
8976,spec-5372-55978-0119-dered.dr16,2.37194,11.25651
8977,spec-5709-56571-0610-dered.dr16,2.37281,17.41823
8978,spec-5720-56602-0566-dered.dr16,2.37805,10.45231
8979,spec-5778-56328-0190-dered.dr16,2.375086,10.66495
8980,spec-5870-56065-0302-dered.dr16,2.37452,13.60995
8981,spec-6040-56101-0785-dered.dr16,2.37531,14.71633
8982,spec-6044-56090-0116-dered.dr16,2.37197,13.77296
8983,spec-6286-56301-0219-dered.dr16,2.37318,10.34382
8984,spec-6417-56308-0641-dered.dr16,2.37208,24.01816
8985,spec-6469-56328-0862-dered.dr16,2.37049,12.86934
8986,spec-6506-56564-0852-dered.dr16,2.37407,15.63205
8987,spec-6719-56390-0112-dered.dr16,2.36833,27.54916
8988,spec-6720-56390-0126-dered.dr16,2.37217,13.62682
8989,spec-7103-56661-0292-dered.dr16,2.36472,17.06409
8990,spec-9313-57727-0024-dered.dr16,2.372,13.62361
8991,spec-11086-58401-0457-dered.dr16,2.3726,26.511
8992,spec-8861-57459-0038-dered.dr16,2.38626,23.92019
8993,spec-5028-55836-0712-dered.dr16,2.37082,19.88964
8994,spec-5059-56190-0509-dered.dr16,2.37217,10.28475
8995,spec-5107-55940-0674-dered.dr16,2.37303,18.58251
8996,spec-5129-55864-0268-dered.dr16,2.37049,15.18725
8997,spec-5160-55895-0066-dered.dr16,2.36809,11.64148
8998,spec-5207-56018-0258-dered.dr16,2.378534,21.95221
8999,spec-5307-55998-0198-dered.dr16,2.37472,28.69017
9000,spec-5355-56009-0856-dered.dr16,2.378241,12.8988
9001,spec-5365-55945-0873-dered.dr16,2.37284,12.7961
9002,spec-5468-56014-0508-dered.dr16,2.36844,10.42371
9003,spec-5648-55923-0336-dered.dr16,2.37516,14.16483
9004,spec-5806-56310-0716-dered.dr16,2.38277,16.383
9005,spec-6141-56210-0692-dered.dr16,2.37398,13.66356
9006,spec-6179-56221-0701-dered.dr16,2.373,11.43179
9007,spec-6206-56245-0024-dered.dr16,2.37693,15.92024
9008,spec-6821-56396-0954-dered.dr16,2.37095,15.59695
9009,spec-6967-56447-0736-dered.dr16,2.3736,24.85834
9010,spec-7097-56667-0196-dered.dr16,2.37958,12.07503
9011,spec-7111-56741-0470-dered.dr16,2.36867,11.27182
9012,spec-7150-56597-0714-dered.dr16,2.37413,12.08781
9013,spec-9558-57806-0680-dered.dr16,2.373,12.00914
9014,spec-10290-58099-0340-dered.dr16,2.3733,16.95055
9015,spec-4745-55892-0732-dered.dr16,2.37489,11.2578
9016,spec-5291-55947-0104-dered.dr16,2.37784,12.17366
9017,spec-5332-55981-0216-dered.dr16,2.36529,13.39562
9018,spec-5382-55982-0491-dered.dr16,2.36967,11.24942
9019,spec-5472-55976-0972-dered.dr16,2.37538,15.71492
9020,spec-5969-56069-0378-dered.dr16,2.37797,15.40509
9021,spec-6017-56075-0396-dered.dr16,2.37494,13.47399
9022,spec-6034-56103-0169-dered.dr16,2.38455,29.9485
9023,spec-6062-56091-0576-dered.dr16,2.37374,12.19287
9024,spec-6113-56219-0238-dered.dr16,2.3782,17.62872
9025,spec-6438-56367-0010-dered.dr16,2.36921,14.65528
9026,spec-6444-56339-0016-dered.dr16,2.37609,20.03401
9027,spec-6457-56330-0756-dered.dr16,2.37694,12.87007
9028,spec-6470-56334-0571-dered.dr16,2.36311,12.44652
9029,spec-6494-56363-0049-dered.dr16,2.37862,10.36311
9030,spec-6646-56389-0732-dered.dr16,2.375659,14.01919
9031,spec-6677-56385-0642-dered.dr16,2.37171,16.43583
9032,spec-6679-56401-0154-dered.dr16,2.37853,19.40478
9033,spec-6747-56388-0738-dered.dr16,2.37651,13.58212
9034,spec-6817-56455-0602-dered.dr16,2.37987,10.60287
9035,spec-7159-56603-0653-dered.dr16,2.377,17.71888
9036,spec-8864-57428-0664-dered.dr16,2.38151,11.55787
9037,spec-9570-57805-0277-dered.dr16,2.374,17.896
9038,spec-7681-57042-0764-dered.dr16,2.38956,41.63567
9039,spec-7750-58402-0178-dered.dr16,2.3745,20.49985
9040,spec-7618-56898-0381-dered.dr16,2.3759,16.7183
9041,spec-5404-56013-0594-dered.dr16,2.37464,15.08055
9042,spec-5408-56038-0196-dered.dr16,2.372695,18.464
9043,spec-5989-56312-0778-dered.dr16,2.37149,13.85667
9044,spec-6048-56072-0080-dered.dr16,2.375,17.22388
9045,spec-6294-56482-0090-dered.dr16,2.37318,11.71218
9046,spec-6323-56189-0276-dered.dr16,2.37976,16.18778
9047,spec-6408-56329-0804-dered.dr16,2.37383,21.98284
9048,spec-6421-56274-0002-dered.dr16,2.3777,15.77719
9049,spec-6426-56334-0628-dered.dr16,2.37126,15.64567
9050,spec-6440-56370-0760-dered.dr16,2.37374,14.54362
9051,spec-6441-56364-0742-dered.dr16,2.375,15.49645
9052,spec-6472-56362-0176-dered.dr16,2.37,14.75884
9053,spec-6479-56364-0200-dered.dr16,2.38463,10.68597
9054,spec-6591-56535-0752-dered.dr16,2.37786,12.84649
9055,spec-6594-56272-0720-dered.dr16,2.37358,11.68592
9056,spec-6624-56385-0958-dered.dr16,2.37706,18.79712
9057,spec-6637-56370-0932-dered.dr16,2.375,10.8071
9058,spec-6735-56397-0289-dered.dr16,2.37572,22.56992
9059,spec-6816-56444-0422-dered.dr16,2.383343,20.79117
9060,spec-6831-56426-0824-dered.dr16,2.37364,11.93807
9061,spec-10725-58250-0601-dered.dr16,2.3754,11.11438
9062,spec-7604-56947-0414-dered.dr16,1.70878,17.77761
9063,spec-7905-57666-0123-dered.dr16,2.3758,10.2519
9064,spec-4977-56047-0624-dered.dr16,2.3767,23.02011
9065,spec-5393-55946-0818-dered.dr16,2.37655,43.63393
9066,spec-5407-55926-0886-dered.dr16,2.37818,28.90565
9067,spec-5769-56246-0584-dered.dr16,2.37905,11.43708
9068,spec-5886-56034-0274-dered.dr16,2.37613,11.30124
9069,spec-6129-56301-0547-dered.dr16,2.376,13.6699
9070,spec-6156-56239-0762-dered.dr16,2.376,17.91438
9071,spec-6479-56364-0804-dered.dr16,2.375496,16.68864
9072,spec-6600-56566-0610-dered.dr16,2.37318,12.55251
9073,spec-6656-56624-0768-dered.dr16,2.38424,14.41631
9074,spec-6668-56605-0069-dered.dr16,2.3745,10.5981
9075,spec-6706-56385-0834-dered.dr16,2.37923,14.75399
9076,spec-8187-57423-0278-dered.dr16,2.37212,14.54552
9077,spec-9208-57688-0316-dered.dr16,2.376,37.72291
9078,spec-9560-57805-0672-dered.dr16,2.376,16.2807
9079,spec-8524-57656-0140-dered.dr16,2.3767,10.46154
9080,spec-5057-56209-0142-dered.dr16,2.38146,12.76034
9081,spec-5168-56035-0816-dered.dr16,2.377517,12.01477
9082,spec-5211-56002-0118-dered.dr16,2.375315,13.74551
9083,spec-5304-55925-0526-dered.dr16,2.38614,18.23472
9084,spec-5848-56029-0806-dered.dr16,2.37873,10.65731
9085,spec-5905-56065-0576-dered.dr16,2.38224,12.57429
9086,spec-5979-56329-0700-dered.dr16,2.377,11.42587
9087,spec-6147-56239-0024-dered.dr16,2.37813,12.09438
9088,spec-6272-56325-0762-dered.dr16,2.37738,13.17055
9089,spec-6428-56279-0822-dered.dr16,2.38292,14.8316
9090,spec-6529-56535-0218-dered.dr16,2.37378,12.5344
9091,spec-6594-56272-0159-dered.dr16,2.37568,11.21592
9092,spec-6641-56383-0814-dered.dr16,2.38042,15.38882
9093,spec-6754-56414-0414-dered.dr16,2.38038,12.15255
9094,spec-6799-56478-0604-dered.dr16,2.38107,13.76212
9095,spec-7136-56570-0664-dered.dr16,2.37787,16.62717
9096,spec-8166-57130-0177-dered.dr16,2.380203,21.77281
9097,spec-5166-56065-0860-dered.dr16,2.371207,16.84005
9098,spec-5393-55946-0720-dered.dr16,2.377258,13.83401
9099,spec-5902-56042-0630-dered.dr16,2.37982,10.80589
9100,spec-6044-56090-0222-dered.dr16,2.38037,16.6666
9101,spec-6155-56245-0346-dered.dr16,2.378,11.06548
9102,spec-6440-56370-0820-dered.dr16,2.37898,12.72162
9103,spec-6449-56356-0602-dered.dr16,2.37823,10.5579
9104,spec-6503-56564-0758-dered.dr16,2.37864,22.7685
9105,spec-7035-56568-0641-dered.dr16,2.37689,10.35455
9106,spec-7761-58071-0304-dered.dr16,2.3788,13.05929
9107,spec-4361-55831-0320-dered.dr16,2.38203,17.24514
9108,spec-5028-55836-0370-dered.dr16,2.38113,17.05029
9109,spec-5381-56009-0556-dered.dr16,2.3809,10.16682
9110,spec-5466-56033-0762-dered.dr16,2.37912,16.44065
9111,spec-5947-56093-0090-dered.dr16,2.38038,11.22701
9112,spec-5992-56066-0132-dered.dr16,2.3746,14.61928
9113,spec-6025-56098-0792-dered.dr16,2.379,12.70731
9114,spec-6425-56298-0273-dered.dr16,2.38207,42.74301
9115,spec-6446-56363-0226-dered.dr16,2.37572,11.15495
9116,spec-6512-56567-0842-dered.dr16,2.38308,15.06173
9117,spec-6669-56413-0332-dered.dr16,2.379,13.29586
9118,spec-9571-57808-0654-dered.dr16,2.379,13.02223
9119,spec-10917-58252-0218-dered.dr16,2.3792,12.68191
9120,spec-7653-57306-0141-dered.dr16,2.41556,25.91569
9121,spec-4974-56038-0130-dered.dr16,2.38161,20.84688
9122,spec-4977-56047-0073-dered.dr16,2.37709,10.19825
9123,spec-5032-56208-0896-dered.dr16,2.380969,10.87896
9124,spec-5211-56002-0111-dered.dr16,2.37331,11.97642
9125,spec-5323-55957-0300-dered.dr16,2.38824,12.16177
9126,spec-5386-56008-0068-dered.dr16,2.387437,10.76125
9127,spec-5424-56033-0408-dered.dr16,2.38039,13.06667
9128,spec-5712-56602-0280-dered.dr16,2.39855,12.62721
9129,spec-5782-56272-0148-dered.dr16,2.3693,30.76971
9130,spec-5788-56255-0936-dered.dr16,2.37914,10.21497
9131,spec-5860-56046-0564-dered.dr16,2.37755,11.50902
9132,spec-5872-56027-0152-dered.dr16,2.38617,10.51945
9133,spec-5997-56309-0052-dered.dr16,2.3827,10.09524
9134,spec-5997-56309-0386-dered.dr16,2.374527,10.55043
9135,spec-6147-56239-0706-dered.dr16,2.37835,12.69812
9136,spec-6186-56246-0312-dered.dr16,2.38123,19.18606
9137,spec-6270-56273-0854-dered.dr16,2.37535,10.79679
9138,spec-6451-56358-0702-dered.dr16,2.38,18.54341
9139,spec-6515-56536-0107-dered.dr16,2.39249,21.22054
9140,spec-6521-56537-0936-dered.dr16,2.37885,12.76006
9141,spec-6530-56537-0292-dered.dr16,2.38,15.53359
9142,spec-6641-56383-0406-dered.dr16,2.37787,12.83399
9143,spec-6648-56383-0477-dered.dr16,2.380528,11.20818
9144,spec-6669-56413-0110-dered.dr16,2.38406,12.06216
9145,spec-6690-56416-0436-dered.dr16,2.37879,10.66376
9146,spec-6729-56419-0505-dered.dr16,2.38561,17.92797
9147,spec-6736-56366-0274-dered.dr16,2.37821,18.80132
9148,spec-6835-56420-0178-dered.dr16,2.38487,13.32319
9149,spec-6963-56724-0476-dered.dr16,2.38103,17.22932
9150,spec-7033-56565-0076-dered.dr16,2.377087,10.86045
9151,spec-7053-56564-0650-dered.dr16,2.39509,13.51002
9152,spec-7087-56637-0331-dered.dr16,2.36646,20.93438
9153,spec-7108-56686-0690-dered.dr16,2.37471,12.98492
9154,spec-7138-56572-0584-dered.dr16,2.38554,12.21134
9155,spec-7718-57362-0047-dered.dr16,2.377408,12.60332
9156,spec-9558-57806-0065-dered.dr16,2.38,11.6592
9157,spec-9564-57817-0200-dered.dr16,2.38,12.66036
9158,spec-4841-55895-0414-dered.dr16,2.360761,22.388
9159,spec-4989-56069-0888-dered.dr16,2.38187,10.99525
9160,spec-5453-56001-0108-dered.dr16,2.384599,12.37346
9161,spec-5776-56010-0798-dered.dr16,2.37604,11.9992
9162,spec-5895-56046-0414-dered.dr16,2.37803,11.31457
9163,spec-5954-56462-0832-dered.dr16,2.38276,16.50399
9164,spec-5966-56101-0644-dered.dr16,2.38262,11.54901
9165,spec-5979-56329-0524-dered.dr16,2.38226,33.40524
9166,spec-6159-56214-0908-dered.dr16,2.38426,10.81332
9167,spec-6159-56214-0926-dered.dr16,2.38409,21.00774
9168,spec-6204-56220-0820-dered.dr16,2.37883,10.19841
9169,spec-6293-56561-0391-dered.dr16,2.3838,11.95225
9170,spec-6408-56329-0407-dered.dr16,2.38076,10.1475
9171,spec-6428-56279-0986-dered.dr16,2.37775,10.13183
9172,spec-6598-56574-0455-dered.dr16,2.37971,10.64014
9173,spec-6714-56447-0958-dered.dr16,2.38879,10.04949
9174,spec-6795-56425-0679-dered.dr16,2.38657,12.94598
9175,spec-7037-56570-0192-dered.dr16,2.384087,19.72076
9176,spec-11096-58485-0200-dered.dr16,2.3811,19.99808
9177,spec-10249-58229-0197-dered.dr16,2.382,12.47849
9178,spec-4295-55858-0792-dered.dr16,2.38564,10.01307
9179,spec-5372-55978-0742-dered.dr16,2.384341,10.71974
9180,spec-5413-55976-0188-dered.dr16,2.38117,10.97411
9181,spec-5648-55923-0784-dered.dr16,2.38658,14.49693
9182,spec-6044-56090-0110-dered.dr16,2.37666,10.021
9183,spec-6390-56244-0961-dered.dr16,2.38713,16.12218
9184,spec-6618-56401-0446-dered.dr16,2.37802,25.04651
9185,spec-6633-56369-0012-dered.dr16,2.376649,11.57422
9186,spec-6724-56416-0270-dered.dr16,2.38655,10.72493
9187,spec-6756-56426-0618-dered.dr16,2.38138,10.48506
9188,spec-7041-56569-0700-dered.dr16,2.38896,23.65974
9189,spec-7050-56573-0712-dered.dr16,2.38547,13.70526
9190,spec-7284-56683-0668-dered.dr16,2.3834,15.91482
9191,spec-7288-57039-0017-dered.dr16,2.385037,21.92813
9192,spec-10292-58113-0156-dered.dr16,2.383,12.14529
9193,spec-4281-55836-0130-dered.dr16,2.38407,10.0033
9194,spec-4416-55828-0740-dered.dr16,2.39143,12.43818
9195,spec-4419-55867-0204-dered.dr16,2.38973,12.10593
9196,spec-4467-55894-0212-dered.dr16,2.38212,11.80846
9197,spec-5197-55828-0282-dered.dr16,2.38717,10.51571
9198,spec-5317-56000-0287-dered.dr16,2.38402,14.38918
9199,spec-5349-55929-0728-dered.dr16,2.38098,12.37507
9200,spec-5411-55953-0352-dered.dr16,2.37935,17.5263
9201,spec-5743-56011-0170-dered.dr16,2.38785,10.2303
9202,spec-5778-56328-0182-dered.dr16,2.374635,14.96912
9203,spec-5866-56035-0552-dered.dr16,2.38894,15.48005
9204,spec-5875-56038-0078-dered.dr16,2.3881,14.10855
9205,spec-6114-56209-0680-dered.dr16,2.38313,19.3564
9206,spec-6176-56264-0804-dered.dr16,2.3863,13.39683
9207,spec-6407-56311-0216-dered.dr16,2.394382,12.67925
9208,spec-6428-56279-0220-dered.dr16,2.39861,21.60131
9209,spec-6495-56339-0310-dered.dr16,2.38861,19.06305
9210,spec-6676-56389-0143-dered.dr16,2.38516,10.40488
9211,spec-6738-56424-0962-dered.dr16,2.378298,11.38423
9212,spec-7163-56593-0063-dered.dr16,2.38373,11.55849
9213,spec-8166-57130-0731-dered.dr16,2.36646,24.36173
9214,spec-4346-56209-0650-dered.dr16,2.38453,26.35045
9215,spec-4540-55863-0102-dered.dr16,2.37696,10.3501
9216,spec-4714-56041-0154-dered.dr16,2.398981,14.03872
9217,spec-4842-55867-0888-dered.dr16,2.38713,25.20964
9218,spec-5458-56011-0445-dered.dr16,2.388954,10.12067
9219,spec-5489-55990-0066-dered.dr16,2.38371,24.14806
9220,spec-5813-56363-0968-dered.dr16,2.38891,11.74916
9221,spec-5862-56045-0936-dered.dr16,2.38809,11.8388
9222,spec-5866-56035-0962-dered.dr16,2.38026,13.83851
9223,spec-5883-56033-0996-dered.dr16,2.38606,10.40617
9224,spec-5971-56064-0280-dered.dr16,2.383797,11.3655
9225,spec-5977-56098-0676-dered.dr16,2.38936,15.97595
9226,spec-6009-56313-0498-dered.dr16,2.38861,18.67161
9227,spec-6038-56090-0126-dered.dr16,2.38295,16.79873
9228,spec-6175-56265-0188-dered.dr16,2.38431,10.38242
9229,spec-6312-56487-0492-dered.dr16,2.37998,10.4115
9230,spec-6316-56483-0804-dered.dr16,2.39374,12.46774
9231,spec-6412-56358-0571-dered.dr16,2.38342,11.92949
9232,spec-6419-56331-0144-dered.dr16,2.379504,20.12064
9233,spec-6428-56279-0060-dered.dr16,2.37975,12.00827
9234,spec-6585-56479-0326-dered.dr16,2.38699,10.57588
9235,spec-6594-56272-0134-dered.dr16,2.38715,14.40573
9236,spec-6708-56452-0478-dered.dr16,2.3859,20.82372
9237,spec-6738-56424-0338-dered.dr16,2.38536,10.65741
9238,spec-6830-56429-0732-dered.dr16,2.38769,11.79813
9239,spec-7110-56746-0708-dered.dr16,2.38772,17.46768
9240,spec-9353-57814-0686-dered.dr16,2.3841,17.29979
9241,spec-7648-57329-0934-dered.dr16,2.39044,45.80917
9242,spec-8279-57063-0008-dered.dr16,2.3845,10.11748
9243,spec-8298-57390-0888-dered.dr16,2.38352,10.66225
9244,spec-4425-55864-0479-dered.dr16,2.388369,20.17054
9245,spec-5050-56215-0575-dered.dr16,2.382878,12.73789
9246,spec-5172-56071-0801-dered.dr16,2.385,10.72903
9247,spec-5202-55824-0474-dered.dr16,2.38646,25.64505
9248,spec-5331-55976-0437-dered.dr16,2.38134,11.64083
9249,spec-5376-55987-0126-dered.dr16,2.380901,11.37187
9250,spec-5389-55953-0934-dered.dr16,2.37349,14.95585
9251,spec-5403-55979-0258-dered.dr16,2.385001,16.20942
9252,spec-5467-55973-0982-dered.dr16,2.38232,15.00944
9253,spec-5715-56657-0362-dered.dr16,2.38218,15.65822
9254,spec-5779-56338-1000-dered.dr16,2.388083,12.50585
9255,spec-5783-56017-0608-dered.dr16,2.38853,30.79652
9256,spec-5861-56069-0892-dered.dr16,2.38616,13.58385
9257,spec-5969-56069-0898-dered.dr16,2.391801,10.98628
9258,spec-5972-56334-0408-dered.dr16,2.38178,25.57078
9259,spec-5991-56076-0124-dered.dr16,2.38322,11.77832
9260,spec-5999-56089-0552-dered.dr16,2.38814,13.41529
9261,spec-6008-56093-0980-dered.dr16,2.38065,13.6901
9262,spec-6019-56074-0138-dered.dr16,2.380447,10.95187
9263,spec-6035-56076-0304-dered.dr16,2.388021,12.79831
9264,spec-6037-56104-0196-dered.dr16,2.385,18.3729
9265,spec-6038-56090-0282-dered.dr16,2.38643,18.22684
9266,spec-6320-56453-0760-dered.dr16,2.386378,13.90952
9267,spec-6424-56272-0748-dered.dr16,2.38638,14.66811
9268,spec-6669-56413-0894-dered.dr16,2.38386,29.26689
9269,spec-6706-56385-0628-dered.dr16,2.38747,11.67354
9270,spec-6976-56448-0440-dered.dr16,2.385,19.57809
9271,spec-7083-56722-0582-dered.dr16,2.38591,12.66706
9272,spec-10658-58439-0136-dered.dr16,2.3855,10.21812
9273,spec-7664-57367-0028-dered.dr16,2.38033,13.83874
9274,spec-4412-55912-0304-dered.dr16,2.39572,22.54176
9275,spec-5132-55858-0342-dered.dr16,2.38588,10.16021
9276,spec-5386-56008-0404-dered.dr16,2.38573,13.94935
9277,spec-5859-56065-0792-dered.dr16,2.38764,13.79096
9278,spec-5863-56042-0152-dered.dr16,2.39635,12.09954
9279,spec-5893-56034-0638-dered.dr16,2.38108,10.31649
9280,spec-6021-56067-0838-dered.dr16,2.38805,15.28844
9281,spec-6177-56268-0387-dered.dr16,2.39022,10.21871
9282,spec-6269-56246-0082-dered.dr16,2.38953,22.18608
9283,spec-6454-56336-0126-dered.dr16,2.389635,12.5312
9284,spec-6974-56442-0604-dered.dr16,2.38638,12.30659
9285,spec-7045-56577-0588-dered.dr16,2.38606,19.02682
9286,spec-7055-56576-0780-dered.dr16,2.38736,10.06242
9287,spec-11121-58438-0979-dered.dr16,2.3861,11.82434
9288,spec-10228-58223-0026-dered.dr16,2.3862,17.37815
9289,spec-8754-58425-0596-dered.dr16,2.3864,14.82002
9290,spec-11081-58398-0824-dered.dr16,2.387,14.79993
9291,spec-4841-55895-0298-dered.dr16,2.387,11.74687
9292,spec-5045-56181-0188-dered.dr16,2.38979,15.00631
9293,spec-5350-56009-0662-dered.dr16,2.38836,10.16986
9294,spec-5402-55927-0236-dered.dr16,2.38674,31.28688
9295,spec-5785-56269-0686-dered.dr16,2.39306,14.76578
9296,spec-5791-56255-0290-dered.dr16,2.38808,10.24121
9297,spec-5848-56029-0276-dered.dr16,2.38748,25.92598
9298,spec-5866-56035-0038-dered.dr16,2.38759,10.12945
9299,spec-6473-56363-0456-dered.dr16,2.3848,11.01821
9300,spec-6678-56401-0358-dered.dr16,2.387,10.60629
9301,spec-6826-56449-0398-dered.dr16,2.388017,12.97647
9302,spec-6881-56540-0838-dered.dr16,2.38801,24.53749
9303,spec-7717-58100-0356-dered.dr16,2.3877,10.33892
9304,spec-7610-56980-0348-dered.dr16,2.3879,19.79379
9305,spec-4395-55828-0664-dered.dr16,2.3893,10.22149
9306,spec-4871-55928-0060-dered.dr16,2.39198,10.55129
9307,spec-5304-55925-0403-dered.dr16,2.388,11.59648
9308,spec-5361-55973-0680-dered.dr16,2.38431,12.84754
9309,spec-5696-55946-0287-dered.dr16,2.3905,13.07154
9310,spec-5848-56029-0182-dered.dr16,2.38696,12.05776
9311,spec-5973-56067-0132-dered.dr16,2.389609,30.24664
9312,spec-6008-56093-0784-dered.dr16,2.38669,11.11167
9313,spec-6665-56390-0716-dered.dr16,2.38799,23.61095
9314,spec-6688-56412-0397-dered.dr16,2.39173,13.42635
9315,spec-6788-56428-0871-dered.dr16,2.39672,15.95122
9316,spec-7614-57307-0121-dered.dr16,2.3885,14.98445
9317,spec-8066-57544-0497-dered.dr16,2.3886,12.99448
9318,spec-4866-55895-0914-dered.dr16,2.38804,10.70292
9319,spec-5032-56208-0826-dered.dr16,2.38887,11.95087
9320,spec-5123-55841-0262-dered.dr16,2.389,16.82537
9321,spec-5451-56010-0526-dered.dr16,2.38877,14.73196
9322,spec-5458-56011-0628-dered.dr16,2.39032,18.16137
9323,spec-5461-56018-0908-dered.dr16,2.38954,11.77272
9324,spec-6048-56072-0386-dered.dr16,2.389531,10.89786
9325,spec-6409-56306-0586-dered.dr16,2.38806,11.15682
9326,spec-6415-56310-0088-dered.dr16,2.3883,10.38593
9327,spec-6484-56358-0732-dered.dr16,2.393317,27.06558
9328,spec-6597-56304-0966-dered.dr16,2.38922,19.6362
9329,spec-6703-56636-0008-dered.dr16,2.38957,11.31324
9330,spec-6736-56366-0812-dered.dr16,2.38886,12.72841
9331,spec-6804-56447-0802-dered.dr16,2.38825,14.75563
9332,spec-7117-56685-0780-dered.dr16,2.39103,14.98696
9333,spec-7562-56799-0109-dered.dr16,2.389,13.03146
9334,spec-10266-58462-0708-dered.dr16,2.3898,15.04258
9335,spec-8527-57897-0743-dered.dr16,2.3899,13.36032
9336,spec-5124-55894-0362-dered.dr16,2.40524,11.14308
9337,spec-5212-56016-0646-dered.dr16,2.4073,16.55433
9338,spec-5398-56011-0088-dered.dr16,2.382772,14.21591
9339,spec-5398-56011-0420-dered.dr16,2.39,12.51754
9340,spec-5407-55926-0824-dered.dr16,2.390063,14.96879
9341,spec-5431-56011-0276-dered.dr16,2.38357,13.23432
9342,spec-5436-56015-0090-dered.dr16,2.392399,11.74957
9343,spec-5448-56013-0691-dered.dr16,2.38866,18.38215
9344,spec-5479-56016-0240-dered.dr16,2.38513,24.56362
9345,spec-5483-56017-0852-dered.dr16,2.38793,10.05455
