,Spectra Name,Redshift,SNR
2022,spec-5975-56334-0001-dered.dr16,2.04416,21.21995
2023,spec-6760-56425-0834-dered.dr16,2.047012,12.50896
2024,spec-9226-57684-0178-dered.dr16,2.042,17.57834
2025,spec-11114-58437-0716-dered.dr16,2.0421,15.43437
2026,spec-7906-57333-0160-dered.dr16,2.04445,15.81042
2027,spec-11074-58488-0229-dered.dr16,2.0423,12.83345
2028,spec-8290-57364-0175-dered.dr16,2.04128,24.11169
2029,spec-8509-57843-0174-dered.dr16,2.0425,12.46707
2030,spec-7724-58434-0197-dered.dr16,2.0427,12.75677
2031,spec-9376-58072-0877-dered.dr16,2.0429,28.73303
2032,spec-5444-56038-0740-dered.dr16,2.044055,17.10668
2033,spec-5995-56093-0404-dered.dr16,2.048486,15.95805
2034,spec-6198-56211-0444-dered.dr16,2.03919,19.84752
2035,spec-6478-56341-0788-dered.dr16,2.04275,16.8234
2036,spec-6966-56748-0348-dered.dr16,2.04055,14.88593
2037,spec-7095-56625-0324-dered.dr16,2.03713,18.62714
2038,spec-8177-57374-0014-dered.dr16,2.04665,17.32438
2039,spec-7288-57039-0924-dered.dr16,2.041945,14.40274
2040,spec-7644-57327-0643-dered.dr16,2.06602,16.00919
2041,spec-7716-58097-0712-dered.dr16,2.0437,17.84755
2042,spec-8747-57401-0137-dered.dr16,2.05208,12.3426
2043,spec-9228-58014-0003-dered.dr16,2.0439,17.99974
2044,spec-11349-58441-0760-dered.dr16,2.044,10.88774
2045,spec-4980-56048-0722-dered.dr16,2.04084,21.24805
2046,spec-5382-55982-0422-dered.dr16,2.03903,19.82325
2047,spec-5411-55953-0292-dered.dr16,2.04544,19.50082
2048,spec-6635-56370-0902-dered.dr16,2.04361,20.3638
2049,spec-6670-56389-0700-dered.dr16,2.03033,12.42987
2050,spec-6974-56442-0855-dered.dr16,2.04611,14.61899
2051,spec-7088-56657-0096-dered.dr16,2.05481,26.68325
2052,spec-7585-57190-0598-dered.dr16,2.047421,27.35593
2053,spec-7733-58103-0705-dered.dr16,2.044,24.31057
2054,spec-8490-57104-0108-dered.dr16,2.04389,20.33482
2055,spec-8752-58402-0144-dered.dr16,2.044,20.69423
2056,spec-8278-56990-0076-dered.dr16,2.044221,24.81001
2057,spec-8362-57732-0752-dered.dr16,2.0447,15.51218
2058,spec-8524-57656-0212-dered.dr16,2.0449,14.48285
2059,spec-4988-55825-0068-dered.dr16,2.04566,20.09181
2060,spec-5299-55927-0408-dered.dr16,2.043575,34.02283
2061,spec-5368-56001-0380-dered.dr16,2.04503,15.54129
2062,spec-5373-56010-0688-dered.dr16,2.04762,25.24742
2063,spec-5492-56010-0128-dered.dr16,2.04388,21.42575
2064,spec-6015-56096-0934-dered.dr16,2.04411,21.22919
2065,spec-6626-56330-0340-dered.dr16,2.0448,23.07524
2066,spec-7340-57196-0265-dered.dr16,2.045,20.26865
2067,spec-7867-57003-0925-dered.dr16,2.04813,13.26413
2068,spec-8544-58281-0186-dered.dr16,2.045,15.54088
2069,spec-7579-56954-0772-dered.dr16,2.0454,14.81779
2070,spec-9597-58137-0092-dered.dr16,2.0456,13.60759
2071,spec-9140-58039-0316-dered.dr16,2.0459,19.9475
2072,spec-5998-56087-0806-dered.dr16,2.041467,18.45485
2073,spec-6015-56096-0198-dered.dr16,2.04633,23.00007
2074,spec-6048-56072-0064-dered.dr16,2.0491,25.06792
2075,spec-7081-56684-0746-dered.dr16,2.046,10.9704
2076,spec-7865-56955-0882-dered.dr16,2.05347,27.98457
2077,spec-11634-58484-0334-dered.dr16,2.0461,17.33883
2078,spec-7741-58078-0997-dered.dr16,2.0461,16.39991
2079,spec-8189-57448-0722-dered.dr16,2.05003,13.40136
2080,spec-11306-58450-0196-dered.dr16,2.0463,14.51448
2081,spec-10762-58390-0962-dered.dr16,2.0464,11.56851
2082,spec-11305-58449-0715-dered.dr16,2.0464,13.89725
2083,spec-7631-57279-0596-dered.dr16,2.04347,18.68127
2084,spec-10666-58440-0593-dered.dr16,2.0465,10.623
2085,spec-7578-56956-0578-dered.dr16,2.05423,14.4974
2086,spec-7634-56935-0930-dered.dr16,2.04589,14.5084
2087,spec-10751-58220-0256-dered.dr16,2.0468,13.78736
2088,spec-9338-58044-0815-dered.dr16,2.0468,21.34282
2089,spec-11072-58436-0728-dered.dr16,2.0469,20.26965
2090,spec-5317-56000-0697-dered.dr16,2.04935,22.92726
2091,spec-5370-56003-0584-dered.dr16,2.0489,25.68349
2092,spec-5467-55973-0736-dered.dr16,2.04748,35.07269
2093,spec-5472-55976-0500-dered.dr16,2.044886,15.31592
2094,spec-5997-56309-0156-dered.dr16,2.04483,20.0554
2095,spec-6206-56245-0582-dered.dr16,2.04372,35.16999
2096,spec-6626-56330-0648-dered.dr16,2.0461,16.95532
2097,spec-6781-56274-0285-dered.dr16,2.05003,14.02975
2098,spec-7113-56711-0050-dered.dr16,2.04699,13.70207
2099,spec-9144-57666-0697-dered.dr16,2.047,22.56509
2100,spec-7275-57093-0080-dered.dr16,2.04738,11.51511
2101,spec-7583-56958-0828-dered.dr16,2.05531,16.84021
2102,spec-11071-58429-0732-dered.dr16,2.0472,24.65073
2103,spec-7629-56988-0650-dered.dr16,2.04975,18.89821
2104,spec-7722-58425-0526-dered.dr16,2.0472,11.14546
2105,spec-8738-57402-0476-dered.dr16,2.04879,12.25573
2106,spec-7821-57279-0063-dered.dr16,2.041443,17.0696
2107,spec-9600-58106-0853-dered.dr16,2.0474,23.16103
2108,spec-10751-58220-0717-dered.dr16,2.0475,13.11092
2109,spec-11395-58488-0056-dered.dr16,2.0475,11.18869
2110,spec-7655-57336-0026-dered.dr16,2.04383,22.3497
2111,spec-7853-56988-0340-dered.dr16,2.05435,10.9203
2112,spec-5407-55926-0584-dered.dr16,2.04868,21.19259
2113,spec-5767-56245-0140-dered.dr16,2.047675,22.68201
2114,spec-5783-56017-0482-dered.dr16,2.04674,25.07186
2115,spec-6024-56088-0012-dered.dr16,2.04885,16.51195
2116,spec-6662-56364-0644-dered.dr16,2.04706,23.17458
2117,spec-7138-56572-0340-dered.dr16,2.04847,12.99732
2118,spec-7304-56745-0179-dered.dr16,2.04975,15.27297
2119,spec-7596-56945-0674-dered.dr16,2.05095,25.81986
2120,spec-7760-58080-0330-dered.dr16,2.0483,11.97096
2121,spec-7723-58430-0700-dered.dr16,2.0484,16.27218
2122,spec-7616-56902-0562-dered.dr16,2.04812,12.64604
2123,spec-7665-57328-0643-dered.dr16,2.05276,23.92177
2124,spec-5172-56071-0768-dered.dr16,2.05075,17.89769
2125,spec-5195-56048-0756-dered.dr16,2.049,23.0965
2126,spec-5340-56011-0118-dered.dr16,2.04715,20.97501
2127,spec-5459-56035-0292-dered.dr16,2.05137,12.11032
2128,spec-5471-56034-0112-dered.dr16,2.04768,15.43482
2129,spec-5866-56035-0822-dered.dr16,2.04783,13.11432
2130,spec-5872-56027-0340-dered.dr16,2.04581,22.28273
2131,spec-5905-56065-0354-dered.dr16,2.049,12.63086
2132,spec-6456-56339-0700-dered.dr16,2.04922,15.56559
2133,spec-6492-56362-0474-dered.dr16,2.0505,17.11481
2134,spec-11344-58438-0604-dered.dr16,2.0492,16.59461
2135,spec-10451-58141-0662-dered.dr16,2.0493,19.63572
2136,spec-7658-57312-0752-dered.dr16,2.05283,16.68205
2137,spec-9174-58070-0826-dered.dr16,2.0497,14.80925
2138,spec-7617-56949-0652-dered.dr16,2.05022,12.51273
2139,spec-7667-57580-0865-dered.dr16,2.0498,13.66566
2140,spec-7673-57329-0634-dered.dr16,2.05527,20.14586
2141,spec-9561-57809-0511-dered.dr16,2.0499,22.13211
2142,spec-4989-56069-0294-dered.dr16,2.051896,22.99782
2143,spec-5372-55978-0896-dered.dr16,2.05,21.73759
2144,spec-5887-56035-0972-dered.dr16,2.04897,13.15776
2145,spec-5979-56329-0806-dered.dr16,2.051937,14.93449
2146,spec-6317-56448-0324-dered.dr16,2.04752,14.71586
2147,spec-6485-56342-0544-dered.dr16,2.05,12.89899
2148,spec-5969-56069-0888-dered.dr16,2.0501,15.81837
2149,spec-7863-56975-0618-dered.dr16,2.04988,14.61536
2150,spec-9321-58069-0832-dered.dr16,2.0503,19.35374
2151,spec-10662-58158-0704-dered.dr16,2.0505,11.80684
2152,spec-8222-57431-0832-dered.dr16,2.0332,15.71475
2153,spec-10732-58253-0324-dered.dr16,2.0506,12.4342
2154,spec-7589-56946-0111-dered.dr16,2.047135,22.3617
2155,spec-7676-57329-0599-dered.dr16,2.05663,10.51279
2156,spec-8740-57367-0563-dered.dr16,2.05431,15.1468
2157,spec-7717-58100-0140-dered.dr16,2.0508,13.85459
2158,spec-5439-56045-0222-dered.dr16,2.05098,16.13028
2159,spec-5463-56003-0060-dered.dr16,2.05049,19.70187
2160,spec-5474-56036-0838-dered.dr16,2.05051,15.96912
2161,spec-5807-56329-0416-dered.dr16,2.050818,19.99888
2162,spec-5849-56033-0769-dered.dr16,2.048389,16.92755
2163,spec-5860-56046-0034-dered.dr16,2.0551,13.22061
2164,spec-6045-56072-0918-dered.dr16,2.05311,17.18893
2165,spec-6719-56390-0424-dered.dr16,2.053605,28.97188
2166,spec-8840-57425-0175-dered.dr16,2.052023,18.91075
2167,spec-7658-57312-0638-dered.dr16,2.05858,27.88523
2168,spec-7574-56945-0434-dered.dr16,2.05752,11.53642
2169,spec-7658-57312-0628-dered.dr16,2.05317,14.65398
2170,spec-7727-58152-0812-dered.dr16,2.0513,12.49202
2171,spec-7608-56945-0154-dered.dr16,2.05766,12.37378
2172,spec-7906-57333-0566-dered.dr16,2.05638,11.82676
2173,spec-7698-58013-0074-dered.dr16,2.0516,19.78641
2174,spec-9362-57801-0607-dered.dr16,2.0516,16.59717
2175,spec-7641-57307-0492-dered.dr16,2.06243,17.38154
2176,spec-9410-58069-0060-dered.dr16,2.0517,15.4977
2177,spec-7659-57060-0131-dered.dr16,2.05755,13.81736
2178,spec-7603-56960-0570-dered.dr16,2.063,17.40097
2179,spec-4540-55863-0089-dered.dr16,2.05889,13.61877
2180,spec-5306-55926-0731-dered.dr16,2.05382,15.27706
2181,spec-5412-55981-0246-dered.dr16,2.04826,13.76876
2182,spec-5473-56033-0194-dered.dr16,2.05226,20.83151
2183,spec-5475-56011-0524-dered.dr16,2.05218,26.64176
2184,spec-5486-56030-0936-dered.dr16,2.05213,27.34083
2185,spec-5807-56329-0700-dered.dr16,2.052,11.42932
2186,spec-5973-56067-0922-dered.dr16,2.05243,15.53299
2187,spec-5979-56329-0808-dered.dr16,2.051175,22.65845
2188,spec-5982-56074-0634-dered.dr16,2.05307,55.39813
2189,spec-6006-56105-0668-dered.dr16,2.05462,26.27371
2190,spec-6014-56072-0610-dered.dr16,2.05471,15.14906
2191,spec-6466-56310-0354-dered.dr16,2.04782,12.75038
2192,spec-6647-56390-0478-dered.dr16,2.05644,20.69732
2193,spec-7081-56684-0142-dered.dr16,2.0486,13.51258
2194,spec-7107-56740-0630-dered.dr16,2.05199,15.98815
2195,spec-8173-57375-0225-dered.dr16,2.05437,12.21035
2196,spec-7672-57339-0868-dered.dr16,2.05824,15.30731
2197,spec-7829-57011-0359-dered.dr16,2.06332,10.18123
2198,spec-10291-58101-0962-dered.dr16,2.0527,11.6372
2199,spec-8199-57428-0040-dered.dr16,2.04471,12.85396
2200,spec-10288-58131-0300-dered.dr16,2.0529,14.80349
2201,spec-5389-55953-0813-dered.dr16,2.05348,15.24826
2202,spec-5439-56045-0952-dered.dr16,2.05313,13.20636
2203,spec-5461-56018-0470-dered.dr16,2.053,16.64645
2204,spec-5885-56036-0200-dered.dr16,2.049103,16.28217
2205,spec-5904-56046-0236-dered.dr16,2.04898,11.46089
2206,spec-6660-56370-0354-dered.dr16,2.05775,29.54691
2207,spec-6673-56419-0592-dered.dr16,2.05533,11.95564
2208,spec-6835-56420-0518-dered.dr16,2.05004,19.98342
2209,spec-10658-58439-0585-dered.dr16,2.0531,14.15725
2210,spec-7697-57574-0916-dered.dr16,2.0531,15.85429
2211,spec-7829-57011-0588-dered.dr16,2.0655,15.60929
2212,spec-7915-57309-0986-dered.dr16,2.07656,22.23318
2213,spec-11067-58507-0726-dered.dr16,2.0534,14.70951
2214,spec-7587-57297-0450-dered.dr16,2.06747,16.80731
2215,spec-8762-57693-0336-dered.dr16,2.0536,12.72902
2216,spec-11087-58488-0267-dered.dr16,2.0538,11.80667
2217,spec-7585-57190-0226-dered.dr16,2.05826,15.03636
2218,spec-7742-58076-0657-dered.dr16,2.0539,27.59466
2219,spec-8743-57663-0169-dered.dr16,2.0539,12.78268
2220,spec-5805-56336-0168-dered.dr16,2.054213,15.99932
2221,spec-6748-56371-0264-dered.dr16,2.05499,25.4446
2222,spec-6813-56419-0764-dered.dr16,2.05389,14.58183
2223,spec-7058-56593-0205-dered.dr16,2.06219,16.62214
2224,spec-7096-56683-0990-dered.dr16,2.05043,11.29981
2225,spec-7900-57358-0538-dered.dr16,2.054,19.4344
2226,spec-7732-58108-0562-dered.dr16,2.0542,11.14896
2227,spec-7578-56956-0308-dered.dr16,2.05568,11.63358
2228,spec-7728-58138-0230-dered.dr16,2.0544,11.24192
2229,spec-7744-58396-0342-dered.dr16,2.0544,16.45378
2230,spec-8368-57431-0898-dered.dr16,2.06321,10.51113
2231,spec-10720-58250-0814-dered.dr16,2.0549,13.54265
2232,spec-5203-56034-0034-dered.dr16,2.052444,13.15522
2233,spec-5411-55953-0104-dered.dr16,2.05754,23.85661
2234,spec-5889-56038-0936-dered.dr16,2.05534,15.32002
2235,spec-5986-56328-0456-dered.dr16,2.05923,25.54858
2236,spec-6424-56272-0118-dered.dr16,2.05608,19.01952
2237,spec-6467-56270-0495-dered.dr16,2.05658,14.45314
2238,spec-6760-56425-0043-dered.dr16,2.05588,15.01841
2239,spec-6838-56429-0442-dered.dr16,2.05873,29.09307
2240,spec-6970-56444-0122-dered.dr16,2.05657,10.56208
2241,spec-8838-57870-0803-dered.dr16,2.055,18.41344
2242,spec-8871-57519-0926-dered.dr16,2.05395,22.13851
2243,spec-7675-57327-0601-dered.dr16,2.06432,14.1072
2244,spec-7678-57282-0506-dered.dr16,2.07312,24.75887
2245,spec-7581-57195-0272-dered.dr16,2.05644,21.07574
2246,spec-5026-55855-0325-dered.dr16,2.057369,11.29372
2247,spec-5188-55803-0712-dered.dr16,2.056,14.66632
2248,spec-5415-55982-0592-dered.dr16,2.05689,15.11435
2249,spec-6010-56097-0752-dered.dr16,2.060155,17.26534
2250,spec-7707-57663-0602-dered.dr16,2.056,16.75155
2251,spec-8751-57685-0454-dered.dr16,2.056,14.39367
2252,spec-8873-57427-0696-dered.dr16,2.06115,11.50707
2253,spec-7720-58101-0906-dered.dr16,2.0563,14.20974
2254,spec-7863-56975-0431-dered.dr16,2.0652,16.49595
2255,spec-7839-56900-0805-dered.dr16,2.06528,20.9334
2256,spec-10429-58145-0758-dered.dr16,2.057,16.43407
2257,spec-5316-55955-0076-dered.dr16,2.057,14.79595
2258,spec-5480-56001-0776-dered.dr16,2.06098,32.08823
2259,spec-5798-56326-0940-dered.dr16,2.05944,11.55328
2260,spec-5850-56042-0023-dered.dr16,2.05637,13.74007
2261,spec-6457-56330-0649-dered.dr16,2.05976,17.79826
2262,spec-6625-56386-0228-dered.dr16,2.0561,14.05531
2263,spec-6840-56685-0146-dered.dr16,2.05693,16.13915
2264,spec-7105-56740-0836-dered.dr16,2.059211,12.50106
2265,spec-8196-57346-0820-dered.dr16,2.057745,15.30781
2266,spec-7859-57282-0604-dered.dr16,2.05887,13.07199
2267,spec-7872-57279-0283-dered.dr16,2.068037,22.76848
2268,spec-8876-57783-0418-dered.dr16,2.0572,12.92528
2269,spec-9373-58096-0941-dered.dr16,2.0572,20.09836
2270,spec-9613-57865-0160-dered.dr16,2.0573,11.89811
2271,spec-7707-57663-0953-dered.dr16,2.0574,16.76644
2272,spec-9368-57817-0752-dered.dr16,2.0574,17.03271
2273,spec-7587-57297-0277-dered.dr16,2.06652,12.69659
2274,spec-10233-58130-0148-dered.dr16,2.0578,15.18388
2275,spec-7580-56955-0775-dered.dr16,2.063387,19.37348
2276,spec-7764-58042-0428-dered.dr16,2.0578,20.58884
2277,spec-5206-56033-0987-dered.dr16,2.06012,22.50833
2278,spec-5352-56269-0601-dered.dr16,2.058016,19.69001
2279,spec-5968-56356-0376-dered.dr16,2.05859,11.48875
2280,spec-6259-56565-0030-dered.dr16,2.055517,10.30652
2281,spec-6641-56383-0876-dered.dr16,2.06047,17.26276
2282,spec-6691-56413-0148-dered.dr16,2.05984,10.92577
2283,spec-7417-56753-0236-dered.dr16,2.05717,13.00477
2284,spec-7577-56944-0515-dered.dr16,2.06407,13.68192
2285,spec-7869-57012-0149-dered.dr16,2.05768,12.7169
2286,spec-10275-58467-0353-dered.dr16,2.0583,18.98562
2287,spec-7683-58133-0655-dered.dr16,2.0583,21.01662
2288,spec-8508-57845-0359-dered.dr16,2.0583,12.44352
2289,spec-9207-57667-0199-dered.dr16,2.0584,33.30915
2290,spec-7745-58077-0233-dered.dr16,2.0585,14.43327
2291,spec-11079-58485-0171-dered.dr16,2.0586,14.43158
2292,spec-8844-57424-0606-dered.dr16,2.06478,20.67617
2293,spec-8520-58191-0606-dered.dr16,2.0588,13.71121
2294,spec-9208-57688-0119-dered.dr16,2.0589,19.10012
2295,spec-5720-56602-0022-dered.dr16,2.05967,15.85243
2296,spec-5989-56312-0266-dered.dr16,2.060209,15.80307
2297,spec-6024-56088-0123-dered.dr16,2.06074,22.01237
2298,spec-6422-56328-0724-dered.dr16,2.05792,24.03874
2299,spec-6424-56272-0620-dered.dr16,2.0603,16.62866
2300,spec-6628-56366-0808-dered.dr16,2.05955,16.81806
2301,spec-6630-56358-0583-dered.dr16,2.06038,11.04356
2302,spec-6737-56365-0376-dered.dr16,2.05487,13.81018
2303,spec-6838-56429-0112-dered.dr16,2.06219,16.47641
2304,spec-8381-57512-0062-dered.dr16,2.07057,22.03776
2305,spec-10236-58154-0580-dered.dr16,2.0591,13.17045
2306,spec-11075-58451-0608-dered.dr16,2.0592,12.86014
2307,spec-7620-56904-0520-dered.dr16,2.067,14.57689
2308,spec-11329-58426-0488-dered.dr16,2.0593,15.23901
2309,spec-8542-57933-0720-dered.dr16,2.0594,16.0432
2310,spec-7434-57166-0687-dered.dr16,2.07834,13.03038
2311,spec-7707-57663-0640-dered.dr16,2.0597,16.88482
2312,spec-7832-56904-0730-dered.dr16,2.07221,22.15906
2313,spec-7729-58135-0816-dered.dr16,2.0599,19.30913
2314,spec-4415-55831-0072-dered.dr16,2.06241,13.22607
2315,spec-5443-56010-0480-dered.dr16,2.06,15.979
2316,spec-5448-56013-0274-dered.dr16,2.05395,14.23655
2317,spec-5448-56013-0702-dered.dr16,2.06097,17.70109
2318,spec-5459-56035-0880-dered.dr16,2.05916,15.63024
2319,spec-5495-55896-0466-dered.dr16,2.060707,19.13374
2320,spec-5766-56248-0202-dered.dr16,2.053033,20.05169
2321,spec-5855-56088-0174-dered.dr16,2.060683,14.94365
2322,spec-5977-56098-0174-dered.dr16,2.06,54.70572
2323,spec-6418-56354-0566-dered.dr16,2.061528,22.20946
2324,spec-6485-56342-0162-dered.dr16,2.0608,16.87963
2325,spec-6486-56328-0724-dered.dr16,2.06146,41.65449
2326,spec-6487-56362-0228-dered.dr16,2.06069,24.80048
2327,spec-6495-56339-0060-dered.dr16,2.054858,14.41758
2328,spec-6697-56419-0234-dered.dr16,2.06119,18.32855
2329,spec-6701-56367-0835-dered.dr16,2.06503,10.84488
2330,spec-6739-56393-0600-dered.dr16,2.0566,11.61267
2331,spec-6838-56429-0372-dered.dr16,2.06184,19.61386
2332,spec-7096-56683-0662-dered.dr16,2.05939,12.70956
2333,spec-7236-56605-0282-dered.dr16,2.06,15.38975
2334,spec-7302-57012-0588-dered.dr16,2.060923,31.64597
2335,spec-7618-56898-0729-dered.dr16,2.06012,12.52563
2336,spec-9626-57875-0666-dered.dr16,2.06,23.60749
2337,spec-11293-58462-0351-dered.dr16,2.0601,14.0387
2338,spec-9614-57835-0827-dered.dr16,2.0603,14.26539
2339,spec-10231-58171-0759-dered.dr16,2.0604,12.40226
2340,spec-7673-57329-0204-dered.dr16,2.05939,12.15149
2341,spec-7601-56959-0856-dered.dr16,2.06025,16.69381
2342,spec-8535-58019-0727-dered.dr16,2.0607,15.44264
2343,spec-11106-58511-0536-dered.dr16,2.061,12.39473
2344,spec-5330-56000-0792-dered.dr16,2.06137,20.49752
2345,spec-5335-56013-0154-dered.dr16,2.06115,13.97507
2346,spec-5904-56046-0274-dered.dr16,2.06023,14.63638
2347,spec-6022-56076-0326-dered.dr16,2.058918,36.93944
2348,spec-6396-56358-0692-dered.dr16,2.059996,11.81862
2349,spec-6425-56298-0688-dered.dr16,2.06309,10.92508
2350,spec-7717-58100-0005-dered.dr16,2.0611,13.48581
2351,spec-8865-57426-0272-dered.dr16,2.0628,13.21767
2352,spec-7599-56955-0790-dered.dr16,2.07008,16.55112
2353,spec-7885-57336-0692-dered.dr16,2.07756,13.60506
2354,spec-11085-58462-0687-dered.dr16,2.0616,15.94563
2355,spec-11311-58429-0292-dered.dr16,2.062,18.02259
2356,spec-5199-56067-0795-dered.dr16,2.06286,16.49175
2357,spec-5291-55947-0298-dered.dr16,2.06155,17.28426
2358,spec-5305-55984-0770-dered.dr16,2.056854,34.10421
2359,spec-5383-56013-0868-dered.dr16,2.06138,30.50945
2360,spec-5389-55953-0218-dered.dr16,2.0622,40.07104
2361,spec-6627-56369-0294-dered.dr16,2.06382,27.38548
2362,spec-6674-56416-0706-dered.dr16,2.06187,15.35305
2363,spec-7722-58425-0655-dered.dr16,2.062,31.18552
2364,spec-8389-57488-0154-dered.dr16,2.05939,17.94723
2365,spec-11636-58462-0924-dered.dr16,2.0624,16.23551
2366,spec-8527-57897-0842-dered.dr16,2.0626,19.31185
2367,spec-7580-56955-0960-dered.dr16,2.07237,13.77855
2368,spec-7713-58096-0394-dered.dr16,2.0628,13.38276
2369,spec-5145-55835-0136-dered.dr16,2.06502,16.27219
2370,spec-5299-55927-0526-dered.dr16,2.06459,15.67704
2371,spec-5310-55983-0746-dered.dr16,2.06149,15.67581
2372,spec-5394-56001-0854-dered.dr16,2.06436,13.29359
2373,spec-5889-56038-0634-dered.dr16,2.065511,13.83538
2374,spec-6418-56354-0874-dered.dr16,2.06733,29.1378
2375,spec-6439-56358-0807-dered.dr16,2.065213,15.16706
2376,spec-6665-56390-0032-dered.dr16,2.06208,10.17123
2377,spec-8729-57399-0819-dered.dr16,2.08149,15.50425
2378,spec-7723-58430-0993-dered.dr16,2.0632,16.01225
2379,spec-8730-57672-0673-dered.dr16,2.0632,19.55529
2380,spec-9176-58080-0636-dered.dr16,2.0632,31.53604
2381,spec-7669-57329-0265-dered.dr16,2.06315,10.80521
2382,spec-11636-58462-0880-dered.dr16,2.0634,16.75111
2383,spec-7621-56985-0106-dered.dr16,2.06492,13.69178
2384,spec-7681-57042-0754-dered.dr16,2.06907,18.40371
2385,spec-9154-58013-0469-dered.dr16,2.0635,13.32097
2386,spec-9179-57682-0718-dered.dr16,2.0635,17.95135
2387,spec-7690-57046-0807-dered.dr16,2.06978,15.19737
2388,spec-7724-58434-0215-dered.dr16,2.0638,13.84337
2389,spec-7572-56944-0032-dered.dr16,2.06964,20.35516
2390,spec-7653-57306-0598-dered.dr16,2.06604,10.52123
2391,spec-10665-58456-0815-dered.dr16,2.064,13.36239
2392,spec-5313-55973-0094-dered.dr16,2.06328,20.90822
2393,spec-5852-56034-0510-dered.dr16,2.06434,14.71164
2394,spec-5970-56046-0592-dered.dr16,2.06723,17.31165
2395,spec-5983-56310-0738-dered.dr16,2.065683,27.9968
2396,spec-6427-56328-0088-dered.dr16,2.06379,17.64112
2397,spec-6481-56363-0724-dered.dr16,2.067955,16.54995
2398,spec-6625-56386-0918-dered.dr16,2.06324,11.12973
2399,spec-6665-56390-0802-dered.dr16,2.05828,12.18168
2400,spec-6747-56388-0190-dered.dr16,2.06533,14.84597
2401,spec-6828-56430-0872-dered.dr16,2.0648,14.94426
2402,spec-7876-57002-0101-dered.dr16,2.07541,15.18151
2403,spec-9374-57749-0783-dered.dr16,2.064,15.01139
2404,spec-7674-57359-0417-dered.dr16,2.07754,17.63049
2405,spec-11069-58456-0986-dered.dr16,2.0644,11.18723
2406,spec-11289-58398-0074-dered.dr16,2.0644,18.06338
2407,spec-7595-56957-0414-dered.dr16,2.07003,19.10542
2408,spec-8858-57450-0349-dered.dr16,2.06983,11.44049
2409,spec-10258-58492-0284-dered.dr16,2.0646,10.57706
2410,spec-7759-58401-0751-dered.dr16,2.0646,13.24315
2411,spec-9614-57835-0834-dered.dr16,2.0647,13.72004
2412,spec-11296-58425-0968-dered.dr16,2.0648,21.46918
2413,spec-11318-58419-0630-dered.dr16,2.0649,14.58654
2414,spec-5043-56187-0042-dered.dr16,2.0636,13.30609
2415,spec-5173-56046-0144-dered.dr16,2.06628,22.2642
2416,spec-5719-56014-0142-dered.dr16,2.062515,30.38366
2417,spec-5728-56334-0542-dered.dr16,2.06303,23.52171
2418,spec-6417-56308-0076-dered.dr16,2.06357,11.85815
2419,spec-6425-56298-0636-dered.dr16,2.06801,24.98388
2420,spec-6430-56299-0928-dered.dr16,2.065,12.086
2421,spec-6628-56366-0699-dered.dr16,2.06045,14.76034
2422,spec-7042-56573-0076-dered.dr16,2.06265,13.12147
2423,spec-7081-56684-0653-dered.dr16,2.06022,12.97341
2424,spec-7106-56663-0202-dered.dr16,2.066903,11.49452
2425,spec-7378-56715-0143-dered.dr16,2.06829,15.30919
2426,spec-7395-57131-0845-dered.dr16,2.064575,15.11891
2427,spec-7581-57195-0911-dered.dr16,2.068737,16.73355
2428,spec-9559-57805-0282-dered.dr16,2.065,19.47855
2429,spec-10437-58135-0986-dered.dr16,2.0652,15.56411
2430,spec-8746-58396-0054-dered.dr16,2.0653,14.64729
2431,spec-10912-58253-0209-dered.dr16,2.0654,11.93615
2432,spec-7751-58081-0264-dered.dr16,2.0654,10.92499
2433,spec-7695-57654-0972-dered.dr16,2.0657,13.72114
2434,spec-7703-57333-0251-dered.dr16,2.06535,12.78675
2435,spec-11554-58456-0845-dered.dr16,2.0658,30.16047
2436,spec-7587-57297-0552-dered.dr16,2.0694,18.21169
2437,spec-5151-56567-0588-dered.dr16,2.06619,17.15202
2438,spec-5322-56003-0878-dered.dr16,2.066,14.9178
2439,spec-5397-55944-0046-dered.dr16,2.07022,41.85965
2440,spec-5886-56034-0282-dered.dr16,2.066,20.37969
2441,spec-5989-56312-0626-dered.dr16,2.06704,19.55824
2442,spec-8068-57185-0554-dered.dr16,2.06581,16.30802
2443,spec-8305-57749-0320-dered.dr16,2.066,21.24376
2444,spec-8507-57878-0645-dered.dr16,2.066,16.41534
2445,spec-8749-57684-0967-dered.dr16,2.066,14.03783
2446,spec-9570-57805-0817-dered.dr16,2.066,15.54068
2447,spec-7718-57362-0900-dered.dr16,2.07738,16.36427
2448,spec-9319-58043-0797-dered.dr16,2.0661,38.03975
2449,spec-7905-57666-0308-dered.dr16,2.0662,11.47231
2450,spec-7743-58107-0906-dered.dr16,2.0663,16.61402
2451,spec-9612-57801-0909-dered.dr16,2.0663,16.30286
2452,spec-11059-58515-0690-dered.dr16,2.0667,16.78363
2453,spec-7912-57310-0945-dered.dr16,2.0702,15.90831
2454,spec-11324-58395-0396-dered.dr16,2.0668,16.93309
2455,spec-11379-58438-0602-dered.dr16,2.0669,15.5996
2456,spec-9395-58113-0771-dered.dr16,2.0669,21.97722
2457,spec-11344-58438-0289-dered.dr16,2.067,14.07907
2458,spec-5177-56245-0894-dered.dr16,2.06921,13.39452
2459,spec-5362-56017-0468-dered.dr16,2.064464,23.84306
