spec-8401-57482-0335-dered.dr16,	1.906,	20.91685
spec-6815-56419-0970-dered.dr16,	1.92,	13.51829
spec-5485-56063-0068-dered.dr16,	1.921,	37.20966
spec-9356-57809-0923-dered.dr16,	1.9279,	14.61281
spec-7291-56992-0102-dered.dr16,	1.939,	42.87424
spec-8171-57135-0694-dered.dr16,	1.948,	22.82864
spec-6709-56429-0062-dered.dr16,	1.971,	16.09967
spec-5354-55927-0380-dered.dr16,	1.972,	24.21714
spec-8396-57837-0275-dered.dr16,	1.984,	15.21832
spec-6839-56425-0124-dered.dr16,	2.078,	13.96191
spec-11341-58428-0374-dered.dr16,	2.0803,	15.1522
spec-7615-56977-0230-dered.dr16,	2.09,	13.98566
spec-8865-57426-0393-dered.dr16,	2.096,	11.40162
spec-6963-56724-0084-dered.dr16,	2.104,	11.10952
spec-5474-56036-0486-dered.dr16,	2.105,	29.94678
spec-5992-56066-0424-dered.dr16,	2.119,	14.19038
spec-10725-58250-0410-dered.dr16,	2.1214,	27.67203
spec-6816-56444-0438-dered.dr16,	2.133,	15.14923
spec-5456-55980-0188-dered.dr16,	2.135,	20.53066
spec-4873-55926-0114-dered.dr16,	2.178,	23.83231
spec-5306-55926-0118-dered.dr16,	2.181,	18.73738
spec-4542-55833-0114-dered.dr16,	2.182,	15.74701
spec-6428-56279-0031-dered.dr16,	2.189,	15.58691
spec-5293-55953-0430-dered.dr16,	2.196,	29.39237
spec-6617-56365-0304-dered.dr16,	2.211,	11.95873
spec-6722-56431-0614-dered.dr16,	2.24,	13.19361
spec-6512-56567-0820-dered.dr16,	2.247,	17.40108
spec-6790-56430-0331-dered.dr16,	2.295,	15.11927
spec-7415-57097-0724-dered.dr16,	2.2953,	21.2301
spec-8363-58140-0552-dered.dr16,	2.3607,	14.44042
spec-8756-57687-0578-dered.dr16,	2.363,	16.73942
spec-7745-58077-0085-dered.dr16,	2.3962,	17.77007
spec-6642-56396-0310-dered.dr16,	2.41,	16.14036
spec-4377-55828-0863-dered.dr16,	2.415,	24.53588
spec-7137-56566-0654-dered.dr16,	2.434,	16.72064
spec-6976-56448-0252-dered.dr16,	2.435,	10.72186
spec-6408-56329-0766-dered.dr16,	2.456,	12.43212
spec-6488-56364-0856-dered.dr16,	2.46,	19.86704
spec-6434-56362-0167-dered.dr16,	2.462,	18.58409
spec-5399-55956-0922-dered.dr16,	2.468,	12.92346
spec-6813-56419-0950-dered.dr16,	2.469,	11.62565
spec-7101-56659-0386-dered.dr16,	2.479,	10.41169
spec-9372-58074-0211-dered.dr16,	2.5031,	24.86246
spec-6415-56310-0682-dered.dr16,	2.52,	10.41618
spec-7839-56900-0103-dered.dr16,	2.5301,	12.71357
spec-6750-56367-0628-dered.dr16,	2.54,	18.41791
spec-9434-57712-0735-dered.dr16,	2.545,	12.48025
spec-5116-55857-0170-dered.dr16,	2.554,	10.47002
spec-4377-55828-0734-dered.dr16,	2.572,	11.5727
spec-6803-56402-0488-dered.dr16,	2.575,	25.9836
spec-6757-56416-0835-dered.dr16,	2.59,	13.53755
spec-5807-56329-0146-dered.dr16,	2.597,	11.84873
spec-5431-56011-0831-dered.dr16,	2.65,	19.23769
spec-5405-56010-0792-dered.dr16,	2.706,	18.76823
spec-6680-56420-0024-dered.dr16,	2.777,	13.54128
spec-5468-56014-0106-dered.dr16,	2.944,	10.88569
spec-5800-56279-0113-dered.dr16,	2.975,	11.65703
spec-7621-56985-0162-dered.dr16,	3.062,	22.30441
spec-5975-56334-0732-dered.dr16,	3.075,	17.77069
spec-6143-56267-0904-dered.dr16,	3.109,	10.81971
spec-6440-56370-0318-dered.dr16,	3.118,	19.01703
spec-5021-55863-0751-dered.dr16,	3.14,	14.38099
spec-6407-56311-0046-dered.dr16,	3.17,	13.78512
spec-11387-58512-0897-dered.dr16,	3.1866,	12.74959
spec-8504-57518-0962-dered.dr16,	3.233,	11.32036
spec-7863-56975-0890-dered.dr16,	3.3964,	24.67415
