spec-0790-52441-0583-dered.dr16,2.37,24.2946
spec-6806-56419-0302-dered.dr16,2.37,24.2946
spec-6786-56448-0829-dered.dr16,2.385,24.2946
spec-6976-56448-0440-dered.dr16,2.385,24.2946
spec-6138-56236-0746-dered.dr16,2.395,24.2946
spec-6138-56598-0754-dered.dr16,2.395,24.2946
spec-5745-55998-0657-dered.dr16,2.466,24.2946
spec-5745-56050-0657-dered.dr16,2.466,24.2946
spec-6460-56334-0396-dered.dr16,2.466,24.2946
spec-1933-53381-0566-dered.dr16,2.495,24.2946
spec-5179-55957-0836-dered.dr16,2.495,24.2946
spec-9609-58136-0331-dered.dr16,2.495,24.2946
spec-1521-52945-0532-dered.dr16,2.548,24.2946
spec-5143-55828-0900-dered.dr16,2.548,24.2946
spec-5144-55829-0475-dered.dr16,2.548,24.2946
spec-9162-58040-0112-dered.dr16,2.548,24.2946
spec-9227-57932-0572-dered.dr16,2.548,24.2946
spec-4354-55810-0356-dered.dr16,2.61,24.2946
spec-9345-57713-0464-dered.dr16,2.61,24.2946
spec-2884-54526-0579-dered.dr16,2.615,24.2946
spec-6313-56460-0295-dered.dr16,2.615,24.2946
spec-2945-54505-0067-dered.dr16,2.635,24.2946
spec-5494-55857-0549-dered.dr16,2.635,24.2946
spec-6587-56537-0015-dered.dr16,2.6636,24.2946
spec-7701-57356-0794-dered.dr16,2.6636,24.2946
spec-0948-52428-0370-dered.dr16,2.702,24.2946
spec-7089-56661-0060-dered.dr16,2.702,24.2946
spec-6199-56220-0264-dered.dr16,2.762,24.2946
spec-7618-56898-0268-dered.dr16,2.762,24.2946
spec-1455-53089-0381-dered.dr16,2.846,24.2946
spec-6670-56389-0168-dered.dr16,2.846,24.2946
spec-6280-56570-0623-dered.dr16,2.86,24.2946
spec-7694-57359-0006-dered.dr16,2.86,24.2946
spec-1582-52939-0558-dered.dr16,2.861,24.2946
spec-4485-55836-0092-dered.dr16,2.861,24.2946
spec-2785-54537-0175-dered.dr16,2.892,24.2946
spec-5896-56047-0658-dered.dr16,2.892,24.2946
spec-4341-55538-0324-dered.dr16,2.978,24.2946
spec-9312-57784-0360-dered.dr16,2.978,24.2946
spec-1709-53533-0576-dered.dr16,3.003,24.2946
spec-5465-55988-0798-dered.dr16,3.003,24.2946
spec-2582-54139-0485-dered.dr16,3.031,24.2946
spec-5320-55999-0336-dered.dr16,3.031,24.2946
spec-9587-57784-0340-dered.dr16,3.031,24.2946
spec-1618-53116-0538-dered.dr16,3.07,24.2946
spec-5374-55947-0608-dered.dr16,3.07,24.2946
spec-2511-53882-0552-dered.dr16,3.083,24.2946
spec-6422-56328-0988-dered.dr16,3.083,24.2946
spec-2225-53729-0182-dered.dr16,3.128,24.2946
spec-6402-56334-0966-dered.dr16,3.128,24.2946
spec-1713-53827-0211-dered.dr16,3.159,24.2946
spec-5476-55986-0599-dered.dr16,3.159,24.2946
spec-6456-56339-0894-dered.dr16,3.194,24.2946
spec-10464-58155-0575-dered.dr16,3.194,24.2946
spec-2430-53815-0471-dered.dr16,3.204,24.2946
spec-5288-55865-0958-dered.dr16,3.204,24.2946
spec-5290-55862-0164-dered.dr16,3.204,24.2946
spec-1372-53062-0154-dered.dr16,3.3,24.2946
spec-6636-56367-0036-dered.dr16,3.3,24.2946
spec-8374-57783-0919-dered.dr16,3.3,24.2946
spec-5444-56038-0942-dered.dr16,3.403,24.2946
spec-5868-56045-0372-dered.dr16,3.403,24.2946
spec-5133-55860-0412-dered.dr16,3.45,24.2946
spec-7622-56987-0113-dered.dr16,3.45,24.2946
spec-5174-56047-0344-dered.dr16,3.583,24.2946
spec-10748-58224-0461-dered.dr16,3.583,24.2946
spec-6122-56246-0696-dered.dr16,3.623,24.2946
spec-7610-56980-0454-dered.dr16,3.623,24.2946
spec-6720-56390-0552-dered.dr16,3.851,24.2946
spec-8396-57837-0736-dered.dr16,3.851,24.2946
spec-1982-53436-0626-dered.dr16,4.121,24.2946
spec-6447-56362-0854-dered.dr16,4.121,24.2946
spec-5421-55980-0918-dered.dr16,4.479,24.2946
spec-5422-55986-0288-dered.dr16,4.479,24.2946
