spec-11277-58450-0705-dered.dr16 , 2.0241 , 22.83188
spec-6877-56544-0564-dered.dr16 , 2.18 , 14.1439
spec-7750-58402-0217-dered.dr16 , 2.0068 , 16.94609
spec-6152-56164-0023-dered.dr16 , 2.001 , 10.47001
spec-7750-58402-0178-dered.dr16 , 2.3745 , 20.49985
spec-6151-56265-0088-dered.dr16 , 2.831 , 14.08269
spec-7848-56959-0938-dered.dr16 , 2.254 , 12.46394
spec-6177-56268-0386-dered.dr16 , 2.239 , 18.17558
spec-7749-58073-0682-dered.dr16 , 1.908 , 10.16539
spec-7850-56956-0304-dered.dr16 , 2.0309 , 19.4923
spec-7895-57659-0916-dered.dr16 , 1.9768 , 13.39946
spec-7167-56604-0259-dered.dr16 , 2.42 , 20.36752
spec-7848-56959-0965-dered.dr16 , 2.598 , 22.74878
spec-4535-55860-0361-dered.dr16 , 2.359 , 15.24428
spec-7850-56956-0314-dered.dr16 , 1.914 , 15.11504
spec-7895-57659-0086-dered.dr16 , 2.0104 , 10.48075
spec-8740-57367-0318-dered.dr16 , 2.0151 , 10.40451
spec-4415-55831-0580-dered.dr16 , 2.521 , 12.29062
spec-4535-55860-0700-dered.dr16 , 2.544 , 10.17662
spec-9345-57713-0464-dered.dr16 , 2.61 , 24.2946
spec-4535-55860-0304-dered.dr16 , 2.422 , 11.79935
spec-7147-56574-0889-dered.dr16 , 2.606 , 31.34057
spec-7147-56574-0900-dered.dr16 , 2.611 , 15.56447
spec-6513-56543-0142-dered.dr16 , 3.494 , 15.72448
spec-6498-56565-0874-dered.dr16 , 2.343 , 18.66176
spec-9403-58018-0439-dered.dr16 , 2.1318 , 16.0999
spec-7748-58396-0522-dered.dr16 , 1.9216 , 34.69908
spec-6879-56539-0422-dered.dr16 , 2.166 , 12.90457
spec-7666-57339-0127-dered.dr16 , 2.812 , 22.61054
spec-7167-56604-0182-dered.dr16 , 2.648 , 18.46808
spec-7852-56987-0657-dered.dr16 , 2.0949 , 13.24888
spec-6172-56269-0334-dered.dr16 , 2.207 , 12.32452
spec-8740-57367-0268-dered.dr16 , 1.951 , 13.38686
spec-7665-57328-0572-dered.dr16 , 1.9348 , 11.82043
spec-7167-56604-0210-dered.dr16 , 2.085 , 23.02936
spec-6877-56544-0428-dered.dr16 , 2.356 , 13.21368
spec-11309-58428-0511-dered.dr16 , 2.0958 , 10.40642
spec-7696-57655-0078-dered.dr16 , 2.1502 , 11.58286
spec-7034-56564-0743-dered.dr16 , 2.245 , 11.26143
spec-7665-57328-0422-dered.dr16 , 2.0232 , 21.76554
spec-4534-55863-0551-dered.dr16 , 2.265 , 11.76787
spec-6498-56565-0912-dered.dr16 , 2.131 , 14.23645
spec-8740-57367-0756-dered.dr16 , 2.0905 , 13.17515
spec-7596-56945-0874-dered.dr16 , 2.0572 , 12.5677
spec-6172-56269-0318-dered.dr16 , 1.924 , 14.69335
