spec-8760-57672-0002-dered.dr16,	1.9135,	22.13469
spec-6439-56358-0009-dered.dr16,	1.95,	26.6778
spec-6453-56365-0011-dered.dr16,	1.953,	14.48099
spec-11313-58426-0234-dered.dr16,	2.0409,	17.3173
spec-7302-57012-0588-dered.dr16,	2.06,	31.64597
spec-5886-56034-0282-dered.dr16,	2.066,	20.37969
spec-7109-56658-0556-dered.dr16,	2.092,	13.80304
spec-5773-56009-0194-dered.dr16,	2.103,	26.27154
spec-9204-57712-0205-dered.dr16,	2.1057,	17.97152
spec-4377-55828-0888-dered.dr16,	2.503,	26.47413
spec-7421-57159-0460-dered.dr16,	2.5586,	15.12391
spec-6202-56266-0338-dered.dr16,	2.58,	14.26369
spec-5327-55979-0173-dered.dr16,	2.62,	13.87286
spec-5436-56015-0136-dered.dr16,	2.645,	12.8282
spec-5058-56208-0928-dered.dr16,	2.878,	19.20156
spec-8208-57430-0263-dered.dr16,	3.24,	13.19543
