SPECTRA INDEX,SPECTRA FILE NAME,CHI SQUARED
41,spec-5144-55829-0475-dered.dr16,64.43673286295234
42,spec-6035-56076-0813-dered.dr16,12.363535219532611
43,spec-5438-56002-0100-dered.dr16,16.032028283235626
44,spec-5338-56002-0726-dered.dr16,10.6614740851353
45,spec-5483-56017-0061-dered.dr16,79.2551882815208
46,spec-6754-56414-0561-dered.dr16,30.201478107118263
47,spec-5189-56074-0414-dered.dr16,29.008736544341634
48,spec-8875-57779-0073-dered.dr16,3.5233782294398717
49,spec-5127-55889-0820-dered.dr16,18.231124642189265
50,spec-8059-57895-0912-dered.dr16,5.307670178037299
51,spec-5374-55947-0608-dered.dr16,2.0422296589689646
52,spec-6412-56358-0454-dered.dr16,14.27181747513714
53,spec-4663-55893-0854-dered.dr16,40.49552003888648
54,spec-6402-56334-0966-dered.dr16,23.47947947680914
55,spec-6456-56339-0894-dered.dr16,13.263339731766669
56,spec-6405-56342-0814-dered.dr16,108.22437629615773
57,spec-5288-55865-0958-dered.dr16,34.852924354998926
58,spec-5868-56045-0372-dered.dr16,27.63628466651528
59,spec-7622-56987-0113-dered.dr16,20.584245847879515
60,spec-6122-56246-0696-dered.dr16,20.31624086685762
