SPECTRA INDEX,SPECTRA FILE NAME,SDSS SNR,CALCULATED SNR
39,spec-5745-56050-0657-dered.dr16,24.2946,5.19624
58,spec-8221-58198-0399-dered.dr16,24.2946,9.3199
64,spec-0885-52379-0063-dered.dr16,24.2946,8.3487
