SPECTRA INDEX,SPECTRA FILE NAME,CHI SQUARED
1,spec-1589-52972-0430-dered.dr16,22.755122909354316
2,spec-10431-58137-0135-dered.dr16,9.506160443934853
3,spec-5187-56074-0092-dered.dr16,115.19108260272043
4,spec-10720-58250-0895-dered.dr16,131.88594671354812
6,spec-5454-56015-0104-dered.dr16,34.85110598827339
7,spec-5778-56328-0973-dered.dr16,25.93006006233676
8,spec-9602-58131-0454-dered.dr16,12.370030349822864
9,spec-1374-53083-0381-dered.dr16,14.44110308318401
10,spec-6621-56366-0502-dered.dr16,13.362409400995244
12,spec-5415-55982-0013-dered.dr16,47.45729478205485
13,spec-1229-52723-0245-dered.dr16,17.209384347387694
14,spec-5391-56000-0254-dered.dr16,2.873938162964324
15,spec-5807-56329-0778-dered.dr16,16.864075700244396
16,spec-10429-58145-0655-dered.dr16,40.64740046679162
17,spec-11377-58434-0650-dered.dr16,94.64219649918354
18,spec-6442-56369-0246-dered.dr16,41.367250257643526
19,spec-10479-58159-0770-dered.dr16,60.14793198226178
20,spec-1732-53501-0445-dered.dr16,17.29386397255683
21,spec-5212-56016-0348-dered.dr16,4.947032158374407
22,spec-6674-56416-0693-dered.dr16,41.17059749794764
24,spec-6045-56072-0455-dered.dr16,25.97686502696296
25,spec-10730-58244-0836-dered.dr16,71.73660601775197
27,spec-6674-56416-0964-dered.dr16,7.726676232485589
29,spec-5809-56353-0704-dered.dr16,10.832976696987913
30,spec-0628-52083-0304-dered.dr16,22.245516417848638
31,spec-6036-56093-0310-dered.dr16,46.0777607337584
32,spec-8524-57656-0969-dered.dr16,17.2060973141685
33,spec-6305-56563-0032-dered.dr16,18.068493332598994
34,spec-7667-57580-0430-dered.dr16,14.371943521960707
35,spec-4419-55867-0178-dered.dr16,10.155514867261022
36,spec-9446-58082-0782-dered.dr16,8.371899822843453
38,spec-6806-56419-0302-dered.dr16,24.92679240336189
39,spec-6786-56448-0829-dered.dr16,3.5707728315248413
40,spec-6976-56448-0440-dered.dr16,3.2043160741559986
42,spec-6138-56598-0754-dered.dr16,2.746140526673014
43,spec-5745-55998-0657-dered.dr16,7.739804846751572
45,spec-6460-56334-0396-dered.dr16,4.130761359360299
46,spec-1933-53381-0566-dered.dr16,14.955780528428454
47,spec-5179-55957-0836-dered.dr16,10.044027077121555
48,spec-9609-58136-0331-dered.dr16,20.055267353339424
49,spec-1521-52945-0532-dered.dr16,230.99733014430868
