objectName,spec1,spec2,I01,I02,I1,I2
000901.16-014328.6,"Spectra(plate='7863', mjd='56975', fiber='0618')","Spectra(plate='9402', mjd='58039', fiber='0310')",6.097237,7.340222,5.378392,5.787979
