,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
110,111728.75+490216.4,"Spectra(plate='7397', mjd='57129', fiber='0572')","Spectra(plate='6692', mjd='56390', fiber='0185')",5.7566023,7.3814983,3.3928034,3.217961,0.78,0.8,0.425,0.5516,"[4.46604108 2.34457862 1.63977576 1.28912903 1.08013499 0.94195692
 0.84423439 0.77178564 0.71617504 0.6723401  0.63705828 0.60818042
 0.58421797 0.5641071  0.54706719 0.5325124  0.51999441 0.50916429
 0.49974638 0.49152    0.48430644 0.47795941 0.47235807 0.46740173
 0.46300583 0.45909892 0.45562019 0.45251763 0.4497465  0.44726817
 0.44504911 0.44306011 0.44127564 0.43967334 0.43823351 0.43693879
 0.43577387 0.43472514 0.43378055 0.43292938 0.43216208 0.43147014
 0.43084596 0.43028273 0.42977436 0.42931541 0.42890097 0.42852667
 0.42818854]","[5.7963959  3.04298721 2.12823603 1.67313782 1.40188814 1.22254926
 1.09571692 1.00168697 0.92951095 0.87261835 0.8268267  0.78934664
 0.7582462  0.73214465 0.71002885 0.69113845 0.67489157 0.66083535
 0.648612   0.63793513 0.62857278 0.62033509 0.61306521 0.60663245
 0.6009271  0.59585639 0.5913414  0.58731464 0.58371805 0.58050147
 0.57762138 0.57503989 0.57272387 0.57064427 0.56877553 0.56709515
 0.56558321 0.56422208 0.56299612 0.5618914  0.56089554 0.55999749
 0.55918737 0.55845636 0.55779656 0.55720089 0.556663   0.5561772
 0.55573835]",1.3,yes,1.03
111,024304.68+000005.4,"Spectra(plate='7822', mjd='57041', fiber='0529')","Spectra(plate='3651', mjd='55247', fiber='0320')",14.248211,18.298073,7.6108146,7.80039,0.78,0.86,0.4589,0.5786,"[4.82227353 2.53159324 1.77057199 1.39195603 1.16629163 1.01709183
 0.9115745  0.8333469  0.77330054 0.72596911 0.68787305 0.65669176
 0.63081795 0.60910293 0.59070384 0.57498809 0.56147161 0.54977763
 0.5396085  0.53072595 0.522937   0.5160837  0.51003558 0.50468389
 0.49993736 0.49571881 0.4919626  0.48861256 0.4856204  0.48294439
 0.48054832 0.47840067 0.47647387 0.47474375 0.47318907 0.47179109
 0.47053324 0.46940086 0.46838093 0.46746186 0.46663336 0.46588623
 0.46521226 0.4646041  0.46405519 0.46355963 0.46311213 0.46270797
 0.46234287]","[6.08012086 3.19193691 2.23241002 1.75503543 1.47050848 1.28239123
 1.14935063 1.05071806 0.97500913 0.91533172 0.86729864 0.82798398
 0.79536122 0.76798204 0.74478371 0.72496865 0.70792651 0.69318226
 0.68036059 0.66916111 0.65934048 0.65069957 0.64307384 0.63632621
 0.63034159 0.62502267 0.62028668 0.61606282 0.61229018 0.60891615
 0.60589509 0.60318724 0.60075785 0.59857645 0.59661625 0.59485362
 0.59326767 0.59183992 0.59055394 0.58939515 0.58835054 0.58740853
 0.58655876 0.58579197 0.58509987 0.58447505 0.58391083 0.58340124
 0.58294092]",1.26,yes,1.02
112,113512.68+161550.6,"Spectra(plate='5891', mjd='56034', fiber='0306')","Spectra(plate='2503', mjd='53856', fiber='0138')",19.18861,14.9945755,1.3003417,1.3562098,0.78,2.42,0.9307,0.9113,"[9.78010454 5.13435134 3.59091601 2.82304092 2.36536854 2.06277483
 1.848774   1.69011976 1.56833909 1.47234572 1.39508269 1.33184358
 1.27936863 1.23532818 1.19801278 1.16613951 1.13872659 1.1150099
 1.09438577 1.07637097 1.06057412 1.04667488 1.03440861 1.0235548
 1.0139283  1.00537262 0.99775461 0.99096036 0.98489193 0.97946467
 0.97460519 0.97024951 0.96634174 0.96283288 0.95967982 0.95684456
 0.9542935  0.95199691 0.94992837 0.94806441 0.94638412 0.94486885
 0.94350196 0.94226855 0.94115529 0.94015024 0.93924267 0.93842298
 0.93768253]","[9.5762429  5.02732822 3.51606507 2.76419597 2.31606356 2.01977727
 1.81023718 1.65489002 1.53564781 1.44165537 1.36600285 1.30408193
 1.25270079 1.20957835 1.17304078 1.14183188 1.11499037 1.09176804
 1.07157382 1.05393453 1.03846695 1.02485744 1.01284685 1.00221928
 0.99279345 0.98441611 0.97695689 0.97030426 0.96436232 0.9590482
 0.95429    0.95002512 0.94619881 0.94276309 0.93967575 0.93689958
 0.93440171 0.93215298 0.93012756 0.92830245 0.92665719 0.92517351
 0.92383511 0.92262741 0.92153736 0.92055325 0.9196646  0.918862
 0.91813698]",0.98,yes,1.14
113,093414.94+143802.3,"Spectra(plate='9585', mjd='57780', fiber='0132')","Spectra(plate='5315', mjd='55978', fiber='0473')",7.938339,10.123566,0.48311085,0.54735136,0.78,2.97,0.9345,0.9486,"[9.8200362  5.15531463 3.60557753 2.83456725 2.37502622 2.07119703
 1.85632245 1.69702043 1.57474254 1.47835723 1.40077874 1.33728142
 1.28459222 1.24037196 1.20290421 1.17090079 1.14337595 1.11956242
 1.09885409 1.08076574 1.06490439 1.0509484  1.03863205 1.02773392
 1.01806812 1.00947751 1.00182839 0.9950064  0.98891319 0.98346378
 0.97858445 0.97421099 0.97028727 0.96676408 0.96359814 0.9607513
 0.95818983 0.95588386 0.95380687 0.9519353  0.95024815 0.9487267
 0.94735423 0.94611579 0.94499798 0.94398882 0.94307755 0.94225452
 0.94151104]","[9.96820368 5.23309947 3.6599795  2.877336   2.41086129 2.10244784
 1.88433116 1.72262556 1.5985027  1.5006631  1.42191408 1.3574587
 1.30397451 1.25908704 1.22105397 1.18856767 1.16062753 1.1364547
 1.11543391 1.09707264 1.08097197 1.06680541 1.05430322 1.04324066
 1.03342902 1.02470879 1.01694426 1.01001934 1.00383419 0.99830256
 0.99334961 0.98891016 0.98492724 0.98135089 0.97813718 0.97524739
 0.97264727 0.97030651 0.96819818 0.96629837 0.96458577 0.96304136
 0.96164818 0.96039105 0.95925638 0.95823199 0.95730697 0.95647152
 0.95571682]",1.02,yes,0.94
114,094454.86+481403.5,"Spectra(plate='7299', mjd='56686', fiber='0578')","Spectra(plate='5741', mjd='55980', fiber='0672')",9.355317,11.933508,5.591248,5.2808676,0.78,0.79,0.4185,0.5441,"[4.39773692 2.30872035 1.61469684 1.26941294 1.06361527 0.92755052
 0.83132257 0.75998186 0.70522178 0.66205725 0.62731504 0.59887884
 0.57528287 0.55547958 0.53870028 0.52436809 0.51204156 0.50137707
 0.4921032  0.48400263 0.4768994  0.47064944 0.46513377 0.46025323
 0.45592457 0.45207741 0.44865188 0.44559677 0.44286802 0.4404276
 0.43824247 0.43628389 0.43452672 0.43294892 0.43153111 0.4302562
 0.42910909 0.4280764  0.42714626 0.42630811 0.42555254 0.42487119
 0.42425655 0.42370193 0.42320134 0.42274941 0.42234131 0.42197273
 0.42163978]","[5.71758341 3.00161229 2.09929881 1.65038849 1.38282693 1.20592649
 1.08081867 0.98806722 0.91687257 0.86075353 0.81558449 0.77861404
 0.74793647 0.72218982 0.70037472 0.68174117 0.6657152  0.6518501
 0.63979295 0.62926125 0.62002619 0.61190051 0.60472948 0.59838419
 0.59275641 0.58775464 0.58330105 0.57932903 0.57578134 0.5726085
 0.56976757 0.56722119 0.56493665 0.56288532 0.561042   0.55938447
 0.55789308 0.55655046 0.55534117 0.55425147 0.55326915 0.55238331
 0.5515842  0.55086313 0.55021231 0.54962474 0.54909416 0.54861496
 0.54818208]",1.3,yes,1.01
115,114548.38+393746.6,"Spectra(plate='8842', mjd='57424', fiber='0656')","Spectra(plate='1997', mjd='53442', fiber='0450')",7.4502373,9.502685,0.47078896,0.6950788,0.78,2.8,0.9222,0.939,"[9.69078372 5.08745976 3.55812049 2.79725834 2.34376584 2.04393569
 1.83188931 1.67468405 1.55401559 1.45889892 1.38234152 1.31967997
 1.26768427 1.22404604 1.18707144 1.15548926 1.1283267  1.10482661
 1.08439084 1.06654057 1.05088799 1.03711569 1.02496145 1.01420676
 1.00466819 0.99619064 0.98864221 0.98191001 0.975897   0.97051931
 0.9657042  0.96138831 0.95751623 0.95403941 0.95091515 0.94810578
 0.94557802 0.9433024  0.94125275 0.93940582 0.93774088 0.93623945
 0.93488504 0.9336629  0.9325598  0.93156393 0.93066465 0.92985245
 0.92911876]","[9.8673237  5.18013958 3.62293986 2.84821685 2.38646294 2.08117069
 1.8652614  1.70519228 1.58232557 1.48547613 1.40752406 1.34372098
 1.29077806 1.24634486 1.20869668 1.17653916 1.14888177 1.12495358
 1.10414552 1.08597007 1.07003234 1.05600915 1.04363349 1.03268288
 1.02297053 1.01433855 1.0066526  0.99979776 0.99367521 0.98819956
 0.98329673 0.97890221 0.9749596  0.97141944 0.96823826 0.96537771
 0.96280391 0.96048683 0.95839984 0.95651926 0.95482399 0.95329521
 0.95191613 0.95067172 0.94954853 0.94853451 0.94761886 0.94679186
 0.9460448 ]",1.02,yes,0.94
116,114239.49+164324.1,"Spectra(plate='5378', mjd='56011', fiber='0828')","Spectra(plate='2508', mjd='53875', fiber='0166')",3.2241936,2.561922,1.3556037,1.2932991,0.79,0.66,0.5875,0.4809,"[6.17364502 3.24103515 2.26674885 1.78203131 1.49312777 1.30211691
 1.16702989 1.06688015 0.99000668 0.92941132 0.88063939 0.84072
 0.80759543 0.77979511 0.75623994 0.73612008 0.7188158  0.70384476
 0.69082587 0.67945412 0.66948243 0.6607086  0.65296557 0.64611415
 0.64003748 0.63463674 0.62982791 0.62553907 0.6217084  0.61828247
 0.61521494 0.61246544 0.60999868 0.60778373 0.60579337 0.60400363
 0.60239329 0.60094357 0.59963782 0.5984612  0.59740052 0.59644402
 0.59558118 0.59480259 0.59409985 0.59346542 0.59289252 0.5923751
 0.59190769]","[5.05345683 2.65295966 1.8554545  1.45868742 1.2222045  1.06585196
 0.95527605 0.87329816 0.81037313 0.7607726  0.72085018 0.68817404
 0.66105982 0.63830377 0.61902262 0.60255344 0.58838897 0.57613437
 0.56547772 0.55616933 0.54800698 0.54082513 0.53448705 0.5288788
 0.52390472 0.51948393 0.51554764 0.512037   0.50890139 0.50609709
 0.50358615 0.50133554 0.49931637 0.49750331 0.4958741  0.4944091
 0.49309095 0.49190428 0.49083545 0.48987232 0.48900411 0.48822116
 0.48751487 0.48687756 0.48630233 0.48578301 0.48531407 0.48489053
 0.48450793]",0.82,yes,1.05
117,014345.09-040046.4,"Spectra(plate='9331', mjd='57711', fiber='0775')","Spectra(plate='7050', mjd='56573', fiber='0636')",10.3869705,13.100077,8.246555,8.366477,0.79,0.46,0.2,0.3657,"[2.10166639 1.10333111 0.77165918 0.60664896 0.50829882 0.44327384
 0.39728677 0.36319324 0.33702355 0.31639534 0.29979213 0.28620255
 0.2749261  0.26546216 0.25744338 0.25059407 0.24470325 0.23960673
 0.23517476 0.23130353 0.22790891 0.22492208 0.22228615 0.21995375
 0.2178851  0.21604655 0.2144095  0.21294947 0.21164541 0.21047914
 0.20943487 0.20849887 0.20765913 0.2069051  0.20622753 0.20561826
 0.20507005 0.20457653 0.20413202 0.20373147 0.20337039 0.20304477
 0.20275104 0.20248599 0.20224676 0.20203078 0.20183575 0.20165961
 0.20150049]","[3.84289699 2.01744094 1.41097882 1.10925762 0.92942439 0.81052622
 0.72643886 0.66409885 0.61624756 0.57852888 0.54816991 0.52332137
 0.50270238 0.48539757 0.47073523 0.45821126 0.4474399  0.4381209
 0.43001706 0.4229385  0.41673144 0.41127002 0.40645023 0.40218544
 0.3984029  0.39504112 0.39204777 0.38937811 0.38699364 0.38486111
 0.38295167 0.38124019 0.37970471 0.37832597 0.37708704 0.37597298
 0.3749706  0.37406819 0.3732554  0.372523   0.37186276 0.37126737
 0.37073028 0.37024563 0.3698082  0.36941328 0.36905667 0.36873459
 0.36844365]",1.83,yes,0.99
118,103149.36+371055.2,"Spectra(plate='8853', mjd='57459', fiber='0698')","Spectra(plate='1973', mjd='53432', fiber='0472')",7.343052,5.8010917,2.7746456,2.6838324,0.79,0.75,0.6282,0.5294,"[6.60133413 3.46556303 2.42378149 1.90548437 1.59656658 1.39232314
 1.24787775 1.14078998 1.05859097 0.99379777 0.94164709 0.89896222
 0.86354289 0.83381666 0.80862967 0.78711597 0.76861292 0.75260472
 0.73868394 0.72652438 0.71586189 0.70648024 0.69820081 0.69087474
 0.68437709 0.67860221 0.67346024 0.66887429 0.66477824 0.66111498
 0.65783494 0.65489496 0.65225732 0.64988892 0.64776068 0.64584694
 0.64412504 0.6425749  0.64117868 0.63992055 0.6387864  0.63776363
 0.63684101 0.63600849 0.63525707 0.63457868 0.6339661  0.63341283
 0.63291304]","[5.56311093 2.92051746 2.04258186 1.60579979 1.34546697 1.17334586
 1.05161809 0.96137252 0.89210134 0.83749847 0.79354977 0.75757816
 0.7277294  0.70267835 0.68145264 0.6633225  0.64772951 0.634239
 0.6225076  0.61226044 0.60327489 0.59536874 0.58839145 0.58221759
 0.57674185 0.57187522 0.56754195 0.56367725 0.56022541 0.55713828
 0.55437411 0.55189652 0.54967371 0.5476778  0.54588428 0.54427152
 0.54282044 0.54151409 0.54033746 0.53927721 0.53832143 0.53745952
 0.536682   0.53598041 0.53534717 0.53477548 0.53425924 0.53379298
 0.5333718 ]",0.84,yes,1.0
119,114239.49+164324.1,"Spectra(plate='5378', mjd='56011', fiber='0828')","Spectra(plate='2508', mjd='53875', fiber='0166')",4.9457235,3.9013324,3.0099442,3.177025,0.79,0.23,0.3752,0.208,"[3.94272615 2.06984917 1.44763263 1.13807344 0.95356858 0.83158173
 0.74530999 0.68135053 0.63225618 0.59355766 0.56241004 0.53691599
 0.51576137 0.49800702 0.48296379 0.47011448 0.4590633  0.44950222
 0.44118786 0.43392542 0.42755712 0.42195382 0.41700882 0.41263324
 0.40875244 0.40530333 0.40223222 0.39949321 0.39704679 0.39485887
 0.39289982 0.39114389 0.38956852 0.38815397 0.38688285 0.38573985
 0.38471142 0.38378558 0.38295167 0.38220024 0.38152285 0.380912
 0.38036095 0.37986372 0.37941492 0.37900974 0.37864387 0.37831342
 0.37801492]","[2.18573304 1.14746436 0.80252555 0.63091491 0.52863077 0.4610048
 0.41317824 0.37772097 0.35050449 0.32905116 0.31178382 0.29765065
 0.28592315 0.27608065 0.26774112 0.26061783 0.25449138 0.24919099
 0.24458176 0.24055567 0.23702527 0.23391896 0.2311776  0.2287519
 0.2266005  0.22468841 0.22298588 0.22146745 0.22011123 0.2188983
 0.21781227 0.21683883 0.21596549 0.2151813  0.21447663 0.21384299
 0.21327286 0.2127596  0.2122973  0.21188073 0.21150521 0.21116656
 0.21086108 0.21058543 0.21033663 0.21011201 0.20990918 0.20972599
 0.20956051]",0.55,yes,0.99
120,084853.85+104251.3,"Spectra(plate='5287', mjd='55952', fiber='0034')","Spectra(plate='2574', mjd='54084', fiber='0193')",15.62451,19.84042,14.341814,15.250039,0.79,0.29,0.0534,0.2546,"[0.56114493 0.29458941 0.206033   0.16197527 0.13571578 0.11835412
 0.10607557 0.0969726  0.08998529 0.08447756 0.0800445  0.07641608
 0.07340527 0.0708784  0.06873738 0.06690862 0.06533577 0.063975
 0.06279166 0.06175804 0.06085168 0.06005419 0.0593504  0.05872765
 0.05817532 0.05768443 0.05724734 0.05685751 0.05650933 0.05619793
 0.05591911 0.0556692  0.05544499 0.05524366 0.05506275 0.05490007
 0.0547537  0.05462193 0.05450325 0.0543963  0.05429989 0.05421295
 0.05413453 0.05406376 0.05399988 0.05394222 0.05389015 0.05384312
 0.05380063]","[2.67542131 1.40454051 0.98232214 0.77226412 0.64706439 0.5642876
 0.50574606 0.462345   0.42903098 0.40277127 0.38163538 0.36433585
 0.34998093 0.33793333 0.32772543 0.31900625 0.31150724 0.30501936
 0.29937748 0.29444939 0.29012804 0.2863258  0.28297027 0.28000113
 0.27736773 0.27502726 0.27294329 0.27108468 0.26942461 0.26793994
 0.26661059 0.26541907 0.26435007 0.26339019 0.26252765 0.26175204
 0.26105418 0.26042593 0.25986006 0.25935016 0.25889051 0.258476
 0.25810207 0.25776466 0.25746012 0.25718518 0.25693691 0.25671268
 0.25651012]",4.77,yes,1.0
121,092557.51+044035.9,"Spectra(plate='4796', mjd='55924', fiber='0398')","Spectra(plate='0991', mjd='52707', fiber='0002')",7.785572,9.900801,2.4635081,2.4012911,0.79,1.4,0.6879,0.7546,"[7.22868154 3.79490736 2.65412176 2.08656909 1.74829378 1.52464038
 1.36646785 1.24920316 1.1591925  1.08824178 1.03113504 0.98439368
 0.94560834 0.91305711 0.88547652 0.8619183  0.84165684 0.82412733
 0.8088836  0.79556849 0.7838927  0.77361948 0.76455322 0.75653094
 0.74941579 0.74309211 0.73746148 0.7324397  0.72795439 0.723943
 0.72035125 0.71713188 0.71424356 0.71165009 0.7093196  0.70722399
 0.70533845 0.70364099 0.70211209 0.7007344  0.69949246 0.6983725
 0.6973622  0.69645056 0.69562773 0.69488487 0.69421407 0.69360822
 0.69306094]","[7.92958729 4.16286829 2.9114701  2.28888651 1.91781143 1.67247221
 1.49896299 1.37032811 1.27158985 1.19375962 1.13111571 1.07984223
 1.03729619 1.00158874 0.97133389 0.94549143 0.92326537 0.90403617
 0.88731439 0.87270821 0.85990032 0.84863099 0.83868565 0.82988552
 0.82208047 0.81514363 0.80896705 0.80345835 0.79853814 0.79413779
 0.79019778 0.78666625 0.78349788 0.78065294 0.77809648 0.77579768
 0.77372932 0.77186727 0.77019012 0.76867884 0.76731649 0.76608793
 0.76497967 0.76397964 0.76307702 0.76226213 0.76152629 0.7608617
 0.76026135]",1.1,yes,0.97
122,084048.27+222855.4,"Spectra(plate='4472', mjd='55893', fiber='0778')","Spectra(plate='9594', mjd='58086', fiber='0851')",6.8547554,5.388364,3.350326,3.4483552,0.79,0.46,0.504,0.369,"[5.2961993  2.78039441 1.94458114 1.52875537 1.28091302 1.11705008
 1.00116267 0.91524698 0.84929935 0.79731626 0.75547617 0.72123043
 0.69281378 0.66896465 0.64875733 0.63149706 0.6166522  0.60380895
 0.59264041 0.58288489 0.57433046 0.56680363 0.5601611  0.55428346
 0.54907045 0.54443731 0.54031194 0.53663267 0.53334644 0.53040743
 0.52777588 0.52541716 0.523301   0.52140085 0.51969338 0.51815801
 0.51677654 0.51553287 0.5144127  0.51340331 0.51249339 0.51167283
 0.51093262 0.51026469 0.50966183 0.50911757 0.5086261  0.50818221
 0.50778124]","[3.87757449 2.0356459  1.42371119 1.11926732 0.93781132 0.81784024
 0.7329941  0.67009154 0.62180845 0.5837494  0.55311648 0.52804371
 0.50723866 0.48977769 0.47498304 0.46234606 0.4514775  0.44207441
 0.43389744 0.42675501 0.42049194 0.41498123 0.41011795 0.40581468
 0.40199801 0.39860589 0.39558553 0.39289177 0.39048579 0.38833401
 0.38640734 0.38468042 0.38313109 0.38173991 0.3804898  0.37936568
 0.37835425 0.37744371 0.37662358 0.37588457 0.37521837 0.37461761
 0.37407567 0.37358665 0.37314527 0.37274679 0.37238696 0.37206198
 0.3717684 ]",0.73,yes,0.93
123,083113.53+455420.0,"Spectra(plate='6394', mjd='56330', fiber='0811')","Spectra(plate='5160', mjd='55895', fiber='0409')",8.371592,10.637491,3.5221908,3.5784779,0.79,1.1,0.5759,0.6663,"[6.05174837 3.17704194 2.22199262 1.74684567 1.46364644 1.27640703
 1.14398726 1.04581495 0.97045931 0.91106039 0.86325144 0.82412025
 0.79164972 0.7643983  0.74130822 0.72158563 0.70462302 0.68994757
 0.67718574 0.66603851 0.65626371 0.64766312 0.64007298 0.63335684
 0.62740014 0.62210604 0.61739216 0.613188   0.60943296 0.60607468
 0.60306772 0.60037251 0.59795445 0.59578323 0.59383218 0.59207777
 0.59049922 0.58907813 0.58779816 0.58664477 0.58560504 0.58466743
 0.58382162 0.58305841 0.58236954 0.58174763 0.58118605 0.58067884
 0.58022066]","[7.00170157 3.6757476  2.57078257 2.021051   1.69339751 1.47676681
 1.32356088 1.20997829 1.12279396 1.05407108 0.99875749 0.9534838
 0.91591632 0.8843872  0.85767263 0.83485414 0.81522889 0.79824981
 0.78348473 0.77058771 0.75927854 0.7493279  0.74054632 0.73277593
 0.7258842  0.71975908 0.71430525 0.70944116 0.70509669 0.70121125
 0.69773228 0.694614   0.69181638 0.68930434 0.68704702 0.68501722
 0.68319089 0.68154673 0.68006583 0.6787314  0.67752846 0.67644366
 0.67546509 0.67458207 0.67378508 0.67306554 0.67241581 0.67182898
 0.67129888]",1.16,yes,1.09
124,140149.06+225035.7,"Spectra(plate='6004', mjd='56066', fiber='0146')","Spectra(plate='5870', mjd='56065', fiber='0748')",7.8857927,6.2394075,0.52922314,0.5688425,0.79,2.43,0.9303,0.9119,"[9.77590121 5.13214467 3.58937269 2.82182762 2.36435194 2.06188828
 1.84797942 1.68939338 1.56766504 1.47171293 1.3944831  1.33127117
 1.27881877 1.23479725 1.1974979  1.16563832 1.13823718 1.11453068
 1.09391542 1.07590836 1.0601183  1.04622504 1.03396404 1.02311489
 1.01349253 1.00494053 0.99732579 0.99053446 0.98446863 0.97904372
 0.97418632 0.96983251 0.96592643 0.96241907 0.95926736 0.95643332
 0.95388336 0.95158775 0.9495201  0.94765694 0.94597738 0.94446276
 0.94309646 0.94186358 0.9407508  0.93974617 0.938839   0.93801966
 0.93727953]","[9.5825479  5.03063821 3.51838004 2.76601592 2.31758845 2.02110709
 1.81142904 1.6559796  1.53665888 1.44260456 1.36690222 1.30494054
 1.25352557 1.21037473 1.17381311 1.14258366 1.11572448 1.09248686
 1.07227934 1.05462844 1.03915068 1.02553221 1.01351371 1.00287914
 0.9934471  0.98506425 0.97760012 0.97094311 0.96499726 0.95967964
 0.95491831 0.95065061 0.94682179 0.9433838  0.94029443 0.93751644
 0.93501692 0.93276671 0.93073996 0.92891365 0.9272673  0.92578264
 0.92444336 0.92323487 0.9221441  0.92115934 0.92027011 0.91946698
 0.91874148]",0.98,yes,0.96
125,090306.66+272532.9,"Spectra(plate='5780', mjd='56274', fiber='0856')","Spectra(plate='10661', mjd='58171', fiber='0162')",7.074565,5.6730165,1.49891,1.525146,0.8,1.32,0.7851,0.7321,"[8.25009141 4.33112628 3.02914812 2.38140048 1.995327   1.74007147
 1.55954923 1.42571508 1.32298595 1.24200991 1.17683401 1.12348812
 1.07922242 1.04207172 1.010594   0.98370702 0.96058262 0.9405762
 0.92317854 0.907982   0.89465643 0.88293161 0.87258429 0.86342846
 0.85530795 0.84809073 0.84166449 0.83593315 0.83081407 0.82623586
 0.8221366  0.81846233 0.8151659  0.81220597 0.80954618 0.80715446
 0.8050025  0.80306519 0.80132025 0.79974789 0.79833047 0.79705226
 0.79589921 0.79485875 0.79391965 0.79307183 0.79230624 0.79161479
 0.79099017]","[7.69314982 4.03874354 2.82465844 2.2206385  1.86062782 1.6226039
 1.45426823 1.32946887 1.23367471 1.15816515 1.0973891  1.04764444
 1.006367   0.97172425 0.9423715  0.91729959 0.89573626 0.87708042
 0.86085723 0.84668657 0.83426057 0.82332726 0.81367846 0.80514072
 0.7975684  0.7908384  0.78484598 0.77950154 0.77472803 0.77045889
 0.76663636 0.76321013 0.76013623 0.75737612 0.75489588 0.75266563
 0.75065894 0.74885241 0.74722527 0.74575905 0.74443732 0.74324539
 0.74217018 0.74119996 0.74032426 0.73953367 0.73881977 0.73817499
 0.73759254]",0.93,yes,1.03
