spectra index,spectra file name,bf,cf
1,spec-10901-58397-0466-dered.dr16,11408338.81230444,-1.5747192710811204
2,spec-7634-56935-0762-dered.dr16,721.7975909536653,-0.5226324403475546
4,spec-8302-57389-0164-dered.dr16,63.918247883735184,-0.29041258309558704
5,spec-9140-58039-0081-dered.dr16,9.136363226131122,0.12921567597762829
7,spec-11309-58428-0826-dered.dr16,3950239.827847857,-1.502195102146928
8,spec-8055-57187-0792-dered.dr16,0.0529127069645408,0.5988955917726532
9,spec-8162-56993-0726-dered.dr16,18005448513.94299,-2.5915131457304668
10,spec-8744-58124-0859-dered.dr16,1284246.7450576362,-1.4358463462530933
11,spec-7764-58042-0059-dered.dr16,10.109695256550218,-0.0579499112313436
12,spec-11059-58515-0558-dered.dr16,11.419129096757944,0.004208072364171021
13,spec-8530-58016-0383-dered.dr16,130836.6691490684,-1.1535756664679557
14,spec-9153-58022-0045-dered.dr16,0.0023674929275337114,0.9147053809661493
15,spec-7318-56990-0380-dered.dr16,38005307.490412384,-1.8275040214337646
16,spec-7671-57360-0092-dered.dr16,398706632.10629,-2.0117904521946732
18,spec-8823-57446-0393-dered.dr16,3111.334973513592,-0.6811473117333722
19,spec-10732-58253-0784-dered.dr16,2185672.481717631,-1.4821559840928664
20,spec-4421-55858-0894-dered.dr16,124123.74971952119,-1.0709912072901155
21,spec-5297-55913-0686-dered.dr16,69693742.41467804,-1.82252436099494
22,spec-5304-55925-0798-dered.dr16,3675.5511294156668,-0.7271825391300059
23,spec-5363-55956-0084-dered.dr16,0.45304020828516356,0.2870026284192555
24,spec-5723-56597-0996-dered.dr16,537033.3856394668,-1.2210622989344266
25,spec-5863-56042-0078-dered.dr16,199053.1494282786,-1.1875331465792516
26,spec-5899-56038-0507-dered.dr16,8417788.837247154,-1.5918245233261457
27,spec-6138-56598-0594-dered.dr16,15917.486941077032,-1.003691898643563
28,spec-6442-56369-0726-dered.dr16,340387.40131983097,-1.2907862503440342
29,spec-6482-56358-0618-dered.dr16,1213714.5585788323,-1.427466883964856
30,spec-6662-56364-0712-dered.dr16,2223.7450985052883,-0.676407678332876
31,spec-6669-56413-0946-dered.dr16,9957552403.098028,-2.4465981137205715
32,spec-6692-56390-0940-dered.dr16,2146885.5966759897,-1.4794968455881383
33,spec-6783-56284-0672-dered.dr16,21795902.144430317,-1.7030035027428596
34,spec-7339-56768-0119-dered.dr16,15053.943512705791,-0.9786124613350594
36,spec-10917-58252-0046-dered.dr16,0.0024094363096162676,0.9005318059341193
37,spec-11347-58440-0354-dered.dr16,445825251.69610476,-2.13911133030538
38,spec-8865-57426-0726-dered.dr16,502761.2615440005,-1.3394346273393953
39,spec-9155-58043-0456-dered.dr16,53784.32281490091,-0.900281377210939
40,spec-9411-58070-0290-dered.dr16,711.579219808027,-0.5022636935092263
41,spec-11340-58433-0826-dered.dr16,1104340.0803998006,-1.4432201832554115
42,spec-7584-56957-0256-dered.dr16,546.2999216078141,-0.46414471946126434
43,spec-7725-58158-0762-dered.dr16,29529.298794735,-1.0299488599208244
44,spec-7732-58108-0100-dered.dr16,9317239311854.86,-3.2138792169684143
45,spec-7857-57278-0834-dered.dr16,23539.763806370036,-0.9236881694601389
46,spec-11109-58523-0138-dered.dr16,45.6221159317388,-0.2726334064220541
47,spec-7743-58107-0994-dered.dr16,17780098.476843677,-1.673663318354766
48,spec-7375-56981-0683-dered.dr16,82749226.6638229,-1.961336694424061
50,spec-10665-58456-0918-dered.dr16,908046.2938316424,-1.378951549346004
51,spec-9148-58039-0042-dered.dr16,0.3732845759028739,0.3531310054631575
52,spec-9204-57712-0460-dered.dr16,0.0006078014282500299,1.1008030995715037
53,spec-7644-57327-0353-dered.dr16,8315647181.505486,-2.311126027510497
54,spec-5201-55832-0846-dered.dr16,794.4930425484757,-0.5607874614512411
55,spec-5202-55824-0914-dered.dr16,16.781181056246215,-0.12247061642527857
56,spec-5288-55865-0969-dered.dr16,1626926.8051584244,-1.445759173664615
57,spec-5322-56003-0312-dered.dr16,17426904.64814057,-1.6966319733833235
58,spec-5326-56002-0370-dered.dr16,238012.82857579578,-1.1620729411286543
60,spec-5438-56002-0285-dered.dr16,95785.08665394782,-1.035844498430574
61,spec-5738-56002-0806-dered.dr16,131177593.28719586,-1.9573889170479084
62,spec-5862-56045-0724-dered.dr16,5975800938.643607,-2.23580578830149
63,spec-5994-56101-0196-dered.dr16,9142689424.536436,-2.3944817132356446
64,spec-6370-56238-0059-dered.dr16,8779.026941679014,-0.8908030090620842
65,spec-6430-56299-0696-dered.dr16,59408975.80739609,-1.861783228656621
67,spec-6800-56399-0376-dered.dr16,157.25239146071394,-0.30921473990752746
68,spec-7114-56748-0106-dered.dr16,1041461.1956390712,-1.4349486664509754
69,spec-7906-57333-0282-dered.dr16,6849.485023876151,-0.8164121493395133
72,spec-7662-57358-0956-dered.dr16,10.745622812875844,-0.02654487016176661
73,spec-7726-58154-0638-dered.dr16,48763435585.08708,-2.648738085086687
74,spec-11341-58428-0699-dered.dr16,9638.795235670426,-0.8238245181185845
75,spec-8384-57513-0905-dered.dr16,4985254.318903998,-1.5930035475978135
76,spec-11040-58456-0700-dered.dr16,2309.240808152672,-0.7385789096966203
77,spec-8742-57364-0704-dered.dr16,21015533.900473837,-1.7428111979652274
78,spec-9144-57666-0213-dered.dr16,313580.49817028776,-1.210475151855424
79,spec-7578-56956-0116-dered.dr16,3467896414.316699,-2.3750907629209475
80,spec-8387-57483-0450-dered.dr16,10137215.176691977,-1.618918849376561
81,spec-4853-55928-0920-dered.dr16,12991.240210220969,-0.8262041302228929
82,spec-5197-55828-0030-dered.dr16,27.877449728299517,-0.14201276173196078
83,spec-5320-55999-0104-dered.dr16,742520.4420759269,-1.3159965566366254
84,spec-5324-55947-0577-dered.dr16,1431393.24275736,-1.4600729356171487
85,spec-5368-56001-0946-dered.dr16,1538.2943527628602,-0.5856474743478538
86,spec-5412-55981-0632-dered.dr16,375738.40968604694,-1.2981600410591878
87,spec-5450-55986-0680-dered.dr16,95662948.45000093,-1.8129850909918876
88,spec-5464-56035-0518-dered.dr16,8.251675552492653,-0.016753794376699396
89,spec-5469-56037-0689-dered.dr16,10535126.199132757,-1.5756824746044682
90,spec-5905-56065-0640-dered.dr16,12769.674063943037,-0.9294558074956172
91,spec-6428-56279-0192-dered.dr16,6418064.832203053,-1.6522495408454851
92,spec-6689-56396-0002-dered.dr16,1654171.008113415,-1.2978565212460893
93,spec-6721-56398-0840-dered.dr16,30015.88956592884,-1.0296350948387525
94,spec-6737-56365-0672-dered.dr16,48433863.61669772,-1.8659038856424746
95,spec-6840-56685-0392-dered.dr16,6847530.8571203,-1.610399278303972
96,spec-7118-56686-0018-dered.dr16,1058277.310224937,-1.2358321302842428
97,spec-7235-56603-0711-dered.dr16,1417167769.8488333,-2.093045626775704
98,spec-7631-57279-0786-dered.dr16,810934.2193270952,-1.3904132811349763
99,spec-7687-57007-0376-dered.dr16,197.56375972012648,-0.3848834322973189
100,spec-7832-56904-0796-dered.dr16,68812.54694775718,-1.092268246277133
101,spec-8840-57425-0698-dered.dr16,144419.31405981208,-1.1514781500712659
102,spec-11314-58436-0494-dered.dr16,5464599187.450724,-2.242266151408906
103,spec-8863-57724-0590-dered.dr16,51167662.97426574,-1.851974679739526
105,spec-10748-58224-0788-dered.dr16,32312.543612426394,-1.0537689079624835
106,spec-7879-57359-0209-dered.dr16,23735360740.754375,-2.5771790955591816
107,spec-8542-57933-0220-dered.dr16,167220768.79964504,-2.053227017460979
108,spec-7671-57360-0958-dered.dr16,15090.648269452788,-0.9410101678575066
109,spec-8743-57663-0257-dered.dr16,593004.1457288314,-1.3698169681561534
110,spec-7582-56960-0620-dered.dr16,43506849.56162472,-1.8445206221196788
112,spec-5193-56066-0854-dered.dr16,13944642774.414734,-2.4657955784457477
113,spec-5303-55980-0022-dered.dr16,61384793.53051673,-1.8840854121888533
114,spec-5371-55976-0375-dered.dr16,1980025.0578397128,-1.3442002887250932
115,spec-5430-56000-0860-dered.dr16,1105600.7792620442,-1.3840084040246778
116,spec-5459-56035-0821-dered.dr16,4067358.4139335672,-1.4876537744470455
117,spec-5470-56008-0024-dered.dr16,176943.17113171035,-1.05535349825497
118,spec-5483-56017-0080-dered.dr16,5225.47037413301,-0.8093872383356635
119,spec-5787-56254-0280-dered.dr16,27233568.2658209,-1.5590676751272041
120,spec-5973-56067-0856-dered.dr16,1611798.1355923004,-1.3837909206934336
121,spec-5986-56328-0702-dered.dr16,1123157.3734040044,-1.3093719428126651
122,spec-6002-56104-0333-dered.dr16,884693.9126987146,-1.3203068660993285
123,spec-6038-56090-0192-dered.dr16,251327038.63768783,-2.0221063684429885
124,spec-6467-56270-0933-dered.dr16,2531085.3879335667,-1.3249800799931208
125,spec-6638-56370-0035-dered.dr16,278824.0841125625,-1.1605802585656235
126,spec-7092-56683-0634-dered.dr16,1282979.758694524,-1.3653146762725876
127,spec-11124-58430-0782-dered.dr16,1577614.3253798399,-1.3336413638610687
128,spec-11307-58430-0280-dered.dr16,2131.5356704367737,-0.650901321805002
129,spec-8502-57512-0664-dered.dr16,4839900085.488153,-2.3688916685944474
130,spec-11329-58426-0355-dered.dr16,6536615.010279048,-1.5707462480829621
131,spec-8287-57401-0190-dered.dr16,5570502.34839355,-1.5763941451586916
132,spec-8838-57870-0656-dered.dr16,757416065.3712085,-2.224897256986045
133,spec-11083-58515-0124-dered.dr16,3658.3565203681933,-0.7529208168739754
134,spec-7624-57039-0348-dered.dr16,3561233352.9599895,-2.1625607010091596
135,spec-7636-56989-0188-dered.dr16,55.31230722902358,-0.18158557701595984
136,spec-7647-57655-0057-dered.dr16,1414256.9905442598,-1.4365245536125464
137,spec-8747-57401-0020-dered.dr16,36180190.11863583,-1.8250619505605445
138,spec-10244-58225-0714-dered.dr16,4381.129764356896,-0.7637055212714576
139,spec-11281-58424-0952-dered.dr16,9587.215320288444,-0.7970675870098359
140,spec-7655-57336-0586-dered.dr16,361445.0871373081,-1.2226543141546444
141,spec-7745-58077-0679-dered.dr16,6418849.455585192,-1.5901521386956459
142,spec-7751-58081-0846-dered.dr16,11078878.957752654,-1.71869085591927
143,spec-7756-58392-0073-dered.dr16,52529006.247970715,-1.86069808819493
144,spec-11087-58488-0328-dered.dr16,2194170.6829258413,-1.534114210708452
145,spec-7390-57130-0961-dered.dr16,36406721099.019936,-2.51665277891114
146,spec-10666-58440-0880-dered.dr16,15008.76504770844,-0.9286590479137756
147,spec-5158-55913-0592-dered.dr16,5325.9722323491815,-0.7510577154253348
148,spec-5172-56071-0722-dered.dr16,4304787.190479602,-1.534980351215768
149,spec-5205-56040-0352-dered.dr16,275644335.12416786,-2.0014820361383228
150,spec-5314-55952-0508-dered.dr16,851386193.0076324,-2.12877897432661
151,spec-5434-56033-0598-dered.dr16,7622015.589650861,-1.5390529962706665
152,spec-5790-56271-0352-dered.dr16,18047443.789900478,-1.6835887510875425
153,spec-5792-56269-0798-dered.dr16,527537.5918867157,-1.2464271726473992
154,spec-6435-56341-0258-dered.dr16,1530464.5853073192,-1.4377458162857026
156,spec-6690-56416-0865-dered.dr16,140725804.44691655,-1.9828584510148446
157,spec-6709-56429-0316-dered.dr16,37806555.851624124,-1.747634992976902
158,spec-6809-56454-0922-dered.dr16,20728588.54663517,-1.6538034899042513
159,spec-6970-56444-0302-dered.dr16,3986806593.224989,-2.389803542500776
160,spec-7238-56660-0165-dered.dr16,254.31841556626463,-0.495759640470443
162,spec-8054-57194-0545-dered.dr16,4465.215387306515,-0.7695154856228015
163,spec-11284-58420-0350-dered.dr16,0.012295628174336654,0.7919652589772964
165,spec-7878-57340-0670-dered.dr16,2589906.2384146554,-1.3939660229012287
166,spec-11293-58462-0284-dered.dr16,245.17684280793733,-0.34292107385863835
167,spec-7297-57040-0514-dered.dr16,232679428.86843032,-2.0435700842479325
168,spec-7885-57336-0182-dered.dr16,44.22823608230452,-0.20777964879097394
169,spec-8872-57422-0824-dered.dr16,17111972.912418842,-1.7186644021791582
170,spec-9145-58041-0855-dered.dr16,1358116.529068353,-1.384705388347643
171,spec-10472-58159-0789-dered.dr16,62396148.90504401,-1.7968611395138565
172,spec-8228-57423-0458-dered.dr16,5406535.694974837,-1.6384352946968992
173,spec-9176-58080-0591-dered.dr16,1076454.7636482657,-1.3852085352229133
174,spec-11085-58462-0568-dered.dr16,175340.68564826128,-1.1954697152292773
175,spec-11346-58429-0852-dered.dr16,22445.80773022495,-0.996551373132724
177,spec-7616-56902-0588-dered.dr16,277495077.92370784,-2.036615079360514
178,spec-7845-56980-0610-dered.dr16,162.5977458538491,-0.3651498522319682
179,spec-8745-57391-0609-dered.dr16,44594.041046606726,-0.957835778325786
180,spec-7869-57012-0602-dered.dr16,9320658.131776389,-1.6026286714108706
181,spec-9156-58039-0299-dered.dr16,285996097.8239274,-2.020582288665685
182,spec-5039-56220-0218-dered.dr16,14891673.048669394,-1.6852161121360751
183,spec-5166-56065-0730-dered.dr16,1491308544.8437972,-2.181646108296825
184,spec-5285-55946-0392-dered.dr16,1037553.1189279173,-1.3485910687019993
185,spec-5312-56001-0140-dered.dr16,8917456.660057202,-1.579829638000047
186,spec-5322-56003-0417-dered.dr16,498948692.87647045,-2.1276189944232398
187,spec-5430-56000-0420-dered.dr16,28909767.341205012,-1.7523204537509673
188,spec-5478-56014-0340-dered.dr16,41641.55945835632,-1.0281337755736697
