spectra index,chi_sq
100,13.778751324706684
102,27.8012667821328
104,15.509103514175816
110,13.923499096389747
111,16.24496453838201
124,63.63508158792739
126,20.956203086269817
129,21.65030136472306
133,8.73630978809556
137,38.74759004873228
141,11.194679026559685
145,53.50096962348019
149,21.89425500875453
150,11.197452595445187
156,9.62573484253626
161,44.7922886638427
164,32.872181486814796
173,14.020218579796907
176,23.725014900288105
181,13.659876557862454
192,17.228066088318254
194,15.31446730998391
201,15.789174658703532
202,56.787410457155495
206,15.900084936560946
207,46.864226398977
209,13.519688642084144
210,17.46649841542524
211,23.575398750516406
239,30.39937833987018
243,10.104520424560079
247,18.261510509590053
253,11.0020007870043
254,12.14097606333219
256,29.443590098806258
257,245.61826352643808
261,14.68605545999481
266,16.71087264345955
271,24.61412349447613
273,16.522460164430104
284,21.825709461236485
285,10.885411380761656
299,14.53177144703546
301,25.06380891521689
308,8.285486696382662
309,22.35472764533346
314,14.893250435286918
320,24.898303612512606
321,18.5873652227698
324,128.4130074278761
326,14.562414668289465
329,13.804394616685878
333,15.523073640973383
345,11.364886670337432
350,19.519912871849254
356,17.375307070190892
358,148.97978716017687
359,12.322873860107425
367,35.13612931048048
369,13.983988296610843
375,35.05047480811858
377,239.31143689602317
383,13.676563306795297
400,23.39899406779137
405,104.70151129294237
408,36.62833393879462
420,18.106472577947763
426,16.327523591599242
429,14.654705336672112
430,13.152735533745217
431,13.525608398579424
434,15.54290139671121
436,16.94178667066792
446,12.010952966334271
447,10.80166233581533
450,11.520276297719018
462,17.70487350640611
464,11.7784001480946
468,9.589025659137821
471,74.34386341808964
484,18.696581637023332
486,8.148527820272985
487,16.094133778912102
488,11.433440995674612
490,13.73720174091816
491,21.55216599799228
497,22.945324123910606
499,146.70919718231818
506,31.71414099968694
511,16.775503072754447
513,20.968234892870445
518,15.027990274918345
522,9.400412912102054
535,28.165317269946822
540,27.66041506156146
544,12.4050108571473
550,11.609233306686136
557,188.6784435090916
558,24.988544825523388
560,8.954265282597781
568,24.742264172444376
577,10.09988593138188
579,14.449232064864791
584,23.657272094736285
585,11.268417711840245
589,15.162615334560025
603,13.593645297945097
622,60.771941151319524
623,18.63813438545419
628,71.09019360769533
629,13.911299181375009
630,11.428057669297049
642,9.670757200232451
644,19.49147417767513
652,26.720673005649722
653,30.88575759383258
661,15.245264802766046
664,30.786556996579606
667,12.117537934221817
668,16.624846466589297
669,8.753127011022524
673,11.449177237098565
679,20.359337828791375
683,12.73006127486655
687,16.594145742819062
690,18.2258094549656
691,11.60625286469369
692,11.762214969842505
693,13.465994912781328
696,36.05840345663505
697,14.847955254630278
703,12.383321515379594
705,113.24278605696175
707,13.656703111636297
708,19.158327088050505
709,10.542019875981975
711,10.120163544705747
720,23.81142554379562
722,33.963959648434965
728,17.847215158194846
732,35.213864465040096
736,10.709894896013397
738,15.955604617491895
743,11.900514351797913
747,32.48166831785548
756,8.479132943114445
759,15.80611558627539
765,8.14958170713362
766,10.22956944191342
768,9.071501558042831
770,15.310035744939576
775,10.881292749929086
778,13.577233674987527
782,25.994763793612385
784,14.540482680662063
786,13.922613168933552
787,8.81090996101323
789,43.694673432968315
791,61.964103127799646
793,54.868209433029946
797,19.437142351511223
799,14.88903965225771
806,12.02456066403017
808,35.28699731508322
811,11.904550271002611
813,13.651802413182043
815,11.574606194783366
822,12.215194092986772
828,29.979662978556846
838,16.668591200785873
839,25.860765008600666
842,13.307766766603697
843,13.639698085830965
844,11.74335190940691
846,13.891809121288402
862,18.216248135055757
863,12.89771083949431
868,30.27482829641452
870,11.78501968174585
875,13.492093585489776
879,10.393412846098922
884,15.030422067613362
886,12.289660034060693
888,14.064158169738029
894,14.299881222427805
897,18.61277562330388
898,20.808413489965506
899,137.9250786779584
902,15.474850083092896
906,9.361842784029477
909,31.951195515881764
910,145.71514072236783
911,10.99882617457855
915,12.239193822037159
919,8.270605808616683
920,15.238938804413078
922,16.144085128764594
924,10.746660967276464
925,8.7432542618089
927,9.953750505759526
934,33.07560892307062
937,14.649307834440547
941,18.368469841176932
942,12.028018298076194
944,12.65455836340887
945,18.396667250039904
951,15.641042787551402
954,175.5405262288888
956,11.72713384637668
957,29.869864864067573
958,9.27912535698227
959,13.71689658743263
960,1142.008173690492
961,26.375296095292605
963,13.226861489115164
966,12.336599842439293
967,22.641746346231205
970,34.251985904657076
973,20.259240269184602
974,17.565392253490774
975,11.849973270545743
984,18.827292105363785
994,12.876557654019322
997,22.589046213249922
