NORM SPECTRA FILE NAME,REDSHIFT,CALCULATED SNR,NEEDS RECALCULATION,Masked Regions
57328_over_60251_normalized.txt,0,0,N,[]
57328_over_59188_normalized.txt,0,0,N,[]
