spec-4216-55477-0166.dr9,2.8302,-1,4216,55477,0166
spec-4217-55478-0020.dr9,2.1643,-1,4217,55478,0020
spec-3735-55209-0532.dr9,4.1822,-1,3735,55209,0532
spec-4229-55501-0337.dr9,4.0826,-1,4229,55501,0337
spec-4231-55444-0035.dr9,2.7903,-1,4231,55444,0035
spec-3655-55240-0388.dr9,2.6298,-1,3655,55240,0388
spec-4456-55537-0704.dr9,2.3243,-1,4456,55537,0704
spec-4452-55536-0214.dr9,4.1143,-1,4452,55536,0214
spec-4511-55602-0415.dr9,3.0223,-1,4511,55602,0415
spec-4506-55568-0824.dr9,3.3734,-1,4506,55568,0824
spec-4498-55615-0502.dr9,2.4498,-1,4498,55615,0502
spec-3808-55513-0892.dr9,2.3583,-1,3808,55513,0892
spec-3815-55537-0910.dr9,2.8684,-1,3815,55537,0910
spec-3766-55213-0046.dr9,2.8047,-1,3766,55213,0046
spec-4571-55629-0730.dr9,2.5839,-1,4571,55629,0730
spec-3826-55563-0860.dr9,2.4749,-1,3826,55563,0860
spec-4573-55587-0698.dr9,2.2442,-1,4573,55587,0698
spec-4743-55645-0118.dr9,2.1475,-1,4743,55645,0118
spec-4570-55623-0296.dr9,2.8962,-1,4570,55623,0296
spec-4567-55589-0454.dr9,2.5347,-1,4567,55589,0454
spec-4772-55654-0106.dr9,3.3867,-1,4772,55654,0106
spec-4741-55704-0786.dr9,3.3478,-1,4741,55704,0786
spec-4622-55629-0678.dr9,2.0747,-1,4622,55629,0678
spec-4619-55599-0854.dr9,3.6188,-1,4619,55599,0854
spec-3844-55321-0920.dr9,2.6905,-1,3844,55321,0920
spec-3968-55590-0464.dr9,3.4913,-1,3968,55590,0464
spec-4840-55690-0576.dr9,2.9136,-1,4840,55690,0576
spec-4708-55704-0418.dr9,1.9996,-1,4708,55704,0418
spec-4046-55605-0085.dr9,2.7999,-1,4046,55605,0085
spec-3861-55274-0582.dr9,3.0742,-1,3861,55274,0582
spec-4858-55686-0392.dr9,2.6063,-1,4858,55686,0392
spec-3957-55664-0568.dr9,2.1848,-1,3957,55664,0568
spec-4776-55652-0216.dr9,2.2468,-1,4776,55652,0216
spec-5006-55706-0846.dr9,4.4572,-1,5006,55706,0846
spec-4060-55359-0940.dr9,2.4541,-1,4060,55359,0940
spec-4181-55685-0543.dr9,3.0329,-1,4181,55685,0543
spec-4178-55653-0608.dr9,4.691,-1,4178,55653,0608
spec-4998-55722-0306.dr9,2.4677,-1,4998,55722,0306
spec-4202-55445-0258.dr9,2.7721,-1,4202,55445,0258
spec-4209-55478-0712.dr9,3.571,-1,4209,55478,0712
