index,spectra index,chi_sq
1,1,9.236667560583228
2,2,2.0773111617083604
3,3,2.4857709862004085
4,4,2.912334017172083
5,5,4.735802270692941
6,6,102.45656305466676
7,7,2.742370059531764
8,8,1.816377705560503
9,9,2.829301672557397
