spec-10901-58397-0466-dered.dr16,	1.9001,	10.13723
spec-9140-58039-0081-dered.dr16,	1.9001,	14.52915
spec-7671-57360-0092-dered.dr16,	1.9007,	14.24904
spec-4421-55858-0894-dered.dr16,	1.901,	11.72487
spec-5297-55913-0686-dered.dr16,	1.901,	13.68913
spec-6138-56598-0594-dered.dr16,	1.901,	10.93293
spec-6783-56284-0672-dered.dr16,	1.901,	10.35758
spec-9155-58043-0456-dered.dr16,	1.9011,	15.2926
spec-9411-58070-0290-dered.dr16,	1.9012,	10.98391
spec-7732-58108-0100-dered.dr16,	1.9013,	12.21121
spec-7743-58107-0994-dered.dr16,	1.9014,	13.30036
spec-7644-57327-0353-dered.dr16,	1.9018,	20.09637
spec-5326-56002-0370-dered.dr16,	1.902,	11.92705
spec-5438-56002-0285-dered.dr16,	1.902,	12.85572
spec-5862-56045-0724-dered.dr16,	1.902,	22.61036
spec-5994-56101-0196-dered.dr16,	1.902,	14.15947
spec-5450-55986-0680-dered.dr16,	1.903,	13.94217
spec-5469-56037-0689-dered.dr16,	1.903,	12.09683
spec-6428-56279-0192-dered.dr16,	1.903,	10.40129
spec-7118-56686-0018-dered.dr16,	1.903,	17.97948
spec-7235-56603-0711-dered.dr16,	1.903,	16.17547
spec-11314-58436-0494-dered.dr16,	1.9032,	25.26122
spec-5193-56066-0854-dered.dr16,	1.904,	11.22798
spec-5371-55976-0375-dered.dr16,	1.904,	18.73816
spec-5459-56035-0821-dered.dr16,	1.904,	12.20822
spec-5470-56008-0024-dered.dr16,	1.904,	18.12188
spec-5787-56254-0280-dered.dr16,	1.904,	29.5747
spec-5973-56067-0856-dered.dr16,	1.904,	10.97665
spec-5986-56328-0702-dered.dr16,	1.904,	16.3425
spec-6002-56104-0333-dered.dr16,	1.904,	11.7778
spec-6638-56370-0035-dered.dr16,	1.904,	15.21235
spec-11124-58430-0782-dered.dr16,	1.9041,	16.63003
spec-11329-58426-0355-dered.dr16,	1.9042,	10.59265
spec-7624-57039-0348-dered.dr16,	1.9043,	23.302
spec-7655-57336-0586-dered.dr16,	1.9045,	10.88304
spec-5205-56040-0352-dered.dr16,	1.905,	10.28742
spec-5434-56033-0598-dered.dr16,	1.905,	14.05713
spec-5790-56271-0352-dered.dr16,	1.905,	13.10794
spec-5792-56269-0798-dered.dr16,	1.905,	10.11066
spec-6709-56429-0316-dered.dr16,	1.905,	12.91772
spec-6809-56454-0922-dered.dr16,	1.905,	13.62789
spec-11284-58420-0350-dered.dr16,	1.9051,	10.58393
spec-10472-58159-0789-dered.dr16,	1.9053,	13.49381
spec-8745-57391-0609-dered.dr16,	1.9058,	10.51513
spec-7869-57012-0602-dered.dr16,	1.9059,	11.88078
spec-9156-58039-0299-dered.dr16,	1.9059,	10.24178
spec-5039-56220-0218-dered.dr16,	1.906,	12.08321
spec-5166-56065-0730-dered.dr16,	1.906,	11.1709
spec-5285-55946-0392-dered.dr16,	1.906,	10.13265
spec-5312-56001-0140-dered.dr16,	1.906,	14.03535
spec-5430-56000-0420-dered.dr16,	1.906,	10.90569
spec-5491-56034-0704-dered.dr16,	1.906,	12.75222
spec-5891-56034-0076-dered.dr16,	1.906,	14.30996
spec-6434-56362-0340-dered.dr16,	1.906,	14.06034
spec-6649-56364-0826-dered.dr16,	1.906,	15.73706
spec-8401-57482-0335-dered.dr16,	1.906,	12.53725
spec-8743-57663-0103-dered.dr16,	1.906,	14.83578
spec-8864-57428-0151-dered.dr16,	1.9061,	11.02471
spec-9180-57693-0324-dered.dr16,	1.9061,	13.27971
spec-7584-56957-0901-dered.dr16,	1.9069,	14.24583
spec-11040-58456-0317-dered.dr16,	1.907,	11.54183
spec-5289-55893-0480-dered.dr16,	1.907,	14.36515
spec-5811-56334-0139-dered.dr16,	1.907,	13.13076
spec-5992-56066-0320-dered.dr16,	1.907,	11.91509
spec-6623-56367-0121-dered.dr16,	1.907,	11.8914
spec-7088-56657-0068-dered.dr16,	1.907,	16.99714
spec-7108-56686-0069-dered.dr16,	1.907,	10.7677
spec-7629-56988-0018-dered.dr16,	1.907,	12.74775
spec-7660-57357-0278-dered.dr16,	1.9073,	10.12223
spec-8822-58167-0348-dered.dr16,	1.9075,	10.27527
spec-7616-56902-0364-dered.dr16,	1.9078,	14.37535
spec-5439-56045-0250-dered.dr16,	1.908,	13.0907
spec-7059-56592-0776-dered.dr16,	1.908,	10.22679
spec-7696-57655-0835-dered.dr16,	1.908,	10.8935
spec-8500-57432-0800-dered.dr16,	1.908,	15.07525
spec-9549-57807-0478-dered.dr16,	1.9083,	10.28649
spec-5202-55824-0174-dered.dr16,	1.909,	11.2569
spec-5996-56096-0608-dered.dr16,	1.909,	15.89536
spec-6202-56266-0584-dered.dr16,	1.909,	26.06862
spec-6427-56328-0110-dered.dr16,	1.909,	10.09838
spec-6986-56717-0170-dered.dr16,	1.909,	10.1873
spec-7088-56657-0588-dered.dr16,	1.909,	12.6598
spec-8857-57449-0410-dered.dr16,	1.909,	10.5118
spec-9606-58103-0149-dered.dr16,	1.9092,	14.48105
spec-9329-57688-0257-dered.dr16,	1.9094,	12.94911
