SPECTRA INDEX,SPECTRA FILE NAME,NORM SPECTRA FILE NAME,REDSHIFT,CALCULATED SNR,SDSS SNR,BF,CF
1,spec-8401-57482-0335-dered.dr16,spec-8401-57482-0335norm.dr16,1.906,13.32233,20.91685,172890.2978925841,-1.0858973091027104
2,spec-6815-56419-0970-dered.dr16,spec-6815-56419-0970norm.dr16,1.92,12.04762,13.51829,35621843.96290536,-1.7614559004641406
3,spec-5485-56063-0068-dered.dr16,spec-5485-56063-0068norm.dr16,1.921,24.85979,37.20966,10653737077.406137,-2.2732805600485775
4,spec-9356-57809-0923-dered.dr16,spec-9356-57809-0923norm.dr16,1.9279,10.59039,14.61281,16055445587.619318,-2.5209611979169675
5,spec-7291-56992-0102-dered.dr16,spec-7291-56992-0102norm.dr16,1.939,29.74002,42.87424,13066902.33011679,-1.4458202789223753
6,spec-8171-57135-0694-dered.dr16,spec-8171-57135-0694norm.dr16,1.948,11.95939,22.82864,0.21043754983915702,0.5075180866092658
7,spec-6709-56429-0062-dered.dr16,spec-6709-56429-0062norm.dr16,1.971,10.99052,16.09967,32663316.61980809,-1.7938620265357081
8,spec-5354-55927-0380-dered.dr16,spec-5354-55927-0380norm.dr16,1.972,18.62787,24.21714,1294292129.0998209,-2.1425746232463094
9,spec-8396-57837-0275-dered.dr16,spec-8396-57837-0275norm.dr16,1.984,10.01489,15.21832,9545331.84235069,-1.6253178360941276
10,spec-6839-56425-0124-dered.dr16,spec-6839-56425-0124norm.dr16,2.078,11.3539,13.96191,16017031.115649719,-1.683569779403879
